gene_id,gene_name,product_name,product_short,plot_label,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,tnseq_change,annotation_status,locus_tag_internal,ftype,COG,EC_number
yhhT,yhhT,Putative transport protein YhhT,Putative transport protein YhhT,yhhT / Putative transport protein YhhT,5439.79588819464,0.400115079466032,0.309136947975222,1.29429717827874,0.195562790777026,0.760256326003597,Not significant,gene_and_product,yhhT,CDS,COG0628,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,667.076070872183,0.705580657003192,0.547546104756189,1.2886232791618,0.197529086321784,0.76502244279955,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,6348.30403777083,0.298012016752883,0.231381735073006,1.28796690308703,0.197757484487717,0.76502244279955,Not significant,product_only,hypothetical protein,CDS,,
yjdJ,yjdJ,putative protein YjdJ,putative protein YjdJ,yjdJ / putative protein YjdJ,363.865817127011,1.057962200554,0.822290247434747,1.28660433934911,0.198232230461267,0.76502244279955,Not significant,gene_and_product,yjdJ,CDS,COG2388,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,7263.62249020309,0.338202304865851,0.263212783216287,1.28490075874447,0.198826965783926,0.765459747206882,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,2494.86874171156,-0.522657730233689,0.407380695068329,-1.28297127615737,0.199502139527655,0.766203869200413,Not significant,product_only,hypothetical protein,CDS,,
glcU_1,glcU_1,Glucose uptake protein GlcU,Glucose uptake protein GlcU,glcU_1 / Glucose uptake protein GlcU,210.579131815955,2.503477771746,1.95890786655102,1.27799669116332,0.201250592951751,0.769202987483857,Not significant,gene_and_product,glcU_1,CDS,COG4975,
steT_2,steT_2,Serine/threonine exchanger SteT,Serine/threonine exchanger SteT,steT_2 / Serine/threonine exchanger SteT,601.690261500641,1.33829946865661,1.04709166253599,1.27811109240936,0.201210258348442,0.769202987483857,Not significant,gene_and_product,steT_2,CDS,COG0531,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,4363.66745039074,0.604936280057179,0.475119213312092,1.27323051374859,0.202936255706411,0.773785723197107,Not significant,product_only,hypothetical protein,CDS,,
ghrB_1,ghrB_1,Glyoxylate/hydroxypyruvate reductase B,Glyoxylate/hydroxypyruvate reductase B,ghrB_1 / Glyoxylate/hydroxypyruvate reductase B,875.318139768844,0.908522605730698,0.719470833797593,1.26276502542185,0.206673637335209,0.778942048054334,Not significant,gene_and_product,ghrB_1,CDS,COG1052,1.1.1.79
arnC_2,arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose ,arnC_2 / Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose ,2.01069354489941,-4.965384749158,3.92210993831362,-1.2659983598759,0.20551366945039,0.778942048054334,Not significant,gene_and_product,arnC_2,CDS,,2.4.2.53
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1052.54803707314,-0.828746197818576,0.658291754748211,-1.25893449498781,0.208053993059441,0.778942048054334,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,2541.58222994711,0.444247133582669,0.352886072189231,1.25889676185476,0.208067623600441,0.778942048054334,Not significant,product_only,hypothetical protein,CDS,,
ssaB_1,ssaB_1,Manganese ABC transporter substrate-binding lipoprotein,Manganese ABC transporter substrate-binding lipoprotein,ssaB_1 / Manganese ABC transporter substrate-binding lipoprotein,613.274138347642,-1.04813133750995,0.830086302426324,-1.26267754864317,0.206705085778839,0.778942048054334,Not significant,gene_and_product,ssaB_1,CDS,COG0803,
gshAB,gshAB,Glutathione biosynthesis bifunctional protein GshAB,Glutathione biosynthesis bifunctional protein GshAB,gshAB / Glutathione biosynthesis bifunctional protein GshAB,1357.19136072162,-0.839936735461207,0.66551142390308,-1.26209213740488,0.206915634163289,0.778942048054334,Not significant,gene_and_product,gshAB,CDS,COG1181,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,2550.40430762504,0.437526339107236,0.345671610787109,1.26572829660779,0.205610373949146,0.778942048054334,Not significant,product_only,hypothetical protein,CDS,,
yigZ,yigZ,IMPACT family member YigZ,IMPACT family member YigZ,yigZ / IMPACT family member YigZ,1354.26361746111,-0.703690628931023,0.559146338795135,-1.25850887345048,0.208207780140309,0.778942048054334,Not significant,gene_and_product,yigZ,CDS,COG1739,
ybaK_1,ybaK_1,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,ybaK_1 / Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,676.703889911082,-1.62320284094362,1.29517261921354,-1.25327143028183,0.210106942080375,0.778993234428068,Not significant,gene_and_product,ybaK_1,CDS,COG2606,4.2.-.-
yqgQ,yqgQ,putative protein YqgQ,putative protein YqgQ,yqgQ / putative protein YqgQ,84.574003701704,-2.76141037786147,2.2003324179255,-1.2549969065424,0.2094798829477,0.778993234428068,Not significant,gene_and_product,yqgQ,CDS,COG4483,
putative transcriptional regulatory protein,,putative transcriptional regulatory protein,putative transcriptional regulatory protein,putative transcriptional regulatory protein,366.15415718712,-2.3296329983518,1.86114226678762,-1.25172214930824,0.210671126291867,0.778993234428068,Not significant,product_only,putative transcriptional regulatory protein,CDS,COG0217,
agrB,agrB,Accessory gene regulator protein B,Accessory gene regulator protein B,agrB / Accessory gene regulator protein B,765.911926430075,0.77641492855005,0.620043817612744,1.2521936458287,0.210499310815984,0.778993234428068,Not significant,gene_and_product,agrB,CDS,COG4512,3.4.-.-
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,6526.09911810754,0.387530867710962,0.308487355547209,1.25622934211855,0.209032831287645,0.778993234428068,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,5293.23267095793,0.328913333625399,0.263294627284247,1.24922159262411,0.211584036478356,0.780553638052402,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,563.855509805611,0.865433161556792,0.697245822856885,1.24121670318623,0.214525706012397,0.789573779073407,Not significant,product_only,hypothetical protein,CDS,,
gpmA_3,gpmA_3,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase,2,3-bisphosphoglycerate-dependent phosphoglycerate muta,gpmA_3 / 2,3-bisphosphoglycerate-dependent phosphoglycerate muta,100.53557284374,-3.18707415709161,2.57641709947414,-1.23701793383615,0.216080424739849,0.793459296388821,Not significant,gene_and_product,gpmA_3,CDS,,5.4.2.11
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1776.52137571404,0.635559659472645,0.51550682065954,1.23288312395074,0.217619372588095,0.797269129988641,Not significant,product_only,hypothetical protein,CDS,,
pepV,pepV,Beta-Ala-Xaa dipeptidase,Beta-Ala-Xaa dipeptidase,pepV / Beta-Ala-Xaa dipeptidase,383.026271025108,-1.15344983436995,0.93791260634451,-1.22980523618878,0.218770046954836,0.797808198757315,Not significant,gene_and_product,pepV,CDS,,3.4.13.-
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,960.035902359744,0.819090756521993,0.665761473087794,1.23030663327972,0.218582301283431,0.797808198757315,Not significant,product_only,hypothetical protein,CDS,,
3-sulfolactaldehyde dehydrogenase,,3-sulfolactaldehyde dehydrogenase,3-sulfolactaldehyde dehydrogenase,3-sulfolactaldehyde dehydrogenase,316.484687583222,2.31648460960454,1.88829002634741,1.22676314405229,0.219911626990686,0.800136125664051,Not significant,product_only,3-sulfolactaldehyde dehydrogenase,CDS,,1.2.1.97
comFA,comFA,ComF operon protein 1,ComF operon protein 1,comFA / ComF operon protein 1,367.79305429633,1.10712336094836,0.903688259182051,1.22511645990669,0.220531344312388,0.800558989627162,Not significant,gene_and_product,comFA,CDS,COG4098,3.6.4.12
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,6269.95906110528,-0.339287497654833,0.278132285792767,-1.21987814786677,0.222511070805507,0.805905700639536,Not significant,product_only,hypothetical protein,CDS,,
licA_2,licA_2,Lichenan-specific phosphotransferase enzyme IIA component,Lichenan-specific phosphotransferase enzyme IIA compone,licA_2 / Lichenan-specific phosphotransferase enzyme IIA compone,324.484977824709,4.53330290322162,3.72771299456293,1.21610835110796,0.223943649704096,0.809250915976165,Not significant,gene_and_product,licA_2,CDS,COG1447,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1232.28620456252,0.685844309468319,0.56510777615031,1.21365222425447,0.22488055541518,0.810793839252009,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,2990.46493073126,-0.469206783412335,0.388024466426967,-1.20921958280857,0.226578496219896,0.814781521300594,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,533.836956480314,-1.11412680222724,0.922219327735627,-1.20809309534079,0.227011455305763,0.814781521300594,Not significant,product_only,hypothetical protein,CDS,,
feuC,feuC,Iron-uptake system permease protein FeuC,Iron-uptake system permease protein FeuC,feuC / Iron-uptake system permease protein FeuC,393.712531123819,-1.65950043257209,1.38478658642348,-1.19837991560715,0.230769147768264,0.817757146875637,Not significant,gene_and_product,feuC,CDS,COG0609,
mdxE,mdxE,Maltodextrin-binding protein MdxE,Maltodextrin-binding protein MdxE,mdxE / Maltodextrin-binding protein MdxE,4468.51054810788,0.436716047104998,0.369260705575918,1.18267673898276,0.236937286394095,0.817757146875637,Not significant,gene_and_product,mdxE,CDS,COG2182,
murJ_1,murJ_1,Lipid II flippase MurJ,Lipid II flippase MurJ,murJ_1 / Lipid II flippase MurJ,989.370076664243,0.533872136508669,0.450617017489132,1.18475804461056,0.236113125336223,0.817757146875637,Not significant,gene_and_product,murJ_1,CDS,COG2244,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1915.19398464047,0.578099201017156,0.482488332017786,1.19816203347244,0.230853942739037,0.817757146875637,Not significant,product_only,hypothetical protein,CDS,,
ppaC,ppaC,putative manganese-dependent inorganic pyrophosphatase,putative manganese-dependent inorganic pyrophosphatase,ppaC / putative manganese-dependent inorganic pyrophosphatase,1.65811126275627,4.70004027628214,3.92631321893323,1.19706198008297,0.231282397605503,0.817757146875637,Not significant,gene_and_product,ppaC,CDS,COG1227,3.6.1.1
uvrC_1,uvrC_1,UvrABC system protein C,UvrABC system protein C,uvrC_1 / UvrABC system protein C,227.694303663632,-1.40313556325972,1.18580111934054,-1.18328068710211,0.236697924254201,0.817757146875637,Not significant,gene_and_product,uvrC_1,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1249.98927158765,0.645072631141357,0.539786466425869,1.19505150881723,0.23206690601057,0.817757146875637,Not significant,product_only,hypothetical protein,CDS,,
prsA_2,prsA_2,Foldase protein PrsA,Foldase protein PrsA,prsA_2 / Foldase protein PrsA,660.439658706701,-0.846417608412633,0.713928087977219,-1.18557824333652,0.235788898444573,0.817757146875637,Not significant,gene_and_product,prsA_2,CDS,,5.2.1.8
putative ABC transporter ATP-binding protein,,putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,162.98640348971,1.9171786606227,1.62625688139369,1.17889042165324,0.238441812271467,0.817757146875637,Not significant,product_only,putative ABC transporter ATP-binding protein,CDS,COG1132,
gla,gla,Glycerol facilitator-aquaporin gla,Glycerol facilitator-aquaporin gla,gla / Glycerol facilitator-aquaporin gla,129.456367232411,-3.38463832261165,2.84244937140519,-1.19074709180781,0.233752884853035,0.817757146875637,Not significant,gene_and_product,gla,CDS,COG0580,
maf,maf,dTTP/UTP pyrophosphatase,dTTP/UTP pyrophosphatase,maf / dTTP/UTP pyrophosphatase,2930.35274987407,-0.362451730249566,0.302962821047321,-1.19635712724286,0.231557224334297,0.817757146875637,Not significant,gene_and_product,maf,CDS,COG0424,3.6.1.9
malL_2,malL_2,Oligo-1,6-glucosidase,Oligo-1,6-glucosidase,malL_2 / Oligo-1,6-glucosidase,3424.30132048535,-0.402909612784959,0.335200605189849,-1.20199548135291,0.229365278799226,0.817757146875637,Not significant,gene_and_product,malL_2,CDS,COG0366,3.2.1.10
dapF,dapF,Diaminopimelate epimerase,Diaminopimelate epimerase,dapF / Diaminopimelate epimerase,1335.80706893274,-0.664402870250167,0.551706935790674,-1.20426775004738,0.228486107342472,0.817757146875637,Not significant,gene_and_product,dapF,CDS,COG0253,5.1.1.7
dapX,dapX,putative N-acetyl-LL-diaminopimelate aminotransferase,putative N-acetyl-LL-diaminopimelate aminotransferase,dapX / putative N-acetyl-LL-diaminopimelate aminotransferase,5100.62865194987,0.440699407754564,0.373984274889265,1.17839020874622,0.238641079339809,0.817757146875637,Not significant,gene_and_product,dapX,CDS,COG0436,2.6.1.-
cysL,cysL,HTH-type transcriptional regulator CysL,HTH-type transcriptional regulator CysL,cysL / HTH-type transcriptional regulator CysL,383.959917641827,1.02740624630028,0.856019053188515,1.20021422709387,0.230056151308874,0.817757146875637,Not significant,gene_and_product,cysL,CDS,COG0583,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,6407.83016832116,0.480843469076496,0.406123573621387,1.18398315268635,0.236419731897694,0.817757146875637,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,524.514064170506,0.728560243933027,0.614088726193386,1.1864087596091,0.235460914096208,0.817757146875637,Not significant,product_only,hypothetical protein,CDS,,
brnQ_2,brnQ_2,Branched-chain amino acid transport system 2 carrier protein,Branched-chain amino acid transport system 2 carrier pr,brnQ_2 / Branched-chain amino acid transport system 2 carrier pr,398.424220921043,1.07434434551378,0.905353406527921,1.18665742876469,0.23536277345373,0.817757146875637,Not significant,gene_and_product,brnQ_2,CDS,COG1114,
IS30 family transposase IS1062,,IS30 family transposase IS1062,IS30 family transposase IS1062,IS30 family transposase IS1062,1945.31585384254,-0.607159591821756,0.514776447285677,-1.17946264834609,0.23821400152353,0.817757146875637,Not significant,product_only,IS30 family transposase IS1062,CDS,COG2826,
ssbA,ssbA,Single-stranded DNA-binding protein A,Single-stranded DNA-binding protein A,ssbA / Single-stranded DNA-binding protein A,309.93493855701,-2.19363841125531,1.85831363383421,-1.18044573925297,0.237822979334301,0.817757146875637,Not significant,gene_and_product,ssbA,CDS,COG0629,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,340.973364356779,-2.15612475451199,1.82560176156651,-1.18104879163891,0.237583341042412,0.817757146875637,Not significant,product_only,hypothetical protein,CDS,,
aroB,aroB,3-dehydroquinate synthase,3-dehydroquinate synthase,aroB / 3-dehydroquinate synthase,2694.07297810437,0.393599829191554,0.336219638824808,1.17066281603094,0.241734337137138,0.817782119251168,Not significant,gene_and_product,aroB,CDS,COG0337,4.2.3.4
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,371.309876762278,-1.13841426951629,0.971917198617486,-1.17130787595449,0.241475046773013,0.817782119251168,Not significant,product_only,hypothetical protein,CDS,,
gmuD_2,gmuD_2,6-phospho-beta-glucosidase GmuD,6-phospho-beta-glucosidase GmuD,gmuD_2 / 6-phospho-beta-glucosidase GmuD,1491.51151917974,0.687063234921649,0.586011780319835,1.17243928875741,0.241020733395123,0.817782119251168,Not significant,gene_and_product,gmuD_2,CDS,COG2723,3.2.1.86
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,372.699124089878,2.26468166980502,1.92453274246776,1.17674364266783,0.239297842845263,0.817782119251168,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,136.611279827054,2.76850571153288,2.35470920823428,1.17573146690537,0.239702200101237,0.817782119251168,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1807.45827629351,0.50856490868481,0.433680699513763,1.17267129769668,0.240927645738586,0.817782119251168,Not significant,product_only,hypothetical protein,CDS,,
manR_2,manR_2,Transcriptional regulator ManR,Transcriptional regulator ManR,manR_2 / Transcriptional regulator ManR,3011.0397932116,-0.42309467109971,0.362870038292993,-1.1659674992458,0.243627586158444,0.822437074292835,Not significant,gene_and_product,manR_2,CDS,COG1762,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,5053.22697774831,-0.365956698496313,0.3168445887161,-1.15500378270376,0.248088877430597,0.835723125242902,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,787.524876521926,1.54658243000894,1.34245927539141,1.15205165501801,0.24929984759621,0.838026971835038,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,12104.9349536559,-0.238081681804496,0.207739453463822,-1.14605905539247,0.251770717642861,0.840998825739809,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,416.535416880053,-1.12983033614488,0.985309823629554,-1.14667519702885,0.251515885077114,0.840998825739809,Not significant,product_only,hypothetical protein,CDS,,
yfcJ,yfcJ,putative MFS-type transporter YfcJ,putative MFS-type transporter YfcJ,yfcJ / putative MFS-type transporter YfcJ,428.322050721338,0.840068081524547,0.731397703771409,1.14857905239897,0.250729598806619,0.840998825739809,Not significant,gene_and_product,yfcJ,CDS,,
hmpT,hmpT,Thiamine precursor transporter HmpT,Thiamine precursor transporter HmpT,hmpT / Thiamine precursor transporter HmpT,460.092947059031,-1.56427546473748,1.36837966760368,-1.14315895052494,0.252972602175457,0.841169211999419,Not significant,gene_and_product,hmpT,CDS,COG4720,
agaA_2,agaA_2,Alpha-galactosidase AgaA,Alpha-galactosidase AgaA,agaA_2 / Alpha-galactosidase AgaA,5218.99096810523,0.305630421085737,0.267601866712543,1.14210870365132,0.253408838080328,0.841169211999419,Not significant,gene_and_product,agaA_2,CDS,,3.2.1.22
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,259.193738644429,-1.63300807573566,1.4270281361238,-1.14434189095344,0.252481876797677,0.841169211999419,Not significant,product_only,hypothetical protein,CDS,,
yacL,yacL,putative PIN and TRAM-domain containing protein YacL,putative PIN and TRAM-domain containing protein YacL,yacL / putative PIN and TRAM-domain containing protein YacL,1207.27312983886,-0.670636871267162,0.588933189867548,-1.13873166397362,0.254815091731113,0.844074991359312,Not significant,gene_and_product,yacL,CDS,COG4956,3.1.-.-
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,2809.78057082288,0.747008566549505,0.657411242840424,1.13628809163951,0.255836012974413,0.845694928543277,Not significant,product_only,hypothetical protein,CDS,,
Fatty acid ABC transporter ATP-binding/permease protein,,Fatty acid ABC transporter ATP-binding/permease protein,Fatty acid ABC transporter ATP-binding/permease protein,Fatty acid ABC transporter ATP-binding/permease protein,1224.3171831576,-0.740449696187254,0.653977569743712,-1.13222491174648,0.257539889272211,0.84780211996442,Not significant,product_only,Fatty acid ABC transporter ATP-binding/permease protein,CDS,COG1132,7.6.2.-
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,164.863422855869,-2.4058568265584,2.12321038066023,-1.13312220422089,0.257162938036925,0.84780211996442,Not significant,product_only,hypothetical protein,CDS,,
recQ_2,recQ_2,ATP-dependent DNA helicase RecQ,ATP-dependent DNA helicase RecQ,recQ_2 / ATP-dependent DNA helicase RecQ,2252.08744679083,0.611869642187279,0.542193912891188,1.12850702975353,0.259105849723746,0.849439796001557,Not significant,gene_and_product,recQ_2,CDS,COG0514,3.6.4.12
rpoC,rpoC,DNA-directed RNA polymerase subunit beta',DNA-directed RNA polymerase subunit beta',rpoC / DNA-directed RNA polymerase subunit beta',196.474642389723,1.69090426077285,1.49713111537039,1.12942964274343,0.258716633997668,0.849439796001557,Not significant,gene_and_product,rpoC,CDS,COG0086,2.7.7.6
ribF,ribF,Bifunctional riboflavin kinase/FMN adenylyltransferase,Bifunctional riboflavin kinase/FMN adenylyltransferase,ribF / Bifunctional riboflavin kinase/FMN adenylyltransferase,1.66484333923695,4.42122975124525,3.93046051553505,1.12486303672825,0.260647077382293,0.851084619262299,Not significant,gene_and_product,ribF,CDS,COG0196,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1079.92683778163,-0.589774334477128,0.524341824859276,-1.12478979649471,0.260678119233169,0.851084619262299,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,7869.98853285495,0.305663114431274,0.273016119011705,1.1195790033854,0.262893207161405,0.853249934177812,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,595.426600522681,0.815742157965141,0.728617479891408,1.11957533339266,0.262894771826514,0.853249934177812,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,6176.55232213302,0.339103394042848,0.30292156383096,1.11944290051295,0.26295123757681,0.853249934177812,Not significant,product_only,hypothetical protein,CDS,,
licC_2,licC_2,Lichenan permease IIC component,Lichenan permease IIC component,licC_2 / Lichenan permease IIC component,9630.03886901127,-0.264896593307737,0.237633266097956,-1.11472858012456,0.264966749801278,0.858038965751593,Not significant,gene_and_product,licC_2,CDS,COG1455,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,2518.26594536422,-0.474262227620249,0.426029724318092,-1.11321393919018,0.265616557434085,0.858394972195517,Not significant,product_only,hypothetical protein,CDS,,
dgaR_3,dgaR_3,Transcriptional regulatory protein DagR,Transcriptional regulatory protein DagR,dgaR_3 / Transcriptional regulatory protein DagR,2504.61635996013,0.417947032065605,0.376112671447239,1.11122826693765,0.266470106985518,0.859406633077026,Not significant,gene_and_product,dgaR_3,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,722.819878177997,-0.862495565185917,0.779098677898062,-1.10704277860264,0.268275433365816,0.862082998784721,Not significant,product_only,hypothetical protein,CDS,,
ribZ_1,ribZ_1,Riboflavin transporter RibZ,Riboflavin transporter RibZ,ribZ_1 / Riboflavin transporter RibZ,35797.0090933682,-0.172325847773418,0.155698644460075,-1.10679093174511,0.268384329810338,0.862082998784721,Not significant,gene_and_product,ribZ_1,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,2436.67913460454,-0.471342731739351,0.426375101183234,-1.10546495428867,0.268958171938243,0.862184462463318,Not significant,product_only,hypothetical protein,CDS,,
nox_2,nox_2,NADH oxidase,NADH oxidase,nox_2 / NADH oxidase,1887.52067037928,0.493069754750535,0.447223144272782,1.10251394871861,0.270238297739975,0.864545057156055,Not significant,gene_and_product,nox_2,CDS,COG0446,1.6.99.3
ribX,ribX,Riboflavin transport system permease protein RibX,Riboflavin transport system permease protein RibX,ribX / Riboflavin transport system permease protein RibX,1661.39481074819,-0.507999653717706,0.462929835934755,-1.09735777278633,0.272485025069782,0.86823885743678,Not significant,gene_and_product,ribX,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,382.876015883552,1.03295783623996,0.940634797464328,1.09814971657917,0.272139118941955,0.86823885743678,Not significant,product_only,hypothetical protein,CDS,,
mngB,mngB,Mannosylglycerate hydrolase,Mannosylglycerate hydrolase,mngB / Mannosylglycerate hydrolase,10561.4171715807,-0.208156246107342,0.189964213938237,-1.09576557495729,0.273181377250822,0.868716779657613,Not significant,gene_and_product,mngB,CDS,COG0383,3.2.1.-
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1665.54296257186,-0.499071564853362,0.457867432267279,-1.08999140293086,0.275716931103953,0.875029781347876,Not significant,product_only,hypothetical protein,CDS,,
fosX,fosX,Fosfomycin resistance protein FosX,Fosfomycin resistance protein FosX,fosX / Fosfomycin resistance protein FosX,319.16780858641,1.6738332330734,1.54281354247235,1.08492256970411,0.277955950840741,0.880378410033423,Not significant,gene_and_product,fosX,CDS,COG0346,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,345.834594490461,-1.05658608941396,0.977541035915004,-1.08086111027039,0.2797589000486,0.884327338125793,Not significant,product_only,hypothetical protein,CDS,,
xpkA_1,xpkA_1,Xylulose-5-phosphate phosphoketolase,Xylulose-5-phosphate phosphoketolase,xpkA_1 / Xylulose-5-phosphate phosphoketolase,1945.95876387083,0.570282314542916,0.529619738491116,1.07677692709801,0.281579935510131,0.888317653692675,Not significant,gene_and_product,xpkA_1,CDS,,4.1.2.9
baiN,baiN,3-dehydro-bile acid delta(4,6)-reductase,3-dehydro-bile acid delta(4,6)-reductase,baiN / 3-dehydro-bile acid delta(4,6)-reductase,1543.87101455519,-0.559957262165131,0.522956663883378,-1.07075270445355,0.284280637912638,0.895061810457614,Not significant,gene_and_product,baiN,CDS,COG2081,1.3.1.114
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1894.581753059,0.559522806763787,0.523284437833112,1.06925176120417,0.284956240688868,0.895415855129053,Not significant,product_only,hypothetical protein,CDS,,
rspR_1,rspR_1,HTH-type transcriptional repressor RspR,HTH-type transcriptional repressor RspR,rspR_1 / HTH-type transcriptional repressor RspR,1704.96144173404,-0.575457505384827,0.538858470501093,-1.06791956865724,0.285556794586212,0.895533142785161,Not significant,gene_and_product,rspR_1,CDS,COG1802,
gph_1,gph_1,Phosphoglycolate phosphatase,Phosphoglycolate phosphatase,gph_1 / Phosphoglycolate phosphatase,1130.8395786605,0.530123474713299,0.498177383975352,1.06412593539077,0.287271653276049,0.899137654938813,Not significant,gene_and_product,gph_1,CDS,COG0546,3.1.3.18
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,1164.2967709404,0.609309296313402,0.573913085847278,1.06167521065296,0.288383156836748,0.900843260059783,Not significant,product_only,hypothetical protein,CDS,,
hypothetical protein,,hypothetical protein,hypothetical protein,hypothetical protein,3748.14998988426,0.300804435664682,0.285251343947261,1.05452416630961,0.291643002444913,0.902164151531929,Not significant,product_only,hypothetical protein,CDS,,
Putative dipeptidase,,Putative dipeptidase,Putative dipeptidase,Putative dipeptidase,1592.36973849297,-0.541269942033365,0.512625289872871,-1.05587834374616,0.291023799360964,0.902164151531929,Not significant,product_only,Putative dipeptidase,CDS,,3.4.13.-
ycjO,ycjO,Inner membrane ABC transporter permease protein YcjO,Inner membrane ABC transporter permease protein YcjO,ycjO / Inner membrane ABC transporter permease protein YcjO,842.46527313155,-0.675515102431529,0.640466543270416,-1.05472348170155,0.291551809147903,0.902164151531929,Not significant,gene_and_product,ycjO,CDS,COG1175,
degA_2,degA_2,HTH-type transcriptional regulator DegA,HTH-type transcriptional regulator DegA,degA_2 / HTH-type transcriptional regulator DegA,127.671608255645,2.57085061102738,2.43384268604246,1.05629284331754,0.290834444618844,0.902164151531929,Not significant,gene_and_product,degA_2,CDS,COG1609,
metP_2,metP_2,Methionine import system permease protein MetP,Methionine import system permease protein MetP,metP_2 / Methionine import system permease protein MetP,810.874424524458,-0.792189894864746,0.747861880899148,-1.05927299558617,0.289475469624332,0.902164151531929,Not significant,gene_and_product,metP_2,CDS,COG2011,
pyk,pyk,Pyruvate kinase,Pyruvate kinase,pyk / Pyruvate kinase,54.5906299565018,3.31762938953948,3.16097683216646,1.04955827444823,0.293921249481024,0.903976979179949,Not significant,gene_and_product,pyk,CDS,COG0469,2.7.1.40
sapB,sapB,Protein SapB,Protein SapB,sapB / Protein SapB,3227.82554925497,-0.485576646510531,0.46266142607904,-1.04952913543213,0.293934652978637,0.903976979179949,Not significant,gene_and_product,sapB,CDS,COG1285,
