gene_id,product_name,locus_tag_internal,ERR1801012,ERR1801013,ERR1801014,ERR1801009,ERR1801010,ERR1801011,ERR1801006,ERR1801007,ERR1801008
Deacetylase,Deacetylase,E745S_00756,0,0,0,419,0,47,0,29,19
hypothetical protein,hypothetical protein,E745S_00757,596,343,456,724,872,1043,1585,1281,247
hypothetical protein,hypothetical protein,E745S_00758,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00759,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00760,0,0,0,0,0,25,0,131,0
IS110 family transposase ISSpn10,IS110 family transposase ISSpn10,E745S_00761,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00762,137,231,833,346,929,504,449,617,40
hypothetical protein,hypothetical protein,E745S_00763,995,435,304,343,1352,566,807,729,339
IS30 family transposase IS1252,IS30 family transposase IS1252,E745S_00764,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00765,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00766,222,843,691,817,769,1910,294,704,180
hypothetical protein,hypothetical protein,E745S_00767,187,0,144,222,63,210,135,188,33
araD,L-ribulose-5-phosphate 4-epimerase AraD,E745S_00768,0,109,145,0,0,0,55,75,0
ulaE,L-ribulose-5-phosphate 3-epimerase UlaE,E745S_00769,4361,3284,6024,6354,7650,7308,7565,4429,2821
sgbH,3-keto-L-gulonate-6-phosphate decarboxylase SgbH,E745S_00770,1,0,0,0,1,1,0,0,0
hypothetical protein,hypothetical protein,E745S_00771,0,0,0,0,0,0,0,0,0
ulaA_2,Ascorbate-specific PTS system EIIC component,E745S_00772,0,0,0,0,525,89,0,157,0
hypothetical protein,hypothetical protein,E745S_00773,0,0,0,1,0,0,0,0,0
ulaG,putative L-ascorbate-6-phosphate lactonase UlaG,E745S_00774,0,0,0,0,0,0,0,0,0
srlR,Glucitol operon repressor,E745S_00775,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00776,0,100,136,0,0,168,263,69,224
hypothetical protein,hypothetical protein,E745S_00777,0,204,0,0,0,0,0,44,0
hypothetical protein,hypothetical protein,E745S_00778,0,199,0,1057,0,128,154,200,35
licC_1,Lichenan permease IIC component,E745S_00779,6864,4628,5211,9619,5586,6987,7652,8376,6989
ptsG_1,PTS system glucose-specific EIICBA component,E745S_00780,0,0,0,0,0,0,0,0,0
malH,Maltose-6'-phosphate glucosidase MalH,E745S_00781,1971,190,738,1741,1580,1964,2375,1348,625
gamP,Putative PTS system glucosamine-specific EIICBA component,E745S_00782,1952,1371,1151,3668,844,1593,1380,2018,327
Carbohydrate deacetylase,Carbohydrate deacetylase,E745S_00783,0,0,0,0,0,0,0,0,0
licT_1,Transcription antiterminator LicT,E745S_00784,0,0,0,0,0,0,0,0,0
sasA_2,Adaptive-response sensory-kinase SasA,E745S_00801,0,0,0,0,161,0,0,0,0
arlR_1,Response regulator ArlR,E745S_00802,0,0,0,0,0,0,0,0,0
gnd,6-phosphogluconate dehydrogenase, decarboxylating,E745S_00803,0,0,0,0,0,1,0,0,0
rpmF_1,50S ribosomal protein L32,E745S_00804,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00805,0,0,0,1,0,0,0,0,0
gltC_1,HTH-type transcriptional regulator GltC,E745S_00806,0,0,0,0,0,0,0,0,0
pyk,Pyruvate kinase,E745S_00807,0,0,0,179,350,33,0,7,0
pfkA,ATP-dependent 6-phosphofructokinase,E745S_00808,0,0,0,0,0,0,0,0,1
dnaE,DNA polymerase III subunit alpha,E745S_00809,0,0,2,0,0,2,0,1,0
hypothetical protein,hypothetical protein,E745S_00810,0,0,0,0,0,0,0,0,0
sbnD_1,Staphyloferrin B transporter,E745S_00811,0,0,1,0,0,1,0,0,0
ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,E745S_00812,0,0,0,0,0,0,0,0,0
pbuO,Guanine/hypoxanthine permease PbuO,E745S_00813,0,0,73,0,0,1,0,0,0
yitU,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU,E745S_00814,0,214,27,419,0,352,681,520,245
ISL3 family transposase IS1251,ISL3 family transposase IS1251,E745S_00815,0,0,0,0,0,0,0,0,0
penA,Penicillin-binding protein 2B,E745S_00816,0,0,0,0,0,1,0,0,0
ybbH_2,putative HTH-type transcriptional regulator YbbH,E745S_00817,0,0,0,0,0,0,0,0,216
thrS,Threonine--tRNA ligase,E745S_00818,0,0,0,0,0,0,2,0,0
putative tautomerase,putative tautomerase,E745S_00819,0,0,0,0,0,0,0,0,0
ziaA,Zinc-transporting ATPase,E745S_00820,1829,1150,947,2444,2394,1428,2184,2158,762
helD_1,DNA helicase IV,E745S_00821,132,226,114,68,0,233,614,66,233
hypothetical protein,hypothetical protein,E745S_00822,1,0,0,0,0,46,0,0,0
ISL3 family transposase ISEfa11,ISL3 family transposase ISEfa11,E745S_00823,0,0,0,0,0,0,0,0,0
yeeN,putative transcriptional regulatory protein YeeN,E745S_00824,180,156,91,0,467,346,575,350,19
tmcAL,tRNA(Met) cytidine acetate ligase,E745S_00825,0,0,0,0,0,0,0,0,0
COQ5_1,2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial,E745S_00826,295,0,136,0,0,52,73,47,0
rsfS,Ribosomal silencing factor RsfS,E745S_00827,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00828,0,1,0,0,0,0,0,0,0
nadD,Nicotinate-nucleotide adenylyltransferase,E745S_00829,0,0,0,0,0,0,0,0,0
RNA-binding protein,RNA-binding protein,E745S_00830,945,632,1365,1707,526,903,1040,1590,1064
yqeH,putative protein YqeH,E745S_00831,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00832,0,0,0,0,0,0,0,0,0
accA,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,E745S_00833,0,0,0,0,0,0,0,0,0
accD,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,E745S_00834,0,0,0,0,0,0,0,0,0
cfiB,2-oxoglutarate carboxylase small subunit,E745S_00835,0,0,0,0,0,0,0,0,0
fabZ_2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,E745S_00836,0,0,0,0,0,0,0,0,0
accB,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,E745S_00837,0,0,0,0,0,0,0,0,0
fabF,3-oxoacyl-[acyl-carrier-protein] synthase 2,E745S_00838,0,0,0,0,0,0,0,0,0
fabG_2,3-oxoacyl-[acyl-carrier-protein] reductase FabG,E745S_00839,0,0,0,0,0,0,0,0,0
fabD,Malonyl CoA-acyl carrier protein transacylase,E745S_00840,0,216,0,0,0,0,0,35,0
acpA,Acyl carrier protein,E745S_00841,0,0,0,0,0,0,0,0,0
fabH,3-oxoacyl-[acyl-carrier-protein] synthase 3,E745S_00842,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00843,0,0,0,0,0,0,0,0,0
uvrC_1,UvrABC system protein C,E745S_00844,373,230,47,122,870,284,96,171,20
ykuJ,putative protein YkuJ,E745S_00845,0,0,0,0,0,0,0,0,0
glxR,2-hydroxy-3-oxopropionate reductase,E745S_00846,0,0,0,0,0,0,0,0,0
Alpha-monoglucosyldiacylglycerol synthase,Alpha-monoglucosyldiacylglycerol synthase,E745S_00847,992,368,411,10591,8463,11024,5498,4196,2711
dgs,Processive diacylglycerol alpha-glucosyltransferase,E745S_00848,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00849,0,0,0,0,0,0,0,0,0
ptsI,Phosphoenolpyruvate-protein phosphotransferase,E745S_00850,3467,4653,6085,131,190,357,0,141,0
ptsH,Phosphocarrier protein HPr,E745S_00851,0,0,0,0,0,0,0,0,0
clpE,ATP-dependent Clp protease ATP-binding subunit ClpE,E745S_00852,6093,6734,5295,9359,6609,8770,5902,8337,4254
hypothetical protein,hypothetical protein,E745S_00853,0,0,0,0,0,0,1,0,1
hypothetical protein,hypothetical protein,E745S_00854,0,0,0,0,0,0,0,0,0
prfC,Peptide chain release factor 3,E745S_00855,0,0,494,637,304,289,436,435,232
hypothetical protein,hypothetical protein,E745S_00856,5741,3403,5458,5599,4658,5310,6462,8102,4270
yhhT,Putative transport protein YhhT,E745S_00857,4196,3535,3570,10802,8455,6266,8325,5056,2565
Acetyltransferase,Acetyltransferase,E745S_00858,0,0,0,0,0,0,0,61,199
hypothetical protein,hypothetical protein,E745S_00859,0,83,0,0,0,0,0,0,0
mutY,Adenine DNA glycosylase,E745S_00860,79,258,149,63,218,719,783,301,722
recX,Regulatory protein RecX,E745S_00861,0,0,0,0,0,0,0,0,0
rlmCD,23S rRNA (uracil-C(5))-methyltransferase RlmCD,E745S_00862,0,99,656,115,895,434,596,186,445
Lytic chitin monooxygenase,Lytic chitin monooxygenase,E745S_00863,272,0,211,174,0,244,176,150,0
crtK-2,Tryptophan-rich protein TspO,E745S_00864,1327,1468,926,2519,1960,2791,1769,2443,464
tagU_2,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,E745S_00865,0,0,0,0,0,0,0,0,0
cspD,Cold shock protein CspD,E745S_00866,0,0,0,0,0,0,0,0,0
sodA,Superoxide dismutase [Mn],E745S_00867,646,583,326,383,356,482,69,732,0
hypothetical protein,hypothetical protein,E745S_00868,0,0,243,0,0,0,0,35,0
czcD,Cadmium, cobalt and zinc/H(+)-K(+) antiporter,E745S_00869,659,746,1885,1139,1873,2363,840,1115,703
hypothetical protein,hypothetical protein,E745S_00870,1177,656,796,726,320,1187,1306,1091,713
ghrB_1,Glyoxylate/hydroxypyruvate reductase B,E745S_00871,230,327,1146,1661,605,978,1303,1123,810
IS66 family transposase ISRob1,IS66 family transposase ISRob1,E745S_00872,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00873,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00874,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00875,0,0,0,0,0,0,0,0,0
ktrA,Ktr system potassium uptake protein A,E745S_00876,1752,2865,3035,4686,3677,4728,4353,4100,2284
vraR,Response regulator protein VraR,E745S_00877,156,214,165,0,0,0,149,0,60
liaS,Sensor histidine kinase LiaS,E745S_00878,0,0,0,0,0,0,0,1,0
hypothetical protein,hypothetical protein,E745S_00879,0,0,0,0,0,0,0,0,0
greA,Transcription elongation factor GreA,E745S_00880,0,0,0,0,0,0,0,0,0
mltG,Endolytic murein transglycosylase,E745S_00881,425,133,0,984,789,158,184,311,0
pbpX_1,Putative penicillin-binding protein PbpX,E745S_00882,212,306,244,277,0,720,262,355,0
IS1182 family transposase ISEfa7,IS1182 family transposase ISEfa7,E745S_00883,0,0,0,0,0,0,0,0,0
wbgU_1,UDP-N-acetylglucosamine 4-epimerase,E745S_00884,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00885,0,0,0,0,0,0,0,0,0
pglH_1,GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase,E745S_00886,0,2,0,0,1,0,0,2,1
hypothetical protein,hypothetical protein,E745S_00887,0,0,1,0,0,1,1,1,0
hypothetical protein,hypothetical protein,E745S_00888,0,0,0,0,0,0,0,0,0
glyG,Glycosyltransferase GlyG,E745S_00889,0,0,0,0,515,0,137,0,0
arnC_1,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,E745S_00890,1,0,0,0,0,0,0,0,1
rfbB,dTDP-glucose 4,6-dehydratase,E745S_00891,0,0,0,0,1,0,0,1,0
ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,E745S_00892,3,1,0,1,2,0,1,0,0
hypothetical protein,hypothetical protein,E745S_00893,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00894,0,0,0,0,0,0,0,0,0
wbbD_1,UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase,E745S_00895,0,0,0,0,0,0,0,0,0
wbbD_2,UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase,E745S_00896,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00897,0,0,0,0,0,0,0,0,0
IS30 family transposase IS6770,IS30 family transposase IS6770,E745S_00898,0,0,0,0,0,0,0,0,0
arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,E745S_00899,0,0,17,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00900,0,1,0,0,0,0,0,1,0
btuD_1,Vitamin B12 import ATP-binding protein BtuD,E745S_00901,0,0,0,0,0,0,1,0,0
tagG,Teichoic acid translocation permease protein TagG,E745S_00902,0,1,0,0,0,1,0,0,0
hypothetical protein,hypothetical protein,E745S_00903,0,0,0,0,0,40,0,0,0
hypothetical protein,hypothetical protein,E745S_00904,0,0,0,0,0,0,0,0,0
rmlD,dTDP-4-dehydrorhamnose reductase,E745S_00905,0,0,0,0,0,0,0,0,0
rmlB,dTDP-glucose 4,6-dehydratase,E745S_00906,0,0,0,1,0,0,0,0,0
rfbC,dTDP-4-dehydrorhamnose 3,5-epimerase,E745S_00907,0,0,0,0,0,0,0,0,0
rfbA,Glucose-1-phosphate thymidylyltransferase 1,E745S_00908,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00909,0,1,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00910,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00911,0,0,0,0,0,0,0,0,0
tagO,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase,E745S_00912,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00913,312,527,515,173,0,138,0,59,227
map,Methionine aminopeptidase 1,E745S_00914,0,0,0,0,0,0,0,0,0
Flavodoxin,Flavodoxin,E745S_00915,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00916,2075,1989,235,2011,2478,4686,1839,1794,503
pepS,Aminopeptidase PepS,E745S_00917,1355,958,1462,3380,991,3443,2992,2772,328
hypothetical protein,hypothetical protein,E745S_00918,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00919,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00920,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00921,0,0,0,0,0,0,0,0,0
IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,E745S_00922,0,0,0,0,0,0,0,0,0
IS3 family transposase ISEfa8,IS3 family transposase ISEfa8,E745S_00923,0,0,0,0,0,0,0,0,0
IS3 family transposase ISEfa8,IS3 family transposase ISEfa8,E745S_00924,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00926,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00927,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00928,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00929,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00930,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00931,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00932,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00933,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00934,0,246,183,109,0,241,313,672,196
hypothetical protein,hypothetical protein,E745S_00935,2394,4396,2664,4204,4969,5872,3776,4007,2300
hypothetical protein,hypothetical protein,E745S_00936,2621,2664,3328,3236,5048,3515,3149,2593,1551
hypothetical protein,hypothetical protein,E745S_00937,506,696,1322,1439,2281,1916,1061,1707,876
hypothetical protein,hypothetical protein,E745S_00938,2,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00939,0,230,0,0,0,0,2,0,0
hypothetical protein,hypothetical protein,E745S_00940,631,578,411,728,1558,740,1222,814,295
hypothetical protein,hypothetical protein,E745S_00941,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00942,0,102,0,0,177,73,52,77,0
hypothetical protein,hypothetical protein,E745S_00943,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00944,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00945,3945,4807,3552,7053,8716,10320,4817,6647,7032
hypothetical protein,hypothetical protein,E745S_00946,0,106,0,0,0,91,0,59,0
hypothetical protein,hypothetical protein,E745S_00947,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00948,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00949,676,672,183,1418,1313,829,1627,983,144
hypothetical protein,hypothetical protein,E745S_00950,1023,536,596,2446,1407,2659,1923,784,729
hypothetical protein,hypothetical protein,E745S_00951,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00952,5139,5797,4894,8765,7278,9795,7390,6978,7257
hypothetical protein,hypothetical protein,E745S_00953,3304,2892,3708,5705,6629,6765,5204,6335,2335
hypothetical protein,hypothetical protein,E745S_00954,148,49,90,75,0,136,57,68,0
hypothetical protein,hypothetical protein,E745S_00955,88,117,0,0,0,201,334,95,0
hypothetical protein,hypothetical protein,E745S_00956,1217,887,214,1642,881,1966,605,1031,122
hypothetical protein,hypothetical protein,E745S_00957,1093,2195,1379,3294,432,2507,1558,2200,504
hypothetical protein,hypothetical protein,E745S_00958,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00959,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00960,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00961,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00962,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00963,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00964,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00965,0,90,0,0,0,0,141,0,0
hypothetical protein,hypothetical protein,E745S_00966,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00967,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00968,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00969,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00970,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00971,2623,786,487,1618,925,1212,828,1135,388
hypothetical protein,hypothetical protein,E745S_00972,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00973,0,0,0,0,373,43,0,30,0
hypothetical protein,hypothetical protein,E745S_00974,2818,3457,2368,4508,988,1757,1808,1876,736
hypothetical protein,hypothetical protein,E745S_00975,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00976,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00977,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00978,154,130,5,0,0,196,0,243,0
hypothetical protein,hypothetical protein,E745S_00979,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00980,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00981,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00982,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00983,246,612,352,331,375,419,428,379,0
hypothetical protein,hypothetical protein,E745S_00984,121,323,315,239,360,398,385,496,0
hypothetical protein,hypothetical protein,E745S_00985,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00986,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00987,76,136,180,52,0,248,343,78,72
hypothetical protein,hypothetical protein,E745S_00988,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00989,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00990,563,482,1186,447,1203,379,802,1075,782
xerC_5,Tyrosine recombinase XerC,E745S_00991,5774,4926,6170,10648,11278,8216,5675,9654,2358
groL,60 kDa chaperonin,E745S_00992,0,0,0,0,0,0,1,1,0
groS,10 kDa chaperonin,E745S_00993,0,0,0,0,0,0,0,0,0
MroQ,Membrane-embedded CAAX protease MroQ,E745S_00994,1483,1217,711,1725,3550,2376,1404,1851,1420
gmuC_2,PTS system oligo-beta-mannoside-specific EIIC component,E745S_00995,2817,2818,2305,2677,3304,3550,4131,3370,1319
hypothetical protein,hypothetical protein,E745S_00996,787,589,227,684,514,348,515,659,257
yycJ,Putative metallo-hydrolase YycJ,E745S_00997,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00998,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00999,0,0,0,0,0,0,0,0,0
walK_1,Sensor histidine kinase WalK,E745S_01000,0,0,0,0,0,0,0,1,0
walR_1,Transcriptional regulatory protein WalR,E745S_01001,0,0,0,0,0,0,0,0,0
DegV domain-containing protein,DegV domain-containing protein,E745S_01002,1064,3240,1556,3925,4922,4577,2017,3176,1911
hypothetical protein,hypothetical protein,E745S_01003,268,340,548,770,0,602,591,485,0
IS30 family transposase IS1252,IS30 family transposase IS1252,E745S_01005,0,0,0,0,0,0,0,0,0
IS30 family transposase IS1252,IS30 family transposase IS1252,E745S_01006,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_01007,1,128,0,0,0,237,71,102,0
hypothetical protein,hypothetical protein,E745S_01008,0,51,58,357,0,107,0,80,398
pisA,Bacteriocin piscicolin-126,E745S_01009,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_01010,1228,668,1329,1232,3296,3337,248,688,1622
opuAA,Glycine betaine transport ATP-binding protein OpuAA,E745S_01011,94,424,190,371,0,681,117,304,274
hypothetical protein,hypothetical protein,E745S_01012,0,52,502,952,0,152,444,867,0
hypothetical protein,hypothetical protein,E745S_01013,0,0,0,0,0,0,0,0,0
feoB,Fe(2+) transporter FeoB,E745S_01014,9143,11201,10174,9685,19826,14974,8444,9900,3740
hypothetical protein,hypothetical protein,E745S_01015,0,0,126,0,0,103,173,151,160
nrdH,Glutaredoxin-like protein NrdH,E745S_01016,0,0,0,0,0,0,0,0,0
nrdE2,Ribonucleoside-diphosphate reductase subunit alpha 2,E745S_01017,558,643,473,842,1706,1305,1184,801,1060
nrdF,Ribonucleoside-diphosphate reductase 2 subunit beta,E745S_01018,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_01019,3441,3252,1818,4025,1162,2181,1750,2647,1878
sapB,Protein SapB,E745S_01020,1839,3796,5149,4316,2012,5126,3051,2557,2048
nagB,Glucosamine-6-phosphate deaminase,E745S_01021,346,88,447,109,0,727,376,582,418
ybiT_1,putative ABC transporter ATP-binding protein YbiT,E745S_01022,469,293,791,1221,480,538,655,1071,198
IS982 family transposase ISEfm1,IS982 family transposase ISEfm1,E745S_01023,0,0,0,0,0,0,0,0,0
putative transporter,putative transporter,E745S_01024,138,0,0,166,0,83,150,596,419
hypothetical protein,hypothetical protein,E745S_01025,3027,2872,3141,4151,4231,4123,3583,3168,693
rplL,50S ribosomal protein L7/L12,E745S_01026,0,0,0,0,0,0,0,0,0
rplJ,50S ribosomal protein L10,E745S_01027,0,0,0,0,0,0,0,0,0
rplA,50S ribosomal protein L1,E745S_01028,0,0,0,0,0,0,0,0,0
rplK,50S ribosomal protein L11,E745S_01029,0,0,0,0,0,0,0,0,0
sdhB,L-serine dehydratase, beta chain,E745S_01030,0,0,0,0,0,0,0,0,0
sdhA,L-serine dehydratase, alpha chain,E745S_01031,961,542,757,562,820,820,930,700,201
Lactate 2-monooxygenase,Lactate 2-monooxygenase,E745S_01032,138,315,532,78,188,96,332,108,0
hypothetical protein,hypothetical protein,E745S_01033,0,109,132,0,260,478,0,168,0
nusG,Transcription termination/antitermination protein NusG,E745S_01034,0,0,0,0,0,0,0,66,33
secE,Protein translocase subunit SecE,E745S_01035,0,0,0,0,0,0,0,0,0
rpmG3,50S ribosomal protein L33 3,E745S_01036,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_01037,2451,2278,1306,3030,3280,3122,3658,2778,1898
queT_1,Queuosine precursor transporter QueT,E745S_01038,311,79,181,297,638,0,77,145,1
ytlR,Putative lipid kinase YtlR,E745S_01039,1451,967,938,1668,1101,1702,1375,1464,599
hypothetical protein,hypothetical protein,E745S_01040,2260,2010,2581,2900,5182,1644,2128,3135,3223
hypothetical protein,hypothetical protein,E745S_01041,0,0,1,1,0,0,0,2,0
lnrL,Linearmycin resistance ATP-binding protein LnrL,E745S_01042,246,359,1151,669,816,1091,587,546,303
hypothetical protein,hypothetical protein,E745S_01043,0,115,180,0,735,93,37,0,83
lnrK,Transcriptional regulatory protein LnrK,E745S_01044,0,0,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_01045,231,1,156,406,0,238,276,73,0
recD2,ATP-dependent RecD-like DNA helicase,E745S_01046,939,1032,226,723,537,560,495,945,430
pspA,Phosphoserine phosphatase 1,E745S_01047,73,148,0,299,0,37,0,0,0
trmL,tRNA (cytidine(34)-2'-O)-methyltransferase,E745S_01048,502,846,1094,468,657,383,293,271,0
rlmA,23S rRNA (guanine(745)-N(1))-methyltransferase,E745S_01049,815,1381,800,1272,707,1732,439,485,335
cutC,Copper homeostasis protein CutC,E745S_01050,0,0,0,0,0,0,0,0,0
mgtE,Magnesium transporter MgtE,E745S_01051,2813,2429,1440,2627,1415,1927,1138,1717,566
hypothetical protein,hypothetical protein,E745S_01052,0,0,0,0,0,0,0,0,0
ppnKA,NAD kinase 1,E745S_01053,0,0,0,0,0,0,0,0,0
yjbM,GTP pyrophosphokinase YjbM,E745S_01054,0,0,0,0,0,0,26,27,34
yjbK,Putative triphosphatase YjbK,E745S_01055,1770,2538,2196,2632,3255,5340,1522,1601,1051
hypothetical protein,hypothetical protein,E745S_01056,2,0,0,0,0,49,256,11,40
ISL3 family transposase IS1251,ISL3 family transposase IS1251,E745S_01057,0,0,0,0,0,0,0,0,0
pepF1_1,Oligoendopeptidase F, plasmid,E745S_01058,1875,1732,2429,1614,1201,1788,1412,1287,636
hypothetical protein,hypothetical protein,E745S_01059,1297,2875,1392,1697,1331,1405,1229,1650,508
mecA,Adapter protein MecA 1,E745S_01060,0,0,0,0,0,0,0,0,0
spxA_3,Regulatory protein Spx,E745S_01061,0,0,0,0,0,0,0,0,0
yfnB_1,Putative HAD-hydrolase YfnB,E745S_01062,685,369,173,63,636,773,477,216,347
rapA,RNA polymerase-associated protein RapA,E745S_01063,2751,2512,2284,2123,1294,4137,2620,2114,655
hypothetical protein,hypothetical protein,E745S_01064,0,0,1,1,1,1,0,1,0
hypothetical protein,hypothetical protein,E745S_01065,240,339,0,148,0,815,144,530,762
sbcD,Nuclease SbcCD subunit D,E745S_01066,0,352,0,82,160,58,0,197,0
plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,E745S_01067,0,0,0,0,0,0,0,0,0
yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,E745S_01068,0,0,0,0,0,0,0,87,1
hypothetical protein,hypothetical protein,E745S_01069,0,0,0,0,0,179,0,0,0
