gene_id,product_name,locus_tag_internal,ERR1801012,ERR1801013,ERR1801014,ERR1801009,ERR1801010,ERR1801011,ERR1801006,ERR1801007,ERR1801008
hypothetical protein,hypothetical protein,E745S_00288,5861.00655278169,3835.02449079664,4528.31841529523,3126.89623970774,6635.46859137993,6146.65694448212,4871.04321019474,4057.18700295289,2963.49682675443
aes_2,Acetyl esterase,E745S_00289,978.036788920313,490.949704273397,408.762170068963,568.890283119806,297.244566754196,1435.07365606589,1140.29286899315,1356.13821347961,277.31504082032
hypothetical protein,hypothetical protein,E745S_00290,5037.5593511512,8002.89623872779,7327.91348634048,4342.28912305371,5548.86458602471,9331.82042501861,4269.73403755402,3171.00561567024,3733.08708796585
murR_1,HTH-type transcriptional regulator MurR,E745S_00291,19369.0446901669,19025.3411882727,16010.9161458523,19924.7620678613,10916.3291645438,20322.384522694,11589.9051187964,17451.7585236723,10664.3221910726
fldH,Phenyllactate dehydrogenase,E745S_00293,1688.11829320492,801.953860158451,390.665928164869,1547.44558024431,2911.38031848068,1745.8213127036,1378.18306722035,1261.50526895531,1033.77796282131
hypothetical protein,hypothetical protein,E745S_00294,10543.0098531663,4558.96727506419,11116.4149532036,10605.6831262349,15131.6342894508,7460.50486636517,15636.671959488,6905.7990279556,8719.83507052771
hcxA,Hydroxycarboxylate dehydrogenase A,E745S_00295,5020.03919792502,4821.08449005761,5692.86480606462,4028.63934670636,6553.7487860185,5408.20440879086,6604.74483934137,3740.40723102833,3590.32727405243
hypothetical protein,hypothetical protein,E745S_00296,0,21.843101249452,0,0,1.79603967827309,0,0,45.7125240498745,0
hypothetical protein,hypothetical protein,E745S_00299,3719.42547019327,5201.77854040521,5589.6097787295,5517.67565737578,7067.41613400461,6345.56959282438,4433.88705256689,5002.71447408977,4322.17643503387
hypothetical protein,hypothetical protein,E745S_00300,2226.09005697353,1770.33134888416,2281.19096473382,2963.67033569024,3217.60508362624,1584.47156791095,3384.88783898197,1526.1567239809,1944.48712054485
manX_1,PTS system mannose-specific EIIAB component,E745S_00301,7837.69207559429,9747.22389564831,9526.07463527904,7518.79323555108,9316.95583104165,7828.45058068069,5911.26418768272,8042.19633635336,5672.65145630679
ppaX,Pyrophosphatase PpaX,E745S_00303,4111.05242466083,3364.87774009415,3238.16281601507,5139.21559560972,5157.32793616117,2758.31230383635,4073.97937259214,3376.31098684161,4302.48542621823
