gene_id,product_name,locus_tag_internal,ERR1801012,ERR1801013,ERR1801014,ERR1801009,ERR1801010,ERR1801011,ERR1801006,ERR1801007,ERR1801008
mltG,Endolytic murein transglycosylase,E745S_00881,438.003830654513,138.339641246529,0,787.32494879028,708.537653078734,134.884971837246,161.519544183787,249.413947008964,0
pbpX_1,Putative penicillin-binding protein PbpX,E745S_00882,218.486616702957,318.285189634872,259.734295564654,221.635173592386,0,614.665694448212,229.989785739957,284.700807679043,0
glyG,Glycosyltransferase GlyG,E745S_00889,0,0,0,0,462.48021715532,0,120.261834528146,0,0
arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,E745S_00899,0,0,18.0962419040947,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_00903,0,0,0,0,0,34.1480941360117,0,0,0
hypothetical protein,hypothetical protein,E745S_00913,321.546341562843,548.15782659339,548.209681212282,138.421967622681,0,117.810924769241,0,47.3164722621508,372.488250095933
hypothetical protein,hypothetical protein,E745S_00916,2138.48929084262,2068.85373262667,250.153932203662,1609.05535774111,2225.29316138036,4000.44922803378,1614.31761822817,1438.74154641184,825.381452855746
pepS,Aminopeptidase PepS,E745S_00917,1396.45927185145,996.461476046428,1556.27680375215,2704.42919401539,889.937660584316,2939.29720275721,2626.44824020592,2223.07222221495,538.220907627604
hypothetical protein,hypothetical protein,E745S_00934,0,255.876328922152,194.80072167349,87.213840872094,0,205.742267169471,274.758789834376,538.926599324836,321.619810655519
hypothetical protein,hypothetical protein,E745S_00935,2467.24981314566,4572.48919488528,2835.78755485343,3363.7338259292,4462.26058066949,5012.94021916652,3314.66195020641,3213.51024329556,3774.11002299844
hypothetical protein,hypothetical protein,E745S_00936,2701.1953885776,2770.95341564477,3542.60547393102,2589.21090882657,4533.20414796128,3000.76377220203,2764.26654692796,2079.51885721622,2545.06288942199
hypothetical protein,hypothetical protein,E745S_00937,521.48220779102,723.942784267551,1407.24892924784,1151.38272490774,2048.38325307046,1635.69370911496,931.370849885858,1368.96979917782,1437.44364354202
hypothetical protein,hypothetical protein,E745S_00939,0,239.233966065426,0,0,0,0,1.75564721938899,0,0
hypothetical protein,hypothetical protein,E745S_00940,650.306863865877,601.205358199202,437.503260151937,582.492441787931,1399.11490937474,631.739741516217,1072.70045104667,652.806922396453,484.070633384583
hypothetical protein,hypothetical protein,E745S_00942,0,106.095063211624,0,0,158.949511527168,62.3202717982214,45.6468277041137,61.7520061726375,0
hypothetical protein,hypothetical protein,E745S_00945,4065.70614572248,4999.98989076741,3781.05007313791,5643.29559331082,7827.14091791412,8810.20828709103,4228.47632789837,5330.72188350027,11538.9311659674
hypothetical protein,hypothetical protein,E745S_00946,0,110.255653925805,0,0,0,77.6869141594267,0,47.3164722621508,0
hypothetical protein,hypothetical protein,E745S_00949,696.683740052826,698.979239982463,194.80072167349,1134.5800583177,1179.10004878628,707.719250968844,1428.21901297294,788.3405463338,236.292105787729
hypothetical protein,hypothetical protein,E745S_00950,1054.30098531663,557.519155700298,634.432951461204,1957.11059424901,1263.51391366512,2269.99455769138,1688.05480144251,628.747699212309,1196.22878555038
hypothetical protein,hypothetical protein,E745S_00952,5296.23926054951,6029.73609252729,5209.58869874351,7013.11298388903,6535.78838923577,8362.01455155588,6487.11647564231,5596.175312632,11908.1375812607
hypothetical protein,hypothetical protein,E745S_00953,3405.09330937062,3008.1070863531,3947.10970472843,4564.72442362657,5952.97351363615,5775.29642075299,4568.19406485014,5080.50596238517,3831.54213204407
hypothetical protein,hypothetical protein,E745S_00954,152.52839279263,50.9672362487213,95.8036336099133,60.0095235358445,0,116.10352006244,50.0359457525861,54.5342392173941,0
hypothetical protein,hypothetical protein,E745S_00955,90.6925578766992,121.697278389804,0,0,0,171.594173033459,293.193085637961,76.1875400831241,0
hypothetical protein,hypothetical protein,E745S_00956,1254.23685154481,922.61099086971,227.799751028016,1313.80850194476,791.155478279296,1678.37882678498,531.083283865169,826.835303428431,200.191922959048
hypothetical protein,hypothetical protein,E745S_00957,1126.44279271855,2283.124154407,1467.92456386745,2635.61827369429,387.944570506987,2140.23179997454,1367.64918390402,1764.34303350393,827.02237025705
hypothetical protein,hypothetical protein,E745S_00965,0,93.6132910690799,0,0,0,0,123.773128966924,0,0
hypothetical protein,hypothetical protein,E745S_00971,2703.2565830748,817.556075336631,518.40410631142,1294.60545441329,830.668351201304,1034.68725232116,726.837948827041,910.240610466799,636.675951705824
hypothetical protein,hypothetical protein,E745S_00973,0,0,0,0,334.961399997931,36.7092011962126,0,24.0592231841445,0
hypothetical protein,hypothetical protein,E745S_00974,2904.22304655157,3595.79052473121,2520.70004875861,3606.97242799449,887.243601066906,1499.95503492432,1587.10508632764,1504.50342311517,1207.7152073595
hypothetical protein,hypothetical protein,E745S_00978,158.711976284224,135.219198210893,5.32242408943963,0,0,167.325661266458,0,194.87970779157,0
hypothetical protein,hypothetical protein,E745S_00983,253.526923155318,636.570379269743,374.69865589655,264.842030538194,336.757439676204,357.701286074723,375.708504949243,303.948186226358,0
hypothetical protein,hypothetical protein,E745S_00984,124.702267080461,335.967700170142,335.312717634696,191.230348334224,323.287142089156,339.773536653317,337.96208973238,397.779156644522,0
hypothetical protein,hypothetical protein,E745S_00987,78.3253908935129,141.460084282165,191.607267219827,41.6066029848522,0,211.718183643273,301.093498125211,62.5539802787756,118.146052893864
hypothetical protein,hypothetical protein,E745S_00990,580.226250961155,501.35118105885,1262.47899401508,357.656760273633,1080.31786648126,323.553191938711,704.014534974984,862.12216409851,1283.19740781947
xerC_5,Tyrosine recombinase XerC,E745S_00991,5950.66851340979,5123.76746451431,6567.8713263685,8519.75208812896,10127.8677457819,7014.01853553681,4981.64898501625,7742.25802065769,3869.28323227406
MroQ,Membrane-embedded CAAX protease MroQ,E745S_00994,1528.3757196721,1265.85972478967,756.848705518315,1380.21904132442,3187.97042893473,2028.3967916791,1232.46434801107,1484.45407046171,2330.10270985121
gmuC_2,PTS system oligo-beta-mannoside-specific EIIC component,E745S_00995,2903.19244930297,2931.13615814075,2453.63750523167,2141.93992673941,2967.05754850714,3030.64335457104,3626.28933164795,2702.65273768556,2164.37005231954
hypothetical protein,hypothetical protein,E745S_00996,811.080034647299,612.646982663201,241.638053660559,547.286854646902,461.582197316184,297.088418983302,452.079158992664,528.50093594504,421.715772135043
DegV domain-containing protein,DegV domain-containing protein,E745S_01002,1096.55547250918,3370.07847848688,1656.33837663361,3140.49839837586,4420.05364823007,3907.39567151314,1770.57022075379,2547.06976109476,3135.79315389131
hypothetical protein,hypothetical protein,E745S_01003,276.200062624493,353.650210705413,583.337680202583,616.097774968004,0,513.928816746977,518.793753329446,388.957441477002,0
hypothetical protein,hypothetical protein,E745S_01007,1.03059724859885,133.138902853803,0,0,0,202.32745775587,62.325476288309,81.8013588260912,0
hypothetical protein,hypothetical protein,E745S_01008,0,53.0475316058119,61.7401194374997,285.64533203062,0,91.3461518138314,0,64.1579284910519,653.085125718861
hypothetical protein,hypothetical protein,E745S_01010,1265.57342127939,694.818649268282,1414.70032297305,985.756439948806,2959.87338979405,2848.80475329678,217.700255204234,551.758185023046,2661.56802491455
opuAA,Glycine betaine transport ATP-binding protein OpuAA,E745S_01011,96.8761413682923,441.022615703221,202.252115398706,296.847109757311,0,581.3713026656,102.705362334256,243.800128265997,449.611367957206
hypothetical protein,hypothetical protein,E745S_01012,0,54.0876792843573,534.371378579738,761.720885414986,0,129.762757716845,389.753682704355,695.311550021775,0
feoB,Fe(2+) transporter FeoB,E745S_01014,9422.75064393933,11650.6941473863,10830.0685371918,7749.22980592872,17804.1413307211,12783.339039816,7412.3425602603,7939.54365076767,6137.03108087573
hypothetical protein,hypothetical protein,E745S_01015,0,0,134.125087053879,0,0,87.9313424002303,151.863484477147,121.09809002686,262.546784208587
nrdE2,Ribonucleoside-diphosphate reductase subunit alpha 2,E745S_01017,575.073264718161,668.814957304649,503.501318860989,673.706917562414,1532.02184556694,1114.08157118738,1039.34315387828,642.381259016657,1739.37244538189
hypothetical protein,hypothetical protein,E745S_01019,3546.28513242866,3382.56025062942,1935.23339892025,3220.51109642366,1043.49905307666,1861.92483276604,1536.19131696536,2122.82545894768,3081.64287964829
sapB,Protein SapB,E745S_01020,1895.26834017329,3948.40058775808,5481.03232730493,3453.34804774273,1806.81591634273,4376.07826352991,2678.2398331779,2050.64778939525,3360.59883786992
nagB,Glucosamine-6-phosphate deaminase,E745S_01021,356.586648015204,91.5329957119892,475.824713595903,87.213840872094,0,620.641610922014,330.06167724513,466.748929772403,685.903473744934
ybiT_1,putative ABC transporter ATP-binding protein YbiT,E745S_01022,483.350109592863,304.763269813782,842.007490949349,976.955043163548,431.049522785541,459.291866129358,574.974464349893,858.914267673957,324.901645458127
putative transporter,putative transporter,E745S_01024,142.222420306642,0,0,132.821078759336,0,70.8572953322244,131.673541454174,477.976567258337,687.544391146238
hypothetical protein,hypothetical protein,E745S_01025,3119.61787150873,2987.30413278219,3343.54681298597,3321.32709596387,3799.52193938672,3519.81480306941,3145.24199353537,2540.65396824566,1137.15575910344
sdhA,L-serine dehydratase, alpha chain,E745S_01031,990.403955903499,563.76004177157,805.815007141159,449.671363028595,736.376268091966,700.035929788241,816.375957015879,561.381874296704,329.824397662038
Lactate 2-monooxygenase,Lactate 2-monooxygenase,E745S_01032,142.222420306642,327.64651874178,566.305923116376,62.4099044772783,168.82772975767,81.9554259264282,291.437438418572,86.6132034629201,0
hypothetical protein,hypothetical protein,E745S_01033,0,113.376096961441,140.511995961206,0,233.485158175502,408.06972492534,0,134.731649831209,0
nusG,Transcription termination/antitermination protein NusG,E745S_01034,0,0,0,0,0,0,0,52.9302910051178,54.1502742430211
hypothetical protein,hypothetical protein,E745S_01037,2525.99385631579,2369.45641172627,1390.21717216163,2424.38475084812,2945.50507236787,2665.25874731572,3211.07876426246,2227.88406685178,3114.46122767437
queT_1,Queuosine precursor transporter QueT,E745S_01038,320.515744314244,82.1716666050813,192.671752037714,237.637713201944,572.936657369115,0,67.592417946476,116.286245390032,1.64091740130367
ytlR,Putative lipid kinase YtlR,E745S_01039,1495.39660771694,1005.82280515334,998.486759178874,1334.61180343718,988.719842889335,1453.0014054873,1207.00746332993,1174.09009138625,982.909523380899
hypothetical protein,hypothetical protein,E745S_01040,2329.14978183341,2090.69683387612,2747.43531496873,2320.36824338599,4653.53880640557,1403.48666899008,1868.00864142988,2514.1888227431,5288.67678440173
lnrL,Linearmycin resistance ATP-binding protein LnrL,E745S_01042,253.526923155318,373.413016597774,1225.222025389,535.284949939733,732.78418873542,931.389267559721,515.282458890668,437.877861951429,497.197972595012
hypothetical protein,hypothetical protein,E745S_01043,0,119.616983032713,191.607267219827,0,660.04458176536,79.3943188662273,32.4794735586963,0,136.196144308205
hypothetical protein,hypothetical protein,E745S_01045,238.067964426335,1.04014767854533,166.059631590516,324.851554074038,0,203.18116010927,242.27931627568,58.5441097480848,0
recD2,ATP-dependent RecD-like DNA helicase,E745S_01046,967.730816434324,1073.43240425878,240.573568842671,578.491806885541,482.236653616324,478.073317904165,434.522686798774,757.865530300551,705.594482560578
pspA,Phosphoserine phosphatase 1,E745S_01047,75.2335991477164,153.941856424709,0,239.2379671629,0,31.5869870758109,0,0,0
trmL,tRNA (cytidine(34)-2'-O)-methyltransferase,E745S_01048,517.359818796625,879.964936049351,1164.54639076939,374.45942686367,589.99903431271,326.968001352313,257.202317640487,217.334982763438,0
rlmA,23S rRNA (guanine(745)-N(1))-methyltransferase,E745S_01049,839.936757608067,1436.4439440711,851.58785431034,1017.76151916792,634.900026269537,1478.61247608931,385.364564655883,388.957441477002,549.70732943673
mgtE,Magnesium transporter MgtE,E745S_01051,2899.07006030858,2526.51871118661,1532.85813775861,2101.93357771551,1270.69807237821,1645.08443500237,998.963267832334,1376.9895402392,928.759249137878
yjbM,GTP pyrophosphokinase YjbM,E745S_01054,0,0,0,0,0,0,22.8234138520568,21.65330086573,55.7911916443248
yjbK,Putative triphosphatase YjbK,E745S_01055,1824.15713001997,2639.89480814805,2337.60866008188,2105.9342126179,2923.05457638945,4558.77056715757,1336.04753395502,1283.96054392718,1724.60418877016
hypothetical protein,hypothetical protein,E745S_01056,2.06119449719771,0,0,0,0,41.8314153166144,224.72284408179,8.82171516751963,65.6366960521468
pepF1_1,Oligoendopeptidase F, plasmid,E745S_01058,1932.36984112285,1801.53577924052,2585.63362264977,1291.40494649137,1078.52182680299,1526.41980787973,1239.48693688862,1032.1406745998,1043.62346722913
hypothetical protein,hypothetical protein,E745S_01059,1336.68463143271,2990.42457581783,1481.76286649999,1357.81548587104,1195.26440589074,1199.45180652741,1078.84521631453,1323.25727512795,833.586039862265
yfnB_1,Putative HAD-hydrolase YfnB,E745S_01062,705.959115290215,383.814493383228,184.155873494611,50.4079997701094,571.140617690842,659.911919178427,418.721861824273,173.22640692584,569.398338252374
rapA,RNA polymerase-associated protein RapA,E745S_01063,2835.17303089545,2612.85096850587,2431.28332405602,1698.66957955464,1162.03767184269,3531.76663601702,2299.89785739957,1695.37326037605,1074.8008978539
hypothetical protein,hypothetical protein,E745S_01065,247.343339663725,352.610063026868,0,118.418793110733,0,695.767418021239,126.406599796007,425.046276253219,1250.3790597934
sbcD,Nuclease SbcCD subunit D,E745S_01066,0,366.131982847957,0,65.61041239919,143.683174261847,49.514736497217,0,157.988898909215,0
yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,E745S_01068,0,0,0,0,0,0,0,69.7717472340189,1.64091740130367
hypothetical protein,hypothetical protein,E745S_01069,0,0,0,0,0,152.812721258653,0,0,0
hypothetical protein,hypothetical protein,E745S_01071,4367.67113956195,6066.14126127638,4315.42145171765,3251.71604866229,2835.04863215407,2327.1926153692,2773.0447830249,4399.62994627388,849.995213875301
cypC,Fatty-acid peroxygenase,E745S_01075,3947.18746213361,3307.66961777416,3854.49952557218,3179.70462041928,3204.13478603919,4515.23174713415,2412.25927944047,3463.72616441066,4960.493304141
dtd,D-aminoacyl-tRNA deacylase,E745S_01076,159.742573532822,285.000463921421,69.1915131627151,633.700568538518,148.17327345753,275.745860148295,386.242388265577,87.4151775690582,241.21485799164
rsmE,Ribosomal RNA small subunit methyltransferase E,E745S_01078,1703.57725193391,1428.12276264274,1886.2670972974,1465.83262823556,1029.13073565048,1609.22893615955,1122.73639679926,1289.57436267014,1115.8238328865
prmA,Ribosomal protein L11 methyltransferase,E745S_01079,516.329221548026,1974.20029387904,2159.8396954946,1904.30221353747,1635.29412706765,1711.67321856759,2449.12787104764,957.557082728949,2349.79371866686
putative AAA domain-containing protein,putative AAA domain-containing protein,E745S_01082,5443.61466709915,5577.27185236007,7172.49870292884,8786.99449960859,11447.0588894735,7962.48185016454,10275.8031750837,6207.27958150927,9195.70111690577
hypothetical protein,hypothetical protein,E745S_01083,598.777001435934,94.6534387476252,119.222299603448,237.637713201944,598.081212864939,0,0,16.039482122763,55.7911916443248
Putative universal stress protein,Putative universal stress protein,E745S_01084,0,271.478544100332,118.15781478556,0,140.989114744438,232.20704012488,0.877823609694493,194.077733685432,0
ybiT_2,putative ABC transporter ATP-binding protein YbiT,E745S_01086,3666.86501051472,2693.98248743241,2296.09375218425,2857.25344728668,2909.5842788024,3733.24039141948,3141.73069909659,2923.99759097969,2994.6742573792
ackA,Acetate kinase,E745S_01087,1.03059724859885,211.149978744702,0,0,0,0,0,0,1.64091740130367
hypothetical protein,hypothetical protein,E745S_01089,0,88.4125526763532,0,0,0,0,0,0,0
hypothetical protein,hypothetical protein,E745S_01090,7613.02187539974,6616.37938322686,11597.5620908889,8028.47412211552,5136.67347986104,4901.10521087109,6152.6656803487,7665.26850646842,7106.8132650462
hypothetical protein,hypothetical protein,E745S_01092,1870.53400620692,910.129218727166,1115.58008914655,1188.9886929902,957.289148519556,1089.32420293877,1253.53211464374,787.538572227662,546.425494634122
hypothetical protein,hypothetical protein,E745S_01093,1335.65403418412,2861.44626367821,2044.8753351627,2145.14043466132,1602.96541285873,2287.06860475939,3040.78098398173,2195.00312850011,1444.00731314723
hypothetical protein,hypothetical protein,E745S_01094,629.6949188939,1966.91926012922,1498.7946235862,1092.97345533285,2029.52483644859,1470.07545255531,1374.67177278158,1850.95623696685,2121.70619988565
comGA,ComG operon protein 1,E745S_01095,2116.84674862205,1913.87172852341,2184.32284630602,2764.43871755124,1283.27035012612,2470.61461074045,2003.19347732283,1256.69342431848,3534.53608240811
adeC,Adenine deaminase,E745S_01096,3507.1224369819,2829.2016856433,3485.12329376507,3744.5942686367,4150.64769648911,2813.80295680737,4392.62934291125,2069.89516794256,2947.08765274139
trmB,tRNA (guanine-N(7)-)-methyltransferase,E745S_01097,0,0,0,0,0,9.39072588740323,0,0,0
hypothetical protein,hypothetical protein,E745S_01099,604.960584927528,410.858333025406,140.511995961206,360.857268195545,149.969313135803,379.04384490973,453.834806212053,693.707601809499,0
ecsA,ABC-type transporter ATP-binding protein EcsA,E745S_01100,561.675500486376,1132.72082193587,985.712941364219,703.311615840098,285.570308845421,554.052827356791,706.648005804067,1126.7736191241,551.348246838033
hit,Protein hit,E745S_01101,619.388946407912,2189.51086333792,1620.14589282542,2382.77814786327,2334.85158175502,1552.03087848173,1639.77450290931,3454.90444924314,4286.07625220519
prsA_2,Foldase protein PrsA,E745S_01103,579.195653712556,708.340569089371,708.946888713358,1052.96710630895,913.286176401866,872.4838051751,329.183853635435,671.25232683763,108.300548486042
ywpJ_1,Phosphatase YwpJ,E745S_01107,1624.22126379179,1159.76466157805,1557.34128857003,629.699933636128,1999.89018175708,1183.23146181281,1021.78668168439,1424.30601250135,1383.29336929899
hypothetical protein,hypothetical protein,E745S_01108,78.3253908935129,0,78.7718765237065,61.6097774968004,0,0,0,34.4848865639404,50.8684394404138
yjmB,putative symporter YjmB,E745S_01109,5543.58260021324,6081.74347645456,6188.9147312004,6124.97203555853,8449.46866643575,4955.74216148871,4334.69298467141,6557.74226589164,5728.44264795111
xynB,Beta-xylosidase,E745S_01110,2059.13330270051,1547.73974567545,1602.04965092133,1460.23173937222,2121.12286004052,2252.92051062338,992.818502564472,1779.58054152055,2830.58251724883
pemA,Pectinesterase A,E745S_01112,5614.69381036656,7187.42045874825,5186.17003274997,3131.6970015906,7027.00524124346,7851.5005442225,4844.70850190391,5648.30362953098,8024.08609237495
hypothetical protein,hypothetical protein,E745S_01113,534.879972022806,573.121370878478,273.572598197197,401.663744199919,145.47921394012,161.349744792656,517.915929719751,636.76744027369,44.3047698351991
hypothetical protein,hypothetical protein,E745S_01114,8630.22135976681,4846.0480343427,5218.10457728661,6781.87628653091,6000.56856511039,4798.66092846305,7386.88567557916,6208.08155561541,6074.67621962619
yteR,Unsaturated rhamnogalacturonyl hydrolase YteR,E745S_01115,4560.39282504993,5915.3198478873,7039.43810069285,4766.35642270701,7344.00624445866,3903.98086209954,5110.68905564134,5950.64786754506,4821.01532503018
hypothetical protein,hypothetical protein,E745S_01117,3120.64846875733,4828.36552380743,3211.55069556787,2112.33522846173,4173.09819246752,2231.57795178837,1454.55372126378,3055.52134438635,4441.96340532904
yteP_1,putative multiple-sugar transport system permease YteP,E745S_01118,5345.70792848226,6805.68626072211,5287.29609044932,4279.07909159595,4288.94275171614,3848.49020912852,2468.43999046092,5246.51460235577,3688.78231813065
hypothetical protein,hypothetical protein,E745S_01119,799.743464912711,1102.55653925805,1361.47608207866,875.338916642852,1032.72281500703,785.40616512827,953.31644012822,1004.07158088496,969.782184170469
araQ_2,L-arabinose transport system permease protein AraQ,E745S_01120,147.375406549636,441.022615703221,362.989322899783,0,0,663.326728592028,644.322529515758,166.008639970597,111.58238328865
yesS,HTH-type transcriptional regulator YesS,E745S_01121,5032.40636490821,4736.83252809544,3902.40134237713,3474.95147621564,2236.06939945,4188.26374578184,5261.67471650879,5019.55593031867,4064.55240302919
exuR_2,putative HTH-type transcriptional repressor ExuR,E745S_01122,2057.07210820331,2354.89434422663,2412.12259733404,2900.46030423248,1008.47627935034,2980.27491572043,1653.81968066443,2020.97474746813,1380.01153449639
uxaB,Altronate oxidoreductase,E745S_01123,0,0,36.1924838081895,0,0,80.2480212196276,38.6242388265577,0,0
uxaA,Altronate dehydratase,E745S_01124,1920.00267413967,1448.92571621365,1069.80724197736,562.489267275982,2148.96147505375,1056.02981115616,1255.28776186313,871.745853372168,3432.79920352728
uxaC,Uronate isomerase,E745S_01125,803.865853907107,1235.69544211185,618.465679192885,1032.963931797,451.703979085682,929.68186285292,801.452955651073,1247.87170915096,278.955958221624
hypothetical protein,hypothetical protein,E745S_01127,9099.14310787929,13359.6567832362,12077.6447437564,8158.89481993342,9589.05584230002,14395.1290830358,10970.1616503521,7111.10439912696,11885.1647376425
Putative multidrug export ATP-binding/permease protein,Putative multidrug export ATP-binding/permease protein,E745S_01128,3335.01269646589,3296.22799331016,2983.75094453985,2517.99960756404,2721.00011258373,3133.94133933248,2780.94519551216,2875.07717050526,3744.57350977498
hypothetical protein,hypothetical protein,E745S_01129,0,232.993079994154,312.95853645905,0,0,65.7350812118226,0,161.196795333768,0
pbpF,Penicillin-binding protein 1F,E745S_01130,1102.73905600077,609.526539627565,986.777426182107,1753.07821422714,1873.26938443883,851.994948693493,1731.94598192724,515.66935024683,644.880538712343
rluD_2,Ribosomal large subunit pseudouridine synthase D,E745S_01131,0,0,0,126.420062915512,0,81.9554259264282,0,0,0
gmuE_1,Putative fructokinase,E745S_01132,7080.20309787413,6123.34938359637,4153.61975939868,5976.94854417011,2778.47338228847,6677.6598082971,4016.920837962,4777.35975026495,3549.30433901984
mngB,Mannosylglycerate hydrolase,E745S_01133,10194.6679831399,9700.41725011377,11913.7140818017,12065.1147386267,11682.3400873273,11966.3458876119,10990.3515933751,8891.48691475365,7648.31600747641
hypothetical protein,hypothetical protein,E745S_01134,12353.7692189545,13567.6863189453,9967.83583470253,10948.1374738795,10626.2687565027,10480.050090342,7639.69887517118,7178.47022404257,8752.65341855378
araR_1,Arabinose metabolism transcriptional repressor,E745S_01135,594.654612441539,637.610526948289,589.724589109911,206.432760963305,304.428725467289,1129.44821354859,423.98880348244,714.55892856909,516.888981410656
hypothetical protein,hypothetical protein,E745S_01136,91.7231551252981,410.858333025406,592.918043563574,363.257649136979,435.539621981224,553.19912500339,193.999017742483,561.381874296704,295.365132234661
hypothetical protein,hypothetical protein,E745S_01138,11772.5123707447,10761.36788223,11732.7516627607,13269.3058442459,11234.2281875982,13799.2448403623,14480.5782655204,8967.67445483678,10326.293206404
hypothetical protein,hypothetical protein,E745S_01139,644.123280374284,615.767425698837,560.983499026937,709.712631683921,842.342609110079,933.096672266521,877.823609694493,403.392975387489,658.007877922772
hypothetical protein,hypothetical protein,E745S_01140,4690.24807837339,6720.39415108139,8218.88727891267,5940.14270306813,7785.83200531384,7555.2658275926,4453.19917198017,4728.43932979052,6337.22300383478
araQ_3,L-arabinose transport system permease protein AraQ,E745S_01141,49.468667932745,0,0,0,0,48.6610341438167,129.040070625091,88.2171516751963,0
yteP_2,putative multiple-sugar transport system permease YteP,E745S_01142,1006.89351188108,1141.04200336423,1673.37013371982,1687.46780182795,1198.85648524729,966.391064049133,964.728147054248,1021.71501122,1534.25777021893
rluB_2,Ribosomal large subunit pseudouridine synthase B,E745S_01143,765.733755708949,894.527003548986,292.733324919179,732.116187137303,0,284.282883682298,452.079158992664,932.695885438667,0
murJ_2,Lipid II flippase MurJ,E745S_01144,7250.25164389294,6262.72917252145,5555.54626455708,6744.27031844844,6538.48244875318,5068.43087213754,5122.10076256737,5090.12965165883,5357.59531525649
hypothetical protein,hypothetical protein,E745S_01145,12369.2281776835,15546.0472035385,11211.1541019956,10477.6628093584,5813.78043856999,7063.53327203403,6099.99626376704,14061.8139770263,6667.04740149681
licC_2,Lichenan permease IIC component,E745S_01147,11361.3040685538,12107.3189782677,11091.9318023922,9617.52630534468,6375.94085786947,7350.37726277653,7069.99135247945,10654.2260000453,11041.7331933724
hypothetical protein,hypothetical protein,E745S_01148,217.456019454358,296.44208838542,17.0317570862068,214.434030768084,311.612884180381,183.546005981063,150.985660867453,733.806307116406,830.304205059657
licA_1,Lichenan-specific phosphotransferase enzyme IIA component,E745S_01149,351.433661772209,2.08029535709066,652.529193365298,639.301457401863,589.101014473573,308.186549577506,168.542133061343,756.261582088274,676.057969337112
licR_2,putative licABCH operon regulator,E745S_01150,5607.47962962637,6102.54643002546,5405.45390523488,4204.6672824115,3828.25857423909,5384.30074289565,4107.33666976054,4403.63981680457,6704.7885017268
hypothetical protein,hypothetical protein,E745S_01151,704.928518041616,176.825105352706,482.21162250323,195.230983236614,1259.92183430857,202.32745775587,242.27931627568,442.689706588258,1181.46052893864
hypothetical protein,hypothetical protein,E745S_01153,1813.85115753398,2348.65345815536,1876.68673393641,1441.02869184075,2476.73871633859,1483.73469020971,2737.05401502743,1374.58361792079,1923.1551943279
hypothetical protein,hypothetical protein,E745S_01154,0,191.387172852341,293.797809737067,432.868696438558,0.898019839136544,75.1258070992259,373.952857729854,222.948801506405,0
hypothetical protein,hypothetical protein,E745S_01155,7655.27636259229,5692.7282446786,5141.46167039868,6654.65609663492,7754.40131094406,4656.9463377986,6676.72637533632,5992.35052106425,9681.41266769166
hypothetical protein,hypothetical protein,E745S_01157,498.809068321846,73.8504851767186,173.511025315732,646.502600226165,382.556451472168,764.917308646663,65.836770727087,461.937085135574,165.732657531671
putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,E745S_01158,70.0806129047221,94.6534387476252,0,244.838856026246,311.612884180381,122.933138889642,39.5020624362522,110.672426647065,472.584211575457
putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,E745S_01159,3833.82176478774,1550.86018871109,2293.96478254848,2244.35618024058,5822.76063696135,2103.52259877832,4954.43645311572,1227.02038239137,3339.26691165297
hypothetical protein,hypothetical protein,E745S_01160,4158.45989809638,3835.02449079664,5490.61269066592,6350.6078440533,6135.27154098087,3248.33745468812,4131.91573083198,4515.91619166392,5890.89347068018
leuS,Leucine--tRNA ligase,E745S_01161,1113.04502848676,850.840801050082,619.530164010773,860.136504013771,833.362410718713,857.970865167295,668.901590587204,1202.15918510108,779.435765619244
Muramidase-2,Muramidase-2,E745S_01162,695.653142804227,982.939556225339,913.32797374784,292.846474854921,2002.58424127449,1382.99781250848,1053.38833163339,1172.48614317397,1140.43759390605
hypothetical protein,hypothetical protein,E745S_01163,3142.29101097791,1903.47025173796,3082.74803260343,2045.12456210158,1837.34859087337,4082.4046539602,3059.21527978531,2326.52688190677,1829.62290245359
hypothetical protein,hypothetical protein,E745S_01164,12289.8721895413,9839.79703903884,9721.93984177042,7894.8529163757,10661.2915302291,8711.1788140966,6949.7295179513,10059.9631873969,7905.94003948109
hypothetical protein,hypothetical protein,E745S_01165,0,0,0,0,328.675261123975,45.2462247302156,38.6242388265577,80.999384719953,0
putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,E745S_01166,1292.36894974296,1523.81634906891,1158.15948186206,2193.94818047048,1552.67630186709,1964.36911517408,1088.50127602117,1221.4065636484,1532.61685281763
putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,E745S_01167,9204.26402723637,10454.5243170591,6543.38817555708,9639.12973381758,7464.34090290296,11174.9638060098,4076.61284342123,8302.83792084825,2587.72674185589
hypothetical protein,hypothetical protein,E745S_01169,272.077673630098,95.6935864261706,0,0,0,333.797620179515,631.155175370341,135.533623937347,50.8684394404138
bmr3,Multidrug resistance protein 3,E745S_01170,1999.35866228178,5374.44305504373,3108.29566823274,5329.64581696347,2347.42385950293,4055.0861786514,2750.22136917285,3882.35664781478,1617.94455768542
dusB,tRNA-dihydrouridine synthase B,E745S_01201,0,0,128.802662964439,0,0,0,0,0,0
