,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_00743,200,371,28,393,544,230,0,404,0
E745S_00744,78,133,0,173,6,42,4,69,8
E745S_00745,1383,822,110,1059,1464,765,951,904,114
E745S_00746,3908,2346,1578,3911,3272,2918,2300,1680,1451
E745S_00747,19,0,0,1,0,0,0,0,0
E745S_00748,0,0,0,0,0,0,0,0,0
E745S_00749,4466,6344,4176,5543,19384,33512,9447,10715,19235
E745S_00750,317,264,557,259,714,325,535,483,342
E745S_00751,2041,4309,2119,4229,3493,2030,1825,2877,2864
E745S_00752,5896,4531,2158,4005,5599,8158,3151,3677,4062
E745S_00753,4941,5516,1829,5863,4617,6067,3233,3012,4625
E745S_00754,822,1462,220,1766,2345,760,746,728,967
E745S_00755,655,551,250,424,189,533,479,221,0
E745S_00756,1,30,19,419,0,47,0,0,0
E745S_00757,1589,1281,247,725,875,1047,596,343,457
E745S_00758,0,0,0,0,0,0,1,0,0
E745S_00759,0,0,0,0,0,0,0,0,0
E745S_00760,0,137,0,0,0,25,0,0,0
E745S_00761,966,1533,610,1349,1070,1621,1057,1206,1369
E745S_00762,449,619,40,347,931,504,137,231,834
E745S_00763,808,730,340,344,1355,568,996,462,306
E745S_00764,1447,1425,698,1701,1241,1115,904,960,1034
E745S_00765,273,50,109,228,298,269,0,126,128
E745S_00766,1249,1290,460,1922,1444,3090,504,1293,2164
E745S_00767,135,188,33,222,63,210,188,0,144
E745S_00768,55,75,0,0,0,0,0,110,146
E745S_00769,7570,4438,2823,6360,7657,7318,4364,3285,6028
E745S_00770,0,1,1,0,1,1,1,0,0
E745S_00771,0,0,0,0,0,1,0,0,1
E745S_00772,2,164,1,8,625,90,3,0,4
E745S_00773,0,0,0,1,0,0,0,0,0
E745S_00774,2,1,0,1,0,0,1,0,4
E745S_00775,0,0,0,0,0,0,0,1,1
E745S_00776,272,99,376,0,128,213,0,101,136
E745S_00777,1,44,0,3,1,0,1,207,0
E745S_00778,154,200,35,1060,0,128,0,199,0
E745S_00779,7662,8435,6998,9627,5588,6998,6871,4641,5219
E745S_00780,1,0,2,0,0,0,0,0,0
E745S_00781,2590,1370,626,2020,1582,2015,1974,194,740
E745S_00782,1172,2010,330,3401,844,1550,1953,1371,1152
E745S_00783,0,0,1,1,0,0,0,0,0
E745S_00784,0,0,0,0,0,0,0,0,1
E745S_00801,6,3,0,2,175,4,2,1,1
E745S_00802,0,0,0,0,0,1,0,0,0
E745S_00803,0,0,0,0,0,1,0,0,0
E745S_00804,0,0,0,0,0,1,0,0,0
E745S_00805,0,0,0,1,0,0,0,0,0
E745S_00806,0,0,0,1,1,0,0,0,0
E745S_00807,10,61,10,188,359,43,6,13,11
E745S_00808,1,3,2,3,2,1,3,1,2
E745S_00809,160,215,23,233,266,147,297,291,122
E745S_00810,0,0,0,0,0,0,0,0,0
E745S_00811,0,9,4,0,0,7,1,1,3
E745S_00812,1702,1749,986,1907,1514,1847,1182,1161,1366
E745S_00813,2,1,0,0,2,1,0,0,73
E745S_00814,681,521,245,420,0,353,0,215,27
E745S_00815,610,557,224,922,356,639,465,491,393
E745S_00816,3,1,1,8,4,1,0,0,2
E745S_00817,2,0,216,0,0,1,0,0,0
E745S_00818,76,49,36,39,0,23,50,52,1
E745S_00819,0,0,0,0,0,0,0,0,0
E745S_00820,2188,2160,762,2447,2394,1429,1834,1155,947
E745S_00821,616,66,233,68,0,233,132,226,114
E745S_00822,0,0,1,0,0,46,1,0,1
E745S_00823,1113,1476,610,1520,1459,1782,1206,1197,1053
E745S_00824,580,350,19,6,494,350,180,164,91
E745S_00825,0,1,0,0,0,0,0,0,0
E745S_00826,774,300,223,241,0,276,422,212,280
E745S_00827,700,251,223,241,0,223,126,211,142
E745S_00828,0,0,0,1,0,0,0,1,0
E745S_00829,0,1,1,0,0,0,0,0,0
E745S_00830,1041,1592,1068,1708,526,904,945,633,1366
E745S_00831,0,0,0,1,0,0,0,0,0
E745S_00832,0,0,0,0,0,0,1,0,0
E745S_00833,0,0,0,0,0,0,0,0,0
E745S_00834,0,0,0,0,0,1,0,0,0
E745S_00835,0,0,0,0,0,0,0,0,1
E745S_00836,1,0,0,0,0,0,0,0,0
E745S_00837,0,0,0,0,0,0,0,0,0
E745S_00838,2,0,0,1,1,1,0,0,1
E745S_00839,0,0,0,0,0,0,0,0,0
E745S_00840,1,35,0,0,0,0,0,216,0
E745S_00841,1,0,0,1,0,1,0,0,0
E745S_00842,0,1,0,0,0,0,1,0,0
E745S_00843,1,1,0,2,1,0,1,0,0
E745S_00844,250,222,35,170,917,342,406,259,76
E745S_00845,1,0,0,0,0,0,0,0,0
E745S_00846,1,0,0,0,0,1,3,1,5
E745S_00847,5509,4202,2714,10603,8471,11034,992,370,413
E745S_00848,0,2,1,0,0,0,0,0,1
E745S_00849,0,0,0,0,0,0,0,0,0
E745S_00850,4,144,2,140,190,361,3472,4668,6095
E745S_00851,1,0,1,0,0,2,0,0,0
E745S_00852,5909,8348,4257,9367,6618,8779,6097,6738,5297
E745S_00853,14,5,2,9,3,4,2,1,2
E745S_00854,1,0,0,0,0,0,0,0,1
E745S_00855,438,435,232,638,304,289,0,0,495
E745S_00856,6467,8109,4274,5607,4662,5321,5746,3405,5462
E745S_00857,8760,5180,2565,10961,9778,6846,4198,3788,3668
E745S_00858,0,62,199,1,0,0,0,0,0
E745S_00859,0,1,0,0,0,0,0,84,0
E745S_00860,784,302,724,63,219,720,80,259,149
E745S_00861,0,0,0,0,0,1,0,0,0
E745S_00862,597,186,446,115,896,434,0,99,657
E745S_00863,177,150,0,174,0,245,272,0,211
E745S_00864,1771,2448,465,2524,1964,2792,1331,1469,928
E745S_00865,0,0,1,0,0,0,0,0,0
E745S_00866,0,0,0,0,0,0,0,1,0
E745S_00867,69,732,0,384,358,483,646,583,327
E745S_00868,0,37,0,0,1,0,0,0,271
E745S_00869,848,1121,703,1149,1876,2378,665,754,1886
E745S_00870,1307,1091,715,726,320,1187,1178,656,798
E745S_00871,1303,1123,811,1732,607,1043,230,327,1147
E745S_00872,3550,5459,1996,4725,6465,5597,3213,4515,3905
E745S_00873,0,0,0,0,0,0,0,0,0
E745S_00874,74,33,0,0,208,268,47,140,92
E745S_00875,0,1,1,1,1,2,0,0,0
E745S_00876,4357,4104,2287,4689,3684,4729,1754,2866,3039
E745S_00877,150,1,62,0,1,0,156,215,165
E745S_00878,0,2,1,0,1,1,1,3,0
E745S_00879,0,0,0,0,0,1,0,0,0
E745S_00880,1,0,1,1,2,2,0,2,1
E745S_00881,186,313,0,985,798,164,441,138,1
E745S_00882,262,356,0,277,0,721,212,306,245
E745S_00883,1175,2008,674,2504,1694,1761,1624,1501,1348
E745S_00884,63,43,23,66,101,32,58,42,35
E745S_00885,0,2,1,1,4,1,1,3,0
E745S_00886,2,2,2,1,5,1,0,2,0
E745S_00887,5,2,1,2,2,8,13,3,7
E745S_00888,0,1,1,0,1,0,0,2,0
E745S_00889,137,0,0,0,517,0,0,0,0
E745S_00890,4,3,5,5,2,4,2,1,4
E745S_00891,34,30,5,27,34,26,15,14,17
E745S_00892,2,2,0,3,3,1,4,1,0
E745S_00893,0,0,0,0,0,0,0,1,0
E745S_00894,0,0,0,0,0,0,0,0,0
E745S_00895,1,0,1,0,0,0,6,0,1
E745S_00896,0,0,0,0,0,0,0,0,0
E745S_00897,1,1,0,0,0,0,0,0,1
E745S_00898,1115,1528,782,1412,1129,1358,946,1110,972
E745S_00899,2,3,0,1,0,0,0,0,17
E745S_00900,0,1,2,1,1,0,1,3,0
E745S_00901,3,0,0,0,0,0,0,2,0
E745S_00902,0,0,2,1,0,41,4,3,1
E745S_00903,1,2,0,0,2,41,0,1,2
E745S_00904,0,0,0,1,0,0,0,0,0
E745S_00905,1,2,5,1,0,1,5,0,8
E745S_00906,0,0,0,3,0,0,0,1,1
E745S_00907,0,0,0,4,1,0,0,1,0
E745S_00908,9,2,1,8,0,2,8,0,1
E745S_00909,2,0,0,4,0,0,0,1,1
E745S_00910,1,0,0,1,0,2,0,0,1
E745S_00911,0,0,0,0,1,0,1,0,0
E745S_00912,3,2,0,0,0,0,0,0,0
E745S_00913,0,59,227,173,0,138,313,527,515
E745S_00914,48,55,0,0,183,78,67,29,0
E745S_00915,0,0,0,0,0,0,0,0,0
E745S_00916,1840,1796,504,2012,2483,4690,2093,1990,236
E745S_00917,2995,2774,328,3384,993,3447,1359,958,1464
E745S_00918,949,570,511,733,2054,1416,590,483,762
E745S_00919,203,399,0,138,0,630,190,416,505
E745S_00920,179,170,65,296,262,54,0,0,130
E745S_00921,0,0,0,0,0,0,0,0,1
E745S_00922,152,95,23,64,118,111,103,143,90
E745S_00923,821,1676,851,1420,1283,1768,824,1852,1106
E745S_00924,148,517,177,424,366,443,373,272,144
E745S_00926,1310,1011,1016,1450,1000,2059,792,913,469
E745S_00927,397,474,203,289,0,518,226,190,58
E745S_00928,258,385,392,554,268,484,384,122,407
E745S_00929,65,28,1,90,53,8,0,36,0
E745S_00930,0,0,1,0,0,0,0,0,0
E745S_00931,3146,4345,1582,5171,3360,4555,3211,2611,2712
E745S_00932,2097,2799,819,2632,2419,1934,1042,1039,2126
E745S_00933,9377,5639,4734,10988,8827,5815,4804,2572,3629
E745S_00934,389,716,204,432,23,395,19,298,231
E745S_00935,3790,4027,2308,4211,5181,5882,2416,4406,2672
E745S_00936,3157,2598,1556,3246,5054,3523,2626,2668,3332
E745S_00937,1063,1712,877,1443,2282,1917,508,697,1324
E745S_00938,0,0,0,0,0,0,2,0,0
E745S_00939,4,86,0,0,0,0,0,230,0
E745S_00940,1223,729,295,728,1558,740,631,580,411
E745S_00941,0,0,0,0,0,0,0,0,0
E745S_00942,52,78,0,0,177,73,0,103,1
E745S_00943,0,0,0,0,0,0,0,0,0
E745S_00944,0,1,2,0,1,0,0,0,1
E745S_00945,4822,6651,7040,7065,8725,10333,3948,4821,3557
E745S_00946,0,59,0,0,0,91,0,106,0
E745S_00947,0,0,0,0,1,0,0,1,0
E745S_00948,0,0,0,0,0,0,0,0,0
E745S_00949,1651,1181,337,1527,1528,921,759,926,217
E745S_00950,1926,786,730,2448,1408,2663,1025,537,596
E745S_00951,0,0,0,0,0,0,0,0,0
E745S_00952,7399,6983,7266,8774,7286,9941,5147,5802,4908
E745S_00953,5263,6341,2340,5712,6638,6895,3308,2893,3710
E745S_00954,112,68,0,75,0,259,149,50,90
E745S_00955,379,95,0,0,0,250,88,117,0
E745S_00956,654,1338,540,1730,2230,2229,1218,887,324
E745S_00957,1607,2310,923,3387,1028,2596,1094,2198,1380
E745S_00958,3763,4200,2057,4324,6428,5078,3799,2910,2141
E745S_00959,1866,1660,1668,1427,2353,1860,1130,550,393
E745S_00960,852,648,352,942,1479,1427,1326,682,365
E745S_00961,0,1,0,0,0,0,0,1,0
E745S_00962,289,440,240,280,224,399,167,333,261
E745S_00963,1131,829,474,1161,228,1033,826,484,538
E745S_00964,0,0,0,0,0,0,1,0,0
E745S_00965,143,0,0,0,0,0,0,90,0
E745S_00966,379,195,302,398,281,712,452,505,483
E745S_00967,477,256,302,452,447,800,594,539,653
E745S_00968,0,0,0,0,0,0,0,0,1
E745S_00969,0,0,0,0,0,0,0,0,0
E745S_00970,0,0,0,0,0,0,0,0,0
E745S_00971,1436,3517,1417,2329,1414,1851,3743,2249,1238
E745S_00972,0,0,0,0,1,0,0,1,0
E745S_00973,0,30,0,0,373,43,0,0,0
E745S_00974,1918,1962,820,4610,988,1824,2903,3662,2415
E745S_00975,5401,4013,2038,4107,4770,3779,3256,2426,2735
E745S_00976,0,0,0,0,2,0,0,0,0
E745S_00977,0,0,0,0,0,0,0,0,0
E745S_00978,0,243,0,0,0,196,154,130,5
E745S_00979,0,0,0,0,0,0,0,0,0
E745S_00980,0,0,0,0,0,0,0,0,0
E745S_00981,0,0,0,0,0,0,0,0,0
E745S_00982,0,0,0,0,0,0,0,0,0
E745S_00983,428,379,0,331,375,419,246,612,352
E745S_00984,385,501,0,241,362,398,121,324,315
E745S_00985,1,0,0,0,0,0,0,0,0
E745S_00986,2,0,1,0,0,0,1,0,0
E745S_00987,345,78,73,52,0,248,76,136,180
E745S_00988,0,0,0,0,0,0,0,0,0
E745S_00989,0,0,0,0,0,0,0,0,0
E745S_00990,804,1078,782,448,1204,380,565,486,1186
E745S_00991,5691,9663,2363,10656,11288,8222,5779,4966,6175
E745S_00992,3,3,0,1,1,0,0,0,0
E745S_00993,0,0,0,0,0,0,0,0,0
E745S_00994,1409,1946,1421,1734,3563,2378,1484,1428,834
E745S_00995,3857,2327,1134,2123,3312,2999,2213,2189,1662
E745S_00996,515,659,258,684,514,349,787,591,227
E745S_00997,0,1,0,1,1,0,0,0,0
E745S_00998,1,19,13,5,0,10,3,6,1
E745S_00999,0,1,1,1,0,0,0,0,0
E745S_01000,1,2,2,175,4,5,0,0,2
E745S_01001,0,0,0,0,0,0,0,0,0
E745S_01002,2018,3176,1912,3927,4928,4586,1064,3242,1556
E745S_01003,591,487,0,770,0,603,269,341,548
E745S_01005,371,364,163,486,451,443,233,424,455
E745S_01006,971,880,498,1113,642,489,566,323,334
E745S_01007,73,120,0,21,0,256,1,133,13
E745S_01008,0,139,398,357,0,109,0,53,188
E745S_01009,0,60,0,0,0,0,0,3,130
E745S_01010,248,688,1622,1232,3297,3337,1228,671,1330
E745S_01011,118,305,277,371,0,681,94,425,190
E745S_01012,446,871,0,953,1,153,0,52,503
E745S_01013,988,1203,328,917,1067,1212,448,1077,545
E745S_01014,8455,9914,3748,9700,19848,14998,9159,11209,10186
E745S_01015,173,151,160,0,0,103,0,0,126
E745S_01016,0,0,0,0,0,1,0,0,0
E745S_01017,1368,974,1429,983,1893,1587,779,803,537
E745S_01018,0,1,2,0,1,0,0,2,0
E745S_01019,1752,2650,1882,4026,1164,2182,3444,3255,1823
E745S_01020,3057,2561,2049,4317,2013,5131,1841,3817,5153
E745S_01021,377,584,418,109,0,729,346,88,447
E745S_01022,656,1072,199,1222,481,540,470,293,791
E745S_01023,2889,2842,1469,3364,2683,2721,2408,2542,2267
E745S_01024,172,616,420,193,11,103,148,54,7
E745S_01025,3585,3169,695,4152,4232,4127,3030,2873,3146
E745S_01026,0,0,0,0,1,0,0,1,0
E745S_01027,0,0,0,0,1,0,0,0,1
E745S_01028,0,0,0,0,0,1,0,0,0
E745S_01029,0,0,0,0,0,0,0,0,0
E745S_01030,1,0,1,0,0,0,0,0,0
E745S_01031,931,703,201,563,823,822,961,542,757
E745S_01032,332,108,0,78,190,96,138,315,533
E745S_01033,0,168,0,1,261,479,0,110,132
E745S_01034,0,66,33,0,0,0,0,0,0
E745S_01035,0,0,0,0,0,0,0,0,0
E745S_01036,0,0,0,0,0,0,0,0,0
E745S_01037,3664,2781,1899,3031,3287,3125,2452,2279,1306
E745S_01038,77,149,1,297,655,19,315,79,181
E745S_01039,1377,1466,600,1674,1102,1704,1453,968,940
E745S_01040,2130,3137,3229,2902,5195,1646,2264,2012,2585
E745S_01041,1,3,2,1,0,0,2,1,7
E745S_01042,587,546,305,671,818,1091,246,359,1152
E745S_01043,37,0,83,0,735,93,0,115,183
E745S_01044,1,0,0,0,0,0,0,0,0
E745S_01045,446,401,0,466,0,831,491,995,337
E745S_01046,495,948,430,724,537,561,941,1032,227
E745S_01047,0,0,0,300,0,39,73,148,2
E745S_01048,293,271,0,468,658,386,505,847,1095
E745S_01049,472,505,336,1274,729,1756,865,1402,822
E745S_01050,0,0,0,0,0,0,0,0,0
E745S_01051,1144,1720,578,2628,1419,1929,2815,2432,1441
E745S_01052,2,2,1,51,1,4,3,3,1
E745S_01053,0,1,0,3,1,1,0,0,1
E745S_01054,26,27,34,0,0,0,0,0,0
E745S_01055,1523,1602,1052,2634,3265,5354,1803,2541,2201
E745S_01056,256,11,40,0,0,49,2,0,0
E745S_01057,583,553,237,936,331,582,488,497,392
E745S_01058,1413,1293,637,1618,1203,1788,1877,1734,2434
E745S_01059,1233,1652,508,1701,1334,1408,1301,2877,1392
E745S_01060,0,0,0,0,0,0,0,0,0
E745S_01061,0,0,0,0,0,0,0,0,0
E745S_01062,478,216,348,63,638,773,685,369,175
E745S_01063,2621,2116,655,2127,1296,4139,2754,2514,2287
E745S_01064,1,1,0,3,1,4,0,1,1
E745S_01065,144,533,763,151,1,816,241,506,0
E745S_01066,8,218,1,91,161,80,17,367,33
E745S_01067,0,0,0,0,0,0,0,0,0
E745S_01068,0,88,2,0,0,1,0,2,0
E745S_01069,0,0,0,0,0,179,0,0,0
E745S_01070,0,1,0,0,0,2,1,3,0
E745S_01071,3160,5490,518,4066,3161,2731,4242,5837,4059
E745S_01072,4,1,0,0,0,0,0,0,1
E745S_01073,0,0,0,0,0,0,0,0,0
E745S_01074,0,0,0,0,0,0,0,0,0
E745S_01075,2751,4322,3026,3978,3570,5309,3835,3185,3627
E745S_01076,694,373,205,1253,178,628,321,329,128
E745S_01077,0,0,0,0,2,1,0,0,1
E745S_01078,1280,1609,682,1833,1147,1888,1654,1373,1775
E745S_01079,2794,1195,1433,2386,1825,2008,502,1898,2032
E745S_01080,49,232,4,219,344,339,194,385,504
E745S_01081,49,232,0,219,344,339,194,330,504
E745S_01082,11770,7748,5607,10987,12758,9341,5287,5363,6744
E745S_01083,0,20,35,297,666,0,582,91,113
E745S_01084,1,242,0,0,157,272,0,261,111
E745S_01085,0,0,0,0,0,0,0,0,0
E745S_01086,3583,3652,1826,3580,3240,4373,3576,2592,2159
E745S_01087,4,1,3,76,1,6,5,212,7
E745S_01088,0,3,0,0,0,0,0,0,0
E745S_01089,0,0,0,0,0,0,123,85,0
E745S_01090,7017,9575,4335,10044,5732,5747,7407,6372,10904
E745S_01091,0,0,0,0,0,0,0,0,0
E745S_01092,1431,985,334,1487,1067,1277,1818,876,1048
E745S_01093,3465,2739,885,2685,1787,2683,1297,2756,1924
E745S_01094,1568,2310,1294,1367,2262,1723,612,1893,1411
E745S_01095,2284,1567,2154,3458,1431,2897,2056,1842,2054
E745S_01096,5009,2581,1798,4685,4628,3303,3418,2720,3280
E745S_01097,15,20,13,16,16,32,8,10,14
E745S_01098,1,0,0,0,0,0,0,0,0
E745S_01099,520,866,0,451,167,444,587,397,132
E745S_01100,808,1407,337,879,319,651,546,1090,929
E745S_01101,1870,4312,2616,2982,2606,1822,603,2141,1523
E745S_01102,0,0,0,0,0,0,0,0,0
E745S_01103,375,838,66,1317,1018,1022,562,681,668
E745S_01104,0,0,0,1,0,0,0,0,1
E745S_01105,5,4,1,3,3,4,1,4,1
E745S_01106,0,0,0,0,2,0,1,0,1
E745S_01107,1187,1793,868,794,2246,1405,1585,1129,1478
E745S_01108,0,43,31,77,1,0,76,1,77
E745S_01109,4942,8184,3492,7665,9417,5816,5385,5855,5820
E745S_01110,1209,2238,1726,1848,2430,2679,1998,1518,1525
E745S_01111,0,108,0,0,0,0,0,0,0
E745S_01112,5527,7049,4893,3919,7839,9205,5458,6917,4873
E745S_01113,590,794,27,505,163,190,519,552,257
E745S_01114,8437,7757,3708,8495,6703,5639,8389,4673,4925
E745S_01115,5855,7445,2940,5979,8236,4610,4434,5750,6630
E745S_01116,0,1,0,0,0,1,1,0,0
E745S_01117,1664,3817,2711,2643,4654,2616,3033,4651,3021
E745S_01118,2814,6552,2250,5355,4778,4514,5190,6551,4979
E745S_01119,1092,1254,592,1102,1158,929,778,1070,1290
E745S_01120,734,207,68,0,0,777,144,424,341
E745S_01121,6017,6290,2483,4383,2493,4917,4903,4577,3687
E745S_01122,1887,2524,842,3629,1123,3496,1996,2265,2268
E745S_01123,44,0,1,0,0,94,0,0,35
E745S_01124,1433,1088,2096,703,2395,1239,1866,1395,1007
E745S_01125,1339,2084,703,1484,862,1530,783,1661,750
E745S_01126,1,0,0,0,0,0,1,0,0
E745S_01127,12510,8874,7252,10207,10691,16880,8836,12858,11354
E745S_01128,3176,3596,2289,3157,3067,3689,3298,3246,2826
E745S_01129,0,202,0,0,0,77,0,224,295
E745S_01130,1975,647,394,2192,2088,999,1070,586,929
E745S_01131,0,0,0,159,0,96,0,0,0
E745S_01132,4598,5965,2166,7485,3102,7840,6884,5896,3905
E745S_01133,12534,11102,4671,15088,13024,14027,9899,9360,11203
E745S_01134,8711,8964,5342,13700,11845,12290,12000,13062,9372
E745S_01135,484,892,316,259,341,1324,579,615,556
E745S_01136,222,701,180,456,486,648,89,395,558
E745S_01137,1,0,0,1,0,0,0,1,0
E745S_01138,16522,11193,6306,16602,12528,16191,11435,10358,11031
E745S_01139,1001,504,401,888,939,1095,627,593,528
E745S_01140,5076,5901,3864,7435,8675,8859,4556,6469,7735
E745S_01141,152,112,4,7,0,58,49,1,1
E745S_01142,1099,1274,935,2109,1336,1133,977,1098,1574
E745S_01143,0,0,0,0,0,0,0,0,0
E745S_01144,5840,6356,3268,8436,7287,5942,7038,6030,5231
E745S_01145,7014,17551,4065,13111,6486,8281,12015,14955,10544
E745S_01146,0,1,0,1,0,1,0,2,0
E745S_01147,8062,13296,6733,12030,7112,8619,11035,11663,10431
E745S_01148,178,918,522,273,348,230,211,285,27
E745S_01149,192,944,412,801,657,361,341,2,613
E745S_01150,4729,5544,4094,5257,4467,6385,5512,5901,5081
E745S_01151,276,553,721,244,1403,237,684,170,454
E745S_01152,0,0,0,1,1,0,1,0,0
E745S_01153,3127,1811,1187,1806,2763,1766,1868,2454,1826
E745S_01154,428,279,0,542,2,88,0,112,276
E745S_01155,8083,8458,6082,9674,9054,6765,8404,6946,5678
E745S_01156,2,2,2,0,0,1,1,2,0
E745S_01157,149,811,101,881,427,954,605,71,260
E745S_01158,45,139,288,306,347,144,68,91,0
E745S_01159,5732,1533,2075,2815,6495,2495,3723,1526,2162
E745S_01160,4715,5643,3597,7947,6838,3825,4040,3700,5179
E745S_01161,10,283,6,5,386,239,0,340,113
E745S_01162,1200,1465,697,366,2233,1623,679,946,859
E745S_01163,3490,2935,1116,2556,2049,4786,3053,1833,2897
E745S_01164,7968,12553,4822,9876,11882,10226,12063,9470,9139
E745S_01165,44,101,0,0,366,53,0,1,0
E745S_01166,1241,1600,1341,2900,2430,2587,1343,1511,1092
E745S_01167,4651,10440,1991,12228,9029,13429,9142,10110,6290
E745S_01168,162,33,0,0,2,43,0,2,2
E745S_01169,719,170,31,0,0,391,264,92,0
E745S_01170,3133,4846,987,6669,2616,4754,1942,5172,2923
E745S_01171,1746,1724,1093,1830,1652,1892,1128,1167,1303
E745S_01172,0,0,0,0,1,0,1,0,1
E745S_01199,1258,1679,616,1869,1856,1920,1438,1283,1136
E745S_01200,44,16,0,0,0,233,77,0,0
E745S_01201,0,1,0,1,1,1,1,1,122
E745S_01202,124,237,43,145,316,1,79,104,250
E745S_01203,137,332,485,350,98,57,0,62,5
E745S_01204,5,10,1,18,12,11,6,11,11
E745S_01205,0,2,1,1,3,2,1,0,0
E745S_01206,1,1,0,0,0,0,0,1,1
E745S_01207,0,0,0,0,0,0,0,0,0
E745S_01208,0,0,0,0,0,0,0,0,0
E745S_01209,0,0,0,0,0,0,0,0,0
E745S_01210,201,204,122,28,302,499,399,827,304
E745S_01211,0,0,0,0,0,0,0,0,0
E745S_01212,4,1,2,3,1,83,3,2,140
E745S_01213,33312,31235,17130,65703,69946,65345,9688,8207,7360
E745S_01214,0,215,108,795,0,660,551,998,137
E745S_01215,0,0,2,0,0,1,141,0,76
E745S_01216,261,448,281,290,453,301,210,442,498
E745S_01217,0,24,116,0,297,1,0,0,2
E745S_01218,0,1,4,1,0,0,2,0,0
E745S_01219,0,0,0,0,0,0,0,0,0
E745S_01220,2,1,1,4,2,3,3,2,3
E745S_01221,0,0,0,0,1,52,1,0,0
E745S_01222,4,5,6,6,3,8,5,6,10
E745S_01223,7256,6847,2766,7390,9165,7938,6388,5837,4594
E745S_01224,629,923,44,162,1205,1147,325,440,903
E745S_01225,0,0,0,0,0,0,0,0,0
E745S_01226,0,0,0,1,0,0,0,1,0
E745S_01227,0,0,0,0,0,0,0,0,0
E745S_01228,11,4,3,0,0,5,6,0,5
E745S_01229,0,0,2,0,0,0,0,1,1
E745S_01230,0,0,0,0,1,1,0,0,0
E745S_01231,1793,861,186,1228,794,1955,665,1307,1649
E745S_01232,368,981,31,912,1,851,644,637,701
E745S_01233,739,1443,986,1101,1093,1706,1936,1371,1550
E745S_01234,9869,9372,3725,8955,8178,9294,9970,9648,7889
E745S_01235,0,113,0,0,2,81,152,103,129
E745S_01236,884,646,1048,1428,287,1060,744,798,1580
E745S_01237,0,0,0,2,1,0,1,1,0
E745S_01238,47,40,7,2,24,29,51,35,30
E745S_01239,1,2,216,1,0,288,0,43,0
E745S_01240,1,2,0,1,0,0,1,0,0
E745S_01241,0,0,0,0,0,0,0,0,0
E745S_01242,114,148,3,49,0,81,78,16,8
E745S_01243,440,360,0,603,345,136,153,533,389
E745S_01244,6335,8053,4344,4225,5875,5482,3736,6204,5223
E745S_01245,0,1,0,0,0,0,0,0,0
E745S_01246,0,0,0,0,1,2,0,0,1
E745S_01247,0,1,0,0,0,0,0,0,1
E745S_01248,829,260,0,763,1345,936,489,349,658
E745S_01249,1,1,0,0,1,2,0,1,4
E745S_01250,0,119,27,146,705,127,467,523,77
E745S_01251,3892,3114,1163,5491,2909,4861,5673,6104,6873
E745S_01252,170,27,1,0,2,73,0,0,0
E745S_01253,9631,12850,4916,15583,11540,11120,13080,10117,10398
E745S_01254,442,400,775,127,301,197,46,235,396
E745S_01255,2,0,0,0,0,25,0,0,0
E745S_01256,0,180,0,0,1,0,0,0,0
E745S_01257,0,50,0,1,0,3,0,0,0
E745S_01258,0,0,0,0,0,0,0,0,0
E745S_01259,0,0,0,0,0,0,0,0,0
E745S_01260,1,0,0,2,1,2,0,2,1
E745S_01261,0,0,0,0,1,0,0,0,0
E745S_01262,0,0,0,0,0,0,0,0,0
E745S_01263,1550,1083,325,1636,1269,2716,1525,1673,1013
E745S_01264,4962,3850,1784,5367,4803,5079,4822,3955,5401
E745S_01265,0,1,0,0,0,1,0,0,0
E745S_01266,0,0,0,0,0,0,0,0,0
E745S_01267,1,0,0,1,1,1,0,3,1
E745S_01268,0,0,0,0,0,0,0,1,0
E745S_01269,702,619,341,481,266,365,443,763,196
E745S_01270,891,531,294,645,7,535,455,503,879
E745S_01271,1412,2053,1407,2744,1708,2352,1463,1916,1931
E745S_01272,0,0,0,0,0,0,0,0,0
E745S_01273,51,59,29,1,0,70,0,0,0
E745S_01274,236,387,589,1,0,43,859,464,18
E745S_01275,0,0,0,0,0,0,0,0,0
E745S_01276,0,0,0,0,0,1,0,0,0
E745S_01277,0,81,0,0,0,77,68,0,244
E745S_01278,9880,4736,3711,7098,6984,6138,7578,5838,7498
E745S_01279,1,0,0,0,0,0,0,0,0
E745S_01280,115,60,0,4,0,67,0,1,0
E745S_01281,1167,1919,396,2439,3067,2094,2067,955,2216
E745S_01282,0,117,0,0,0,34,0,95,127
E745S_01283,75,79,0,300,1,453,4,140,124
E745S_01284,14,18,0,32,1,15,0,18,29
E745S_01285,20504,15298,10314,19491,29732,24008,17750,17570,21964
E745S_01286,0,0,0,0,0,0,0,143,0
E745S_01287,11532,19543,6914,14717,16259,14939,12322,15398,16366
E745S_01288,274,357,704,146,0,416,786,348,58
E745S_01289,2630,1518,1566,2468,2578,3646,2148,3816,2139
E745S_01290,0,0,0,0,0,0,0,0,0
E745S_01291,325,188,100,74,348,209,237,103,200
E745S_01292,3593,7067,1075,5855,4376,3919,6274,5267,6037
E745S_01293,2591,3429,2187,3353,1833,3347,3177,3948,3178
E745S_01294,1449,1170,1401,916,1966,1415,1158,1510,623
E745S_01295,12497,6536,5248,8956,10236,9868,7335,6313,9423
E745S_01296,0,0,0,0,0,125,0,0,0
