,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_01805,1,184,212,293,180,207,0,80,0
E745S_01806,640,1186,403,1038,673,2029,766,939,1267
E745S_01807,2812,2524,1435,2285,3345,2616,3892,1941,2487
E745S_01808,7329,5711,4514,4375,5774,5363,6523,4998,4280
E745S_01809,225,167,215,298,1320,232,0,214,350
E745S_01810,672,408,134,457,344,857,174,473,1138
E745S_01811,210,202,0,0,141,140,652,391,104
E745S_01812,15833,25823,9020,30336,20395,15021,19060,21458,20418
E745S_01813,3068,3858,1083,4190,3059,4023,4228,5130,4009
E745S_01814,0,0,0,0,0,0,0,0,0
E745S_01815,1150,1038,881,893,1239,1155,996,1156,663
E745S_01816,0,65,0,0,0,0,145,0,0
E745S_01817,1218,1279,436,2502,992,871,507,1633,1859
E745S_01818,6669,6295,3585,7931,5563,5687,6238,4687,4046
E745S_01819,5201,6568,3227,9264,5800,5502,6830,5794,5774
E745S_01820,0,0,0,0,3,0,0,1,0
E745S_01821,254,37,0,0,0,342,323,161,170
E745S_01822,1,0,0,2,0,1,1,0,1
E745S_01823,0,27,0,144,0,0,0,0,129
E745S_01824,63,1,0,133,151,2,8,127,129
E745S_01825,833,1006,276,1181,2341,1068,504,1134,628
E745S_01826,0,0,1,0,0,1,0,0,1
E745S_01827,461,75,0,302,2,150,0,313,275
E745S_01828,1860,1469,345,1381,1596,900,1655,1105,2352
E745S_01829,60,450,0,227,2,87,430,402,329
E745S_01830,0,0,0,1,0,0,0,0,0
E745S_01831,366,426,44,1,612,359,59,219,187
E745S_01832,2707,981,3266,3302,2297,2253,1461,994,783
E745S_01833,527,994,208,886,1016,1663,508,988,1221
E745S_01834,509,2235,401,873,1941,634,1530,1198,1092
E745S_01835,8928,4405,3948,6306,6156,5107,5204,2444,4938
E745S_01836,12761,14712,8963,12869,17425,10208,7629,7232,7429
E745S_01837,0,0,0,0,0,0,0,0,0
E745S_01838,710,643,19,934,585,382,897,226,552
E745S_01839,0,0,0,0,1,0,0,0,0
E745S_01840,2325,2897,2417,3942,2695,3168,3070,3162,2538
E745S_01841,6201,7620,5836,7939,8455,4602,5475,6021,5740
E745S_01842,1311,2361,2646,1426,1213,2045,1013,1358,1574
E745S_01843,758,798,0,589,508,460,337,546,698
E745S_01844,3779,4904,2552,3757,7213,3970,3341,2054,3710
E745S_01845,1,0,0,0,1,0,2,0,0
E745S_01846,0,0,0,0,0,0,0,0,0
E745S_01847,0,0,0,0,0,0,0,0,0
E745S_01848,121,393,33,589,167,7,349,241,81
E745S_01849,4591,3012,2034,3825,2257,3524,4782,1870,3111
E745S_01850,1555,2120,968,2873,366,2024,565,1400,810
E745S_01851,229,34,0,155,0,135,0,64,0
E745S_01852,951,683,179,278,1,1144,1005,420,911
E745S_01853,2162,1250,1620,2922,1263,2046,1789,1937,3353
E745S_01854,965,1456,706,669,1509,740,1268,220,1009
E745S_01855,675,1124,0,854,470,532,322,1093,558
E745S_01856,0,0,2,1,0,1,0,1,0
E745S_01857,4481,7342,2109,7678,6365,4723,4475,8059,5021
E745S_01858,0,124,0,264,1,0,0,1,133
E745S_01859,1432,2291,2341,1795,3468,1425,2159,1947,1707
E745S_01860,1,5,0,0,0,0,4,11,0
E745S_01861,5695,3279,2073,4782,7113,4534,4953,3691,4294
E745S_01862,403,718,197,568,180,971,401,1124,278
E745S_01863,0,0,0,0,0,0,1,0,0
E745S_01864,3604,4495,1835,3068,1454,2744,3698,3371,2021
E745S_01865,0,0,0,0,0,0,0,0,0
E745S_01866,2971,5028,2125,4888,2656,3468,4826,3597,5013
E745S_01867,0,0,0,0,0,0,0,0,0
E745S_01868,0,0,0,0,0,0,0,0,0
E745S_01869,1,0,0,160,0,0,0,0,0
E745S_01870,139,552,0,851,730,204,765,239,181
E745S_01871,343,283,434,479,333,570,330,497,62
E745S_01872,0,123,55,137,388,129,78,0,1
E745S_01873,4006,5385,3139,4587,5918,3764,3941,4771,4192
E745S_01874,854,761,896,1119,1236,1147,1007,755,1246
E745S_01875,25035,11375,9946,12840,14250,12231,11022,7009,8971
E745S_01876,2880,3315,2856,2119,2317,3753,3987,3000,3059
E745S_01877,42,0,0,0,2,30,0,106,0
E745S_01878,2793,2180,1984,3210,1106,1158,1460,2316,1079
E745S_01879,492,392,544,239,0,614,537,442,234
E745S_01880,0,100,0,0,0,0,1,0,0
E745S_01881,7239,7751,6204,7441,9067,10263,5925,8101,6323
E745S_01882,8022,9390,3825,7542,5811,6493,5584,4462,4856
E745S_01883,3839,4827,1456,2694,1781,2366,3102,2988,2435
E745S_01884,7005,13831,5015,13348,7904,9094,8764,7371,7252
E745S_01885,58,34,0,0,0,207,90,0,124
E745S_01886,105,278,225,0,267,90,1,0,0
E745S_01887,1,1,1,3,8,1,5,5,4
E745S_01888,595,1550,463,1144,1001,2786,629,782,1192
E745S_01889,214,605,235,801,664,616,1868,707,282
E745S_01890,10312,10334,4457,9591,5591,7493,4423,5452,4706
E745S_01891,293,351,292,551,355,445,0,165,0
E745S_01892,1,3,0,5,0,1,3,1,0
E745S_01893,0,0,0,0,0,0,0,0,0
E745S_01894,0,0,0,0,0,0,0,0,0
E745S_01895,78,23,407,927,336,675,509,696,864
E745S_01896,2788,3412,3007,1888,1064,3160,2994,2878,2970
E745S_01897,1477,1234,39,1619,350,1993,885,903,562
E745S_01898,64,294,203,235,0,165,444,220,19
E745S_01899,327,507,231,201,1,474,332,360,303
E745S_01900,0,0,0,0,0,0,0,2,0
E745S_01901,0,0,0,0,0,0,82,0,0
E745S_01902,16136,9344,8225,13828,14937,11221,11017,9953,10544
E745S_01903,2661,1117,706,1670,1668,3358,1629,2724,1377
E745S_01904,1,0,1,1,0,0,1,0,0
E745S_01905,2165,3085,1203,2414,1923,1431,2693,2196,2031
E745S_01906,847,1319,171,427,0,827,309,711,398
E745S_01907,338,903,282,948,840,672,422,108,531
E745S_01908,0,0,0,0,0,0,0,0,0
E745S_01909,0,297,1,0,0,258,0,0,1
E745S_01910,978,1808,814,915,693,1175,1638,1939,1657
E745S_01911,9,83,3,19,0,95,8,10,8
E745S_01912,0,54,0,0,0,0,0,0,0
E745S_01913,2139,4158,994,4077,1388,3190,3044,1609,2237
E745S_01914,840,754,655,589,500,534,522,489,203
E745S_01915,977,249,134,966,430,464,211,242,149
E745S_01916,0,7,0,1,1,0,0,0,1
E745S_01917,1395,873,204,585,167,368,582,689,1362
E745S_01918,546,514,137,443,0,212,500,490,1091
E745S_01919,161,403,435,164,899,683,152,0,85
E745S_01920,1,0,0,0,0,168,269,0,148
E745S_01921,248,873,219,2494,391,1665,1549,578,664
E745S_01922,0,0,0,0,0,1,0,0,0
E745S_01923,0,0,0,0,1,0,0,1,0
E745S_01924,0,0,0,159,0,0,0,0,0
E745S_01925,0,0,0,0,0,0,0,0,0
E745S_01926,0,0,0,0,0,1,0,1,0
E745S_01927,137,48,1,1,5,3,383,4,126
E745S_01928,0,0,0,1,0,0,5,0,0
E745S_01929,233,561,52,279,523,658,166,568,777
E745S_01930,4485,3702,1025,3414,1871,2515,2716,3806,3006
E745S_01931,6627,8502,3347,10993,7174,7270,6375,3928,5794
E745S_01932,0,0,0,0,0,0,0,0,0
E745S_01933,2092,2737,1461,2046,2080,2382,1719,2396,2256
E745S_01934,0,0,0,0,0,0,0,0,0
E745S_01935,703,663,285,280,162,844,699,709,364
E745S_01936,7596,7194,4619,10987,8332,5581,6600,4407,4662
E745S_01937,1282,1572,1243,833,982,1466,1579,1388,1172
E745S_01938,408,878,0,179,1,145,267,254,230
E745S_01939,1209,1219,927,2362,462,2124,1519,1685,1512
E745S_01940,1301,1979,740,2516,1764,1753,1644,1433,1271
E745S_01941,509,494,148,74,3,1102,593,1269,312
E745S_01942,1940,2017,1981,2245,993,2953,1568,2748,2169
E745S_01943,872,538,471,950,940,873,693,1110,644
E745S_01944,561,617,910,737,651,1229,915,676,590
E745S_01945,0,0,0,0,0,0,0,2,0
E745S_01946,2412,2563,2944,2879,2880,1451,2115,2258,1987
E745S_01947,779,1009,685,1185,312,755,804,597,331
E745S_01948,674,984,253,291,961,490,834,1024,407
E745S_01949,2308,3504,2109,4331,301,2933,2882,2218,2940
E745S_01950,1096,1359,577,1233,1602,783,1564,843,924
E745S_01951,1778,3106,1066,3518,2265,3148,1420,2580,2279
E745S_01952,116,234,0,0,910,200,84,59,0
E745S_01953,0,1,0,0,0,0,0,1,0
E745S_01954,1047,1767,882,1950,1174,1388,778,1352,1623
E745S_01955,0,55,0,0,0,0,1,82,0
E745S_01956,754,940,600,1354,1466,1025,797,1052,1010
E745S_01957,3418,4936,3502,6609,4244,3721,2661,4544,3375
E745S_01958,0,0,0,0,0,0,0,0,0
E745S_01959,6862,8125,2714,8727,12121,6186,5483,3883,4612
E745S_01960,3803,4595,2527,6379,2214,5936,3253,4340,3671
E745S_01961,1192,1087,614,881,1993,1151,1549,721,725
E745S_01962,0,0,0,0,0,0,0,1,0
E745S_01963,0,0,0,0,0,0,0,0,0
E745S_01964,2,1,0,0,0,1,0,0,0
E745S_01965,1390,1052,298,775,177,871,873,416,410
E745S_01966,1829,2263,1283,3594,2540,2422,2373,2471,2883
E745S_01967,0,0,0,0,0,0,0,0,0
E745S_01968,5506,3604,2902,3675,4332,2846,2615,2808,5158
E745S_01969,2240,3087,1175,1424,1197,3493,1386,2048,1340
E745S_01970,1624,1804,1247,3172,2310,1016,880,458,1572
E745S_01971,0,0,0,1,0,1,0,1,0
E745S_01972,1582,2910,463,374,2037,2606,1211,1606,986
E745S_01973,282,344,167,170,0,544,0,200,555
E745S_01974,6971,3718,3747,5180,7146,4191,5722,3446,3238
E745S_01975,9217,5689,4589,7922,6828,8561,6700,5600,6083
E745S_01976,369,11,0,157,4,335,87,113,231
E745S_01977,1,3,0,0,0,1,1,4,0
E745S_01978,445,691,0,1035,517,318,954,707,590
E745S_01979,724,850,113,1067,1449,1222,341,589,1544
E745S_01980,1353,955,588,1702,2212,1090,2181,1010,495
E745S_01981,737,644,279,207,0,441,1073,271,636
E745S_01982,1,0,0,1,0,0,0,61,0
E745S_01983,0,0,0,0,0,0,0,0,0
E745S_01984,469,351,160,703,0,398,375,355,421
E745S_01985,3187,4564,992,3372,3996,5593,2391,3816,3507
E745S_01986,0,0,1,0,0,0,0,0,0
E745S_01987,15449,9726,7735,13671,13055,19557,14607,11626,16095
E745S_01988,4504,3518,833,3292,2124,3068,3811,2404,2462
E745S_01989,1058,253,199,1593,690,183,419,263,91
E745S_01990,1278,1140,831,2545,808,907,353,459,1047
E745S_01991,4095,5681,2808,5776,2854,4718,6641,6187,3921
E745S_01992,3116,5159,2141,6628,5068,5353,4691,2982,3780
E745S_01993,0,0,0,0,0,1,1,0,0
E745S_01994,4611,4626,3726,6630,5250,5589,3093,3749,4257
E745S_01995,756,827,677,1072,1657,547,541,253,480
E745S_01996,287,629,31,842,0,155,436,120,338
E745S_01997,205,246,181,306,370,113,157,473,372
E745S_01998,0,148,0,686,0,83,0,0,163
E745S_01999,561,229,221,1556,3,1102,89,567,632
E745S_02000,716,788,32,308,0,1658,142,682,493
E745S_02001,12102,7063,4751,10502,5752,3357,7028,3618,5956
E745S_02002,375,127,468,1011,0,385,84,362,0
E745S_02003,364,779,250,734,546,176,235,379,466
E745S_02004,258,405,152,363,0,185,200,113,388
E745S_02005,1,0,1,3,1,0,0,2,3
E745S_02006,0,0,0,0,0,0,0,0,0
E745S_02007,1567,2181,600,945,1764,756,1491,1491,998
E745S_02008,1074,1089,630,2870,1127,2008,972,1005,1333
E745S_02009,0,1,0,0,0,1,0,0,0
E745S_02010,0,0,0,0,0,0,0,0,0
E745S_02011,0,0,0,0,0,0,0,0,0
E745S_02012,1137,1355,406,285,0,985,493,926,528
E745S_02013,0,0,0,0,0,0,0,0,0
E745S_02014,0,0,0,0,0,1,0,0,0
E745S_02015,7380,13901,6649,11691,7094,7498,7076,7110,8923
E745S_02016,0,0,0,1,0,0,0,0,0
E745S_02017,1329,1268,1242,1400,2418,1288,1587,1101,1039
E745S_02018,12462,13694,4832,15440,10817,11462,12332,13497,11101
E745S_02019,0,0,0,0,0,0,0,0,0
E745S_02020,1035,1330,1,270,381,554,836,673,427
E745S_02021,713,988,675,953,1831,1487,1024,705,1027
E745S_02022,54,0,35,0,2,0,1,0,132
E745S_02023,0,0,0,1,0,0,0,1,0
E745S_02024,0,0,0,0,1,0,1,1,0
E745S_02025,3,1,1,4,2,1,4,1,0
E745S_02026,0,1,1,1,0,0,1,0,0
E745S_02027,7918,4075,3119,7326,6416,3456,6144,3565,3425
E745S_02028,0,0,0,0,1,0,1,0,0
E745S_02029,112,359,0,433,75,182,234,106,77
E745S_02030,0,0,0,0,0,0,0,1,0
E745S_02031,1,59,0,286,0,0,0,0,0
E745S_02032,0,155,0,1,0,75,0,0,0
E745S_02033,12586,14155,6867,17897,11355,10673,11296,9912,10386
E745S_02034,1450,329,272,2,890,1010,219,1312,1220
E745S_02035,0,0,0,0,0,0,0,0,0
E745S_02036,66,60,0,0,0,1,0,0,139
E745S_02037,2775,3359,1508,4768,3473,3940,2986,3642,3966
E745S_02038,230,790,123,374,492,761,158,704,440
E745S_02039,1181,1805,266,1084,1125,1224,786,1272,1306
E745S_02040,78,114,42,235,333,0,124,0,0
E745S_02041,271,251,9,5,12,175,259,154,7
E745S_02042,0,0,0,0,0,0,0,0,0
E745S_02043,0,0,0,1,0,97,0,0,0
E745S_02044,0,0,0,0,0,0,0,0,0
E745S_02045,6324,3768,2319,5531,5539,4118,2961,3460,3793
E745S_02046,1808,1162,391,3550,1223,900,1940,588,839
E745S_02047,1388,1402,716,1632,1125,1073,894,997,976
E745S_02048,7529,7056,4217,13351,9025,8738,7138,4962,7007
E745S_02049,7,1,1,4,1,4,0,0,2
E745S_02050,304,754,0,420,546,510,342,110,0
E745S_02051,8333,6612,2560,11825,4652,8005,8396,8491,7258
E745S_02052,0,1,0,1,0,0,1,0,0
E745S_02053,3947,3801,3070,7674,4468,2431,1102,2025,1341
E745S_02054,30,197,0,260,0,34,169,0,63
E745S_02055,0,0,0,0,0,0,0,0,0
E745S_02056,1075,2690,814,2412,2007,2464,1894,3150,1610
E745S_02057,338,816,851,864,473,937,1232,490,675
E745S_02058,1217,1812,843,1207,712,2319,876,1128,947
E745S_02059,5522,7769,3555,10457,9703,11322,9549,10519,7340
E745S_02060,0,0,0,0,1,0,0,0,0
E745S_02061,410,710,475,735,480,803,395,214,258
E745S_02062,132,46,41,76,0,126,14,54,0
E745S_02063,7118,4055,2742,5241,6324,7617,3847,4208,4171
E745S_02064,4502,4713,2910,6604,7606,4739,4463,3762,5960
E745S_02065,20,110,441,423,5,125,83,218,121
E745S_02066,0,1,0,0,0,0,0,0,1
E745S_02067,0,1,0,0,0,0,0,0,1
E745S_02068,0,0,0,0,0,0,0,0,0
E745S_02069,155,54,0,0,155,93,95,237,401
E745S_02070,0,0,0,0,0,0,0,0,0
E745S_02071,0,0,1,0,0,0,0,0,0
E745S_02072,0,0,0,0,0,0,0,0,0
E745S_02073,0,0,0,1,0,0,1,0,1
E745S_02074,0,0,0,0,0,0,0,0,0
E745S_02075,417,361,774,106,387,312,641,448,129
E745S_02076,183,59,487,566,0,349,390,502,916
E745S_02077,146,209,62,76,54,48,731,652,175
E745S_02078,3281,4328,1941,3525,5122,7502,2557,4269,3242
E745S_02079,1,0,0,1,104,2,1,1,3
E745S_02080,4089,5125,3558,4986,3860,7994,3303,2934,3251
E745S_02081,139,7,25,0,370,57,1,43,368
E745S_02082,362,168,287,177,987,292,81,245,270
E745S_02083,0,0,0,0,0,0,0,0,0
E745S_02084,1568,1299,843,1301,2878,1924,976,999,1112
E745S_02085,1,0,0,0,0,0,0,1,0
E745S_02086,0,53,201,76,0,0,184,0,0
E745S_02087,2434,2786,1522,2897,2270,2190,1981,1763,2838
E745S_02088,791,1704,76,294,2087,825,1431,771,806
E745S_02089,2,1,0,0,0,0,0,2,0
E745S_02090,1530,2961,1619,2462,2750,1943,1680,1437,2745
E745S_02091,6297,5390,1900,5127,8353,6590,4738,4685,4168
E745S_02092,0,26,0,0,0,0,1,0,0
E745S_02094,521,249,67,494,155,380,455,294,214
E745S_02095,348,355,60,217,1516,162,152,9,273
E745S_02096,3290,2545,328,3363,928,2579,1945,2353,2259
E745S_02097,0,0,0,0,1,0,0,0,0
E745S_02098,0,0,0,0,0,0,0,0,1
E745S_02099,0,0,0,0,0,1,0,0,0
E745S_02100,1343,936,353,922,1388,1061,40801,37719,38886
E745S_02101,0,0,0,0,0,0,0,0,0
E745S_02102,0,0,0,1,0,0,0,0,0
E745S_02103,174,1091,166,142,820,159,29738,31290,26646
E745S_02104,951,1393,832,532,1385,1060,42966,33903,37355
E745S_02105,1,0,0,1,0,65,0,0,142
E745S_02106,0,0,1,0,0,0,0,0,0
E745S_02107,132,167,78,0,0,0,0,1,0
E745S_02108,0,0,0,0,0,0,0,0,0
E745S_02109,0,0,0,0,0,0,0,1,0
E745S_02110,0,0,1,0,0,0,0,2,0
E745S_02111,0,1,0,0,0,79,2,1,3
E745S_02112,0,0,0,0,0,0,0,0,0
E745S_02113,1290,1508,429,454,696,643,609,108,1186
E745S_02114,0,0,0,0,0,1,0,0,0
E745S_02115,0,0,0,0,0,0,0,0,0
E745S_02116,1620,647,288,2664,809,1350,417,538,892
E745S_02117,0,0,0,0,0,0,0,0,0
E745S_02118,0,54,0,147,0,42,0,1,1
E745S_02119,0,0,0,0,0,0,0,0,0
E745S_02120,0,0,0,0,0,0,1,0,0
E745S_02121,0,0,0,0,0,0,0,0,0
E745S_02122,0,0,0,1,0,0,0,0,0
E745S_02123,2,0,0,2,1,1,2,0,0
E745S_02124,2,1,0,0,0,0,0,0,0
E745S_02125,0,1,2,1,1,2,1,0,0
E745S_02126,5,4,0,3,10,3,17,11,13
E745S_02127,0,0,0,0,1,0,0,0,0
E745S_02128,1,1,1,2,0,2,0,0,2
E745S_02129,0,0,0,0,0,0,0,0,0
E745S_02130,13044,7328,5034,10606,5342,8021,4477,3510,1844
E745S_02131,0,0,0,1,0,0,0,0,0
E745S_02132,3933,3881,2335,5000,2940,5933,2068,3220,1166
E745S_02133,1,0,0,0,0,0,0,0,1
E745S_02134,1,0,0,0,0,1,1,0,0
E745S_02135,0,2,0,0,0,0,0,0,0
E745S_02136,0,0,0,0,0,0,0,0,0
E745S_02137,863,78,0,700,0,122,167,189,196
E745S_02138,1,53,49,168,0,85,292,1,355
E745S_02139,6905,12004,4224,12938,8276,7892,7773,8654,6792
E745S_02140,1205,1340,744,668,988,363,209,583,644
E745S_02141,4119,3733,1381,2839,2485,3064,2883,2187,1345
E745S_02142,658,967,778,796,0,673,824,860,0
E745S_02143,129,0,1487,146,0,165,0,106,0
E745S_02144,1934,908,1063,2180,1490,1443,1383,561,1281
E745S_02145,0,0,0,0,0,0,0,0,0
E745S_02146,0,101,0,0,1,0,122,0,63
E745S_02147,0,0,0,0,0,0,0,0,0
E745S_02148,2430,2340,566,1765,1697,3823,1509,2461,2310
E745S_02149,1477,904,507,2629,1625,753,1249,103,1000
E745S_02151,3070,3192,486,3282,1441,2872,2014,1157,2519
E745S_02152,0,0,0,0,0,1,0,0,0
E745S_02153,1315,1164,411,1053,1351,876,437,1480,336
E745S_02154,1173,1666,285,1183,1189,1817,1503,1429,1593
E745S_02155,116,129,0,4,4,161,1,93,142
E745S_02156,0,0,0,0,0,0,0,0,0
E745S_02157,1,0,0,0,0,0,3,0,0
E745S_02158,97,235,387,133,787,958,0,365,469
E745S_02159,0,0,0,0,0,1,0,0,0
E745S_02160,0,1,37,98,1,77,0,0,55
E745S_02161,0,0,0,0,0,0,0,0,0
E745S_02162,0,0,0,0,0,0,0,0,0
E745S_02163,206,178,272,529,0,138,274,57,103
E745S_02164,0,0,0,0,0,0,0,0,0
E745S_02165,5390,4056,2038,4195,4762,3942,3211,2370,2776
E745S_02166,320,272,162,364,293,252,274,278,226
E745S_02167,462,662,412,438,462,728,518,334,237
E745S_02168,720,1635,1039,1360,2150,555,1164,1385,1381
E745S_02169,0,0,0,0,0,0,0,0,0
E745S_02170,0,0,0,1,0,0,0,0,0
E745S_02171,0,0,0,1,0,0,0,0,0
E745S_02172,458,226,301,404,476,783,638,561,661
E745S_02173,1163,2367,1433,1270,3159,3407,1345,2198,1283
E745S_02174,1341,2553,1472,1671,3537,3728,1570,2334,1404
E745S_02175,3450,4305,1419,4957,2745,5625,3697,2800,2602
E745S_02176,288,477,215,297,206,429,154,320,243
E745S_02177,0,0,0,0,0,0,0,0,0
E745S_02178,787,643,354,906,1526,1443,1390,640,345
E745S_02179,1033,1601,529,1509,3658,1558,1473,546,521
E745S_02180,4233,4737,2138,4554,6296,5337,3801,3331,2297
E745S_02181,0,1,0,246,298,1,80,0,201
E745S_02182,487,111,453,267,524,828,81,226,268
E745S_02183,64,58,70,0,0,431,0,89,127
E745S_02184,1689,3706,267,1718,2029,4636,1027,1699,3450
E745S_02185,15423,13382,5226,15161,11658,17692,11467,8200,11295
E745S_02186,1379,1601,523,1739,1793,1826,1205,958,1556
E745S_02187,0,0,0,0,0,0,0,0,0
E745S_02188,10358,6766,6701,9545,12805,9207,4762,5711,7571
E745S_02189,601,1049,205,1188,1872,1446,472,479,931
E745S_02190,0,0,0,1,0,0,0,0,0
E745S_02191,0,1,0,0,1,0,0,0,0
E745S_02192,0,1,0,0,0,0,0,0,2
E745S_02193,0,0,0,0,0,0,0,0,0
E745S_02194,114,442,1105,1,174,90,8,86,195
E745S_02195,0,48,0,0,0,159,0,0,139
E745S_02196,11116,7565,4901,16196,14115,6062,8350,4626,5109
E745S_02197,1345,1768,656,1879,1838,2063,1433,1327,1239
E745S_02198,2987,5427,1816,7399,6602,6027,5204,4855,4644
E745S_02199,4474,5176,3273,6768,6637,7602,4660,5443,5925
E745S_02200,3719,3078,2515,4114,2878,2908,1787,1962,1434
E745S_02201,913,767,275,570,879,570,459,307,317
E745S_02202,102,26,0,223,347,24,0,36,0
E745S_02203,268,407,423,613,256,483,426,109,372
E745S_02204,449,412,227,297,0,570,217,236,68
E745S_02205,692,325,632,670,416,1331,180,357,252
E745S_02206,706,679,339,780,589,610,625,520,172
E745S_02208,147,563,141,420,375,425,361,252,110
E745S_02209,876,1661,935,1396,1196,1786,833,1853,1097
E745S_02210,137,86,22,53,106,116,111,143,119
E745S_02211,0,0,0,0,0,0,0,0,0
E745S_02212,166,145,66,277,229,43,0,0,126
E745S_02213,218,421,0,138,1,609,223,428,533
E745S_02214,2539,3548,1705,2977,3435,4515,2682,2405,1634
E745S_02215,0,0,0,127,0,0,0,0,0
E745S_02216,4010,4389,2209,5953,4921,3469,2899,3311,3150
E745S_02217,9784,13788,8649,13128,11410,10091,7872,7219,7539
E745S_02218,518,1343,572,1010,1041,618,565,1026,812
E745S_02219,894,1438,1108,216,887,963,367,130,478
E745S_02220,0,115,0,1,0,51,88,115,0
E745S_02221,0,1,0,0,2,1,0,1,0
E745S_02222,0,0,0,0,0,0,2,0,0
E745S_02223,0,1,0,2,0,1,0,0,0
E745S_02224,3478,4740,1304,4874,2526,5257,4756,4421,4626
E745S_02225,2745,4851,1615,5942,2393,5483,2966,4869,2911
E745S_02226,2188,2380,531,1692,931,2513,1712,742,1160
E745S_02227,170,66,2,0,2,1,0,116,0
E745S_02228,940,597,865,886,2373,1571,876,1266,1383
E745S_02229,5,12,0,148,2,5,5,6,132
E745S_02230,501,609,0,77,587,337,383,139,354
E745S_02231,2637,2326,1173,3131,1626,1523,2505,1316,822
E745S_02232,4525,5128,3122,3695,2760,4663,4529,4564,4399
E745S_02233,284,31,0,0,0,206,199,54,267
E745S_02234,0,0,0,1,0,0,0,0,0
E745S_02235,1,58,0,0,0,0,0,0,0
E745S_02236,3003,2458,436,2242,3962,2426,1904,2068,2648
E745S_02237,2977,5327,2645,4161,4477,3734,3229,2968,4419
E745S_02238,0,0,2,0,1,1,0,0,0
E745S_02239,292,218,0,457,0,102,87,114,0
E745S_02240,58,145,0,0,1,177,0,339,0
E745S_02241,4000,4003,1332,5346,5503,4823,3009,3397,2898
E745S_02242,1045,1549,1217,2925,1291,1740,1850,1719,2046
E745S_02243,55,276,100,567,0,451,483,1393,213
E745S_02244,0,80,0,214,0,0,2,0,0
E745S_02245,530,1060,7112,866,1986,537,546,1263,604
E745S_02246,2219,3822,2527,3153,2483,2814,3949,2614,2057
E745S_02247,70,393,30,287,353,338,228,51,5
E745S_02248,1059,936,792,374,1158,2460,1674,1729,1202
E745S_02249,4,1,5,0,0,2,0,0,0
E745S_02250,0,1,0,0,0,0,0,0,0
E745S_02251,389,549,288,345,485,459,431,429,285
E745S_02252,0,0,0,0,1,1,0,0,0
E745S_02253,278,592,0,287,481,334,334,288,225
E745S_02254,4567,6686,2307,6045,2282,5804,5977,5225,4038
E745S_02255,7483,6068,4978,3511,5148,3575,6146,3856,3146
E745S_02256,612,1194,139,646,308,782,478,363,677
E745S_02257,133,513,158,71,316,138,162,352,476
E745S_02258,340,470,0,484,4,753,244,451,314
E745S_02259,91,22,7,1,34,27,29,9,155
E745S_02260,5609,3193,878,2936,4537,3280,3643,2319,3839
E745S_02261,0,0,0,0,0,0,1,0,0
E745S_02262,0,4,0,0,1,2,1,1,0
E745S_02263,3065,3247,1255,3882,3531,2415,2714,3440,1584
E745S_02264,60,0,0,1,673,0,0,1,35
E745S_02265,1885,2555,875,2495,2585,2367,1910,2565,1784
E745S_02266,89,57,0,77,0,197,87,104,0
E745S_02267,0,0,0,0,0,0,0,0,0
E745S_02268,1,0,0,0,0,3,0,1,0
E745S_02269,46,202,488,0,1,294,0,0,370
E745S_02270,1736,2927,454,2423,1787,463,1913,2145,1496
E745S_02271,2002,3721,576,3033,2164,873,2715,2465,2032
E745S_02272,434,120,47,353,325,704,1,246,120
E745S_02273,0,1,1,0,0,0,1,0,0
E745S_02274,0,0,0,0,2,0,0,0,0
E745S_02275,0,0,0,0,0,0,0,0,1
E745S_02276,0,0,0,0,0,0,0,0,0
E745S_02277,0,1,0,1,1,0,0,42,197
E745S_02278,890,619,965,766,2659,1146,769,887,506
E745S_02279,0,0,0,0,0,1,0,0,0
E745S_02280,0,0,0,0,0,0,0,0,0
E745S_02282,1039,568,0,438,830,293,64,439,306
E745S_02283,1941,3663,663,1710,554,2977,2113,3882,4089
E745S_02284,0,1,0,1,1,0,0,0,0
E745S_02285,2836,3478,2332,3265,3172,2583,3632,2764,2321
E745S_02286,0,0,0,0,0,0,0,0,1
E745S_02287,3230,3240,1391,4284,3546,3624,5116,2806,3814
E745S_02288,49,108,13,8,3,44,94,133,8
E745S_02289,0,1,0,0,0,2,0,1,0
E745S_02290,11426,12284,6095,9838,9660,7774,7134,7506,7771
E745S_02291,142,136,128,5,17,53,193,141,58
E745S_02292,0,0,0,1,0,0,0,0,0
E745S_02293,3835,2780,1575,3852,2205,2200,1393,1790,1162
E745S_02294,538,415,171,897,639,557,0,164,127
E745S_02295,2683,1953,1504,969,1422,1243,1906,1932,1863
E745S_02296,7090,4034,2366,7416,5944,2533,3691,3609,5523
E745S_02297,26,204,184,94,239,168,203,275,36
E745S_02298,157,110,409,309,0,0,422,212,0
E745S_02299,520,540,107,600,329,257,735,859,128
E745S_02300,235,275,0,209,405,542,101,358,0
E745S_02301,1236,470,632,357,1849,643,208,389,370
E745S_02302,0,0,0,0,0,0,0,0,0
E745S_02303,0,0,0,0,0,1,0,0,0
E745S_02304,1,0,0,0,0,1,1,1,1
E745S_02305,0,0,0,0,0,0,0,0,0
E745S_02306,577,828,1108,649,314,570,71,999,64
E745S_02307,1943,2566,1539,1908,2984,2273,2211,1128,1541
E745S_02308,0,0,0,1,0,0,0,0,0
