feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ftype,gene_name,product_name,product_short,gene_only_label,gene_product_label,COG,EC_number,annotation_status,plot_label,tnseq_change
E745S_02100,14264.8254837881,-5.40936135988588,0.278621029242398,-19.4147633959811,5.79020791463633e-84,1.19278283041508e-80,CDS,dgaR_2,Transcriptional regulatory protein DagR,Transcriptional regulatory protein DagR,dgaR_2,dgaR_2 / Transcriptional regulatory protein DagR,,,annotated,dgaR_2 / Transcriptional regulatory protein DagR,Lower mutant abundance
E745S_01213,31010.5140380686,2.69684378896889,0.144490631225078,18.6644889437013,9.62919039734146e-78,9.9180661092617e-75,CDS,NA,hypothetical protein,hypothetical protein,E745S_01213,hypothetical protein,,,annotated,hypothetical protein,Higher mutant abundance
E745S_02104,13948.9421410016,-5.53533114277539,0.341328167225475,-16.2170359035117,3.82199749096255e-59,2.62443827712762e-56,CDS,manZ_4,PTS system mannose-specific EIID component,PTS system mannose-specific EIID component,manZ_4,manZ_4 / PTS system mannose-specific EIID component,COG3716,,annotated,manZ_4 / PTS system mannose-specific EIID component,Lower mutant abundance
E745S_02619,34511.3482357194,2.92461683306906,0.186904918900872,15.6476183198805,3.44887198132816e-55,1.776169070384e-52,CDS,dacA,D-alanyl-D-alanine carboxypeptidase DacA,D-alanyl-D-alanine carboxypeptidase DacA,dacA,dacA / D-alanyl-D-alanine carboxypeptidase DacA,COG1686,3.4.16.4,annotated,dacA / D-alanyl-D-alanine carboxypeptidase DacA,Higher mutant abundance
E745S_01438,1873.92388939732,-14.171429392329,1.33826855615089,-10.589376345424,3.33808357825217e-26,1.3752904342399e-23,CDS,purA,Adenylosuccinate synthetase,Adenylosuccinate synthetase,purA,purA / Adenylosuccinate synthetase,COG0104,6.3.4.4,annotated,purA / Adenylosuccinate synthetase,Lower mutant abundance
E745S_00847,4427.71923115418,3.78171840130317,0.374748071826244,10.0913618657833,6.03266773022856e-24,2.0712159207118e-21,CDS,NA,Alpha-monoglucosyldiacylglycerol synthase,Alpha-monoglucosyldiacylglycerol synthase,E745S_00847,Alpha-monoglucosyldiacylglycerol synthase,COG0438,2.4.1.337,annotated,Alpha-monoglucosyldiacylglycerol synthase,Higher mutant abundance
E745S_00610,3227.32678053863,3.15219145390491,0.346279335609044,9.10303078975465,8.78455100108941e-20,2.58516786603488e-17,CDS,iolU_1,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,iolU_1,iolU_1 / scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,COG0673,1.1.1.371,annotated,iolU_1 / scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,Higher mutant abundance
E745S_00119,245.460230680932,7.85370435602754,1.02098059406633,7.69231501722086,1.44496309308239e-14,3.72077996468716e-12,CDS,arcA,Arginine deiminase,Arginine deiminase,arcA,arcA / Arginine deiminase,,3.5.3.6,annotated,arcA / Arginine deiminase,Higher mutant abundance
E745S_00587,2629.53382325797,-2.29969276884855,0.302225932338463,-7.60918413272729,2.75831546883313e-14,6.31347762866251e-12,CDS,purH,Bifunctional purine biosynthesis protein PurH,Bifunctional purine biosynthesis protein PurH,purH,purH / Bifunctional purine biosynthesis protein PurH,,,annotated,purH / Bifunctional purine biosynthesis protein PurH,Lower mutant abundance
E745S_03093,62.7992495133574,-23.5655973320544,3.14241943717595,-7.4991890176292,6.4213874835992e-14,1.32280582162144e-11,CDS,NA,hypothetical protein,hypothetical protein,E745S_03093,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_02536,3680.20512049742,2.46253465067574,0.353338020569274,6.96934523691584,3.18419437412854e-12,5.96312764609526e-10,CDS,clsA_2,Major cardiolipin synthase ClsA,Major cardiolipin synthase ClsA,clsA_2,clsA_2 / Major cardiolipin synthase ClsA,COG1502,2.7.8.-,annotated,clsA_2 / Major cardiolipin synthase ClsA,Higher mutant abundance
E745S_02103,10444.4755759238,-6.52857975867075,0.95573260979617,-6.83096892556916,8.43430036971347e-12,1.44788823013415e-09,CDS,sorA_1,PTS system sorbose-specific EIIC component,PTS system sorbose-specific EIIC component,sorA_1,sorA_1 / PTS system sorbose-specific EIIC component,COG3715,,annotated,sorA_1 / PTS system sorbose-specific EIIC component,Lower mutant abundance
E745S_02431,104.479024263909,22.5421581848274,3.58708446766843,6.28425630564524,3.29426833611032e-10,5.22014828645173e-08,CDS,NA,hypothetical protein,hypothetical protein,E745S_02431,hypothetical protein,,,annotated,hypothetical protein,Higher mutant abundance
E745S_02954,13792.7780614472,-1.33461492861837,0.231120521489497,-5.77454100578005,7.71631370727574e-09,1.13540044549914e-06,CDS,NA,hypothetical protein,hypothetical protein,E745S_02954,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_02910,14120.6912629434,-1.31327698965859,0.231828285795245,-5.66486951820238,1.4713645762293e-08,2.02067401802157e-06,CDS,NA,hypothetical protein,hypothetical protein,E745S_02910,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_02941,6904.4913441724,-1.37162279979896,0.244883407144907,-5.60112592270214,2.12963954815991e-08,2.74191091825589e-06,CDS,NA,hypothetical protein,hypothetical protein,E745S_02941,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_00414,47.1227226439734,21.7251331597939,3.90749312264838,5.55986472090557,2.69983835593688e-08,3.2633590097005e-06,CDS,NA,hypothetical protein,hypothetical protein,E745S_00414,hypothetical protein,,,annotated,hypothetical protein,Higher mutant abundance
E745S_03117,3183.73598274787,-1.37812529537671,0.248296567166403,-5.55031956786224,2.85147874634024e-08,3.2633590097005e-06,CDS,NA,hypothetical protein,hypothetical protein,E745S_03117,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_00440,362.206816133887,-11.7955633058397,2.19710072433835,-5.36869483277419,7.93084836075161e-08,8.59870927534122e-06,CDS,pyrF,Orotidine 5'-phosphate decarboxylase,Orotidine 5'-phosphate decarboxylase,pyrF,pyrF / Orotidine 5'-phosphate decarboxylase,COG0284,4.1.1.23,annotated,pyrF / Orotidine 5'-phosphate decarboxylase,Lower mutant abundance
E745S_03071,4149.5947711919,-1.65192642023273,0.322989288856558,-5.11449288637669,3.14584944717673e-07,3.24022493059204e-05,CDS,NA,hypothetical protein,hypothetical protein,E745S_03071,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_02931,3147.42179999042,-1.51608425643209,0.301170034809827,-5.03398107779685,4.80397112170859e-07,4.71246690986652e-05,CDS,NA,hypothetical protein,hypothetical protein,E745S_02931,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_00446,85.051786134739,-10.6714785875421,2.17836765932278,-4.89884181941063,9.64032127004561e-07,9.02684628013362e-05,CDS,pyrC,Dihydroorotase,Dihydroorotase,pyrC,pyrC / Dihydroorotase,,3.5.2.3,annotated,pyrC / Dihydroorotase,Lower mutant abundance
E745S_00850,1743.36096400776,-4.66600406980968,0.975451280779428,-4.78343117872719,1.72327911632774e-06,0.000154345868679788,CDS,ptsI,Phosphoenolpyruvate-protein phosphotransferase,Phosphoenolpyruvate-protein phosphotransferase,ptsI,ptsI / Phosphoenolpyruvate-protein phosphotransferase,COG1080,2.7.3.9,annotated,ptsI / Phosphoenolpyruvate-protein phosphotransferase,Lower mutant abundance
E745S_00877,88.0841761308463,-9.26210749606149,2.0236468707613,-4.57693861013264,4.71829847145845e-06,0.000392796057685057,CDS,vraR,Response regulator protein VraR,Response regulator protein VraR,vraR,vraR / Response regulator protein VraR,,,annotated,vraR / Response regulator protein VraR,Lower mutant abundance
E745S_02077,239.779091804464,-3.42590885741542,0.74886664925158,-4.57479160120068,4.76694244763418e-06,0.000392796057685057,CDS,NA,hypothetical protein,hypothetical protein,E745S_02077,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_00488,115.507933283171,7.11582017089512,1.56313224938968,4.5522828754083,5.30669169240623e-06,0.000420453264859878,CDS,tkt,Transketolase,Transketolase,tkt,tkt / Transketolase,,2.2.1.1,annotated,tkt / Transketolase,Higher mutant abundance
E745S_00672,5071.43626185062,0.87964052759105,0.196595073613075,4.4743772640117,7.6634330783993e-06,0.000584691560796391,CDS,NA,hypothetical protein,hypothetical protein,E745S_00672,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00431,1919.19596968587,-2.12440962517856,0.482318847880372,-4.40457517784059,1.05991380272176e-05,0.000779793726288151,CDS,NA,hypothetical protein,hypothetical protein,E745S_00431,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_02940,4579.14657245629,-1.07212769977276,0.244338692717939,-4.38787523927047,1.1446340027597e-05,0.000813084843339647,CDS,NA,hypothetical protein,hypothetical protein,E745S_02940,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_03078,2288.93237606554,-1.39863551543982,0.323813655228548,-4.31926045383311,1.5655293453229e-05,0.00107499681712172,CDS,NA,hypothetical protein,hypothetical protein,E745S_03078,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_00645,284.601806307321,7.02870686963948,1.63903194405168,4.28832817758546,1.80022978485074e-05,0.00119628172799759,CDS,NA,hypothetical protein,hypothetical protein,E745S_00645,hypothetical protein,,,annotated,hypothetical protein,Higher mutant abundance
E745S_00592,652.673259806423,-2.6805506722887,0.627876987345949,-4.26922904694987,1.96149765444972e-05,0.00126271411505201,CDS,purQ,Phosphoribosylformylglycinamidine synthase subunit PurQ,Phosphoribosylformylglycinamidine synthase subunit PurQ,purQ,purQ / Phosphoribosylformylglycinamidine synthase subunit PurQ,COG0047,6.3.5.3,annotated,purQ / Phosphoribosylformylglycinamidine synthase subunit PurQ,Lower mutant abundance
E745S_02928,4542.26357718793,-1.2766586644439,0.301033892969721,-4.24091337971805,2.2261204043167e-05,0.00138963879784618,CDS,NA,hypothetical protein,hypothetical protein,E745S_02928,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_00495,21195.9228373455,-1.11282596380059,0.28623005403271,-3.88787252813577,0.000101126708581735,0.0061270888140698,CDS,hcaB,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodio,hcaB,hcaB / 3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodio,,1.3.1.87,annotated,hcaB / 3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodio,Lower mutant abundance
E745S_00465,9640.77304309636,0.844728575120276,0.22123250723953,3.81828414666785,0.000134383092203098,0.00782238825683718,CDS,steT_1,Serine/threonine exchanger SteT,Serine/threonine exchanger SteT,steT_1,steT_1 / Serine/threonine exchanger SteT,COG0531,,annotated,steT_1 / Serine/threonine exchanger SteT,Not significant
E745S_03074,397.902203278841,-2.09404735589523,0.549033584508214,-3.81406058751566,0.000136701930702009,0.00782238825683718,CDS,NA,hypothetical protein,hypothetical protein,E745S_03074,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_01581,1704.32331828737,-1.89754969460483,0.499105447281522,-3.80190139166026,0.000143589878770326,0.00799446352072628,CDS,brnQ_1,Branched-chain amino acid transport system 2 carrier protein,Branched-chain amino acid transport system 2 carrier pr,brnQ_1,brnQ_1 / Branched-chain amino acid transport system 2 carrier pr,COG1114,,annotated,brnQ_1 / Branched-chain amino acid transport system 2 carrier pr,Lower mutant abundance
E745S_01886,110.850110538464,8.14685188654214,2.22847324102842,3.65579973613793,0.000256381449538367,0.013542199642283,CDS,graR,Response regulator protein GraR,Response regulator protein GraR,graR,graR / Response regulator protein GraR,COG0745,,annotated,graR / Response regulator protein GraR,Higher mutant abundance
E745S_02734,767.983832459831,1.93878132693894,0.529915144298188,3.65866374607322,0.00025353372898071,0.013542199642283,CDS,NA,hypothetical protein,hypothetical protein,E745S_02734,hypothetical protein,,,annotated,hypothetical protein,Higher mutant abundance
E745S_02939,4051.90506848717,-1.02142630637047,0.280452934985175,-3.64205960770017,0.000270465423516499,0.0139289693110997,CDS,NA,hypothetical protein,hypothetical protein,E745S_02939,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_01770,4758.22036438527,-0.803107952008211,0.222583862457093,-3.60811400764969,0.000308430960261663,0.0154967750765616,CDS,malP,Maltose phosphorylase,Maltose phosphorylase,malP,malP / Maltose phosphorylase,,2.4.1.8,annotated,malP / Maltose phosphorylase,Not significant
E745S_00080,2385.21252638803,1.06591533646643,0.305729661936046,3.4864635957024,0.000489451994984279,0.0240064549920861,CDS,NA,hypothetical protein,hypothetical protein,E745S_00080,hypothetical protein,,,annotated,hypothetical protein,Higher mutant abundance
E745S_00443,775.893428755714,-4.16901859557568,1.19985532252794,-3.4746010767299,0.000511613575494401,0.0245098596632201,CDS,pyrK_2,Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit,Dihydroorotate dehydrogenase B (NAD(+)), electron trans,pyrK_2,pyrK_2 / Dihydroorotate dehydrogenase B (NAD(+)), electron trans,COG0543,,annotated,pyrK_2 / Dihydroorotate dehydrogenase B (NAD(+)), electron trans,Lower mutant abundance
E745S_02443,48.2303498365525,-8.22144745449628,2.38039250284052,-3.45382009256273,0.000552705956074895,0.0258766879435065,CDS,NA,hypothetical protein,hypothetical protein,E745S_02443,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_02968,75.698712736455,-8.7248647631342,2.54448619648351,-3.42892988580248,0.000605966048379157,0.0277397791035792,CDS,NA,hypothetical protein,hypothetical protein,E745S_02968,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_01422,411.407229439579,-2.66112218984964,0.779465737382756,-3.41403356456052,0.000640086897285587,0.0278130962323173,CDS,misCA,Membrane protein insertase MisCA,Membrane protein insertase MisCA,misCA,misCA / Membrane protein insertase MisCA,COG0706,,annotated,misCA / Membrane protein insertase MisCA,Lower mutant abundance
E745S_01910,1270.6368499219,-1.2186700372972,0.357312687615418,-3.41065425196676,0.000648072145219043,0.0278130962323173,CDS,topB_2,DNA topoisomerase 3,DNA topoisomerase 3,topB_2,topB_2 / DNA topoisomerase 3,COG0550,5.6.2.1,annotated,topB_2 / DNA topoisomerase 3,Lower mutant abundance
E745S_01927,78.0720267556844,-6.09500796964248,1.78201352545334,-3.42029276578691,0.000625537757304743,0.0278130962323173,CDS,xerC_7,Tyrosine recombinase XerC,Tyrosine recombinase XerC,xerC_7,xerC_7 / Tyrosine recombinase XerC,,,annotated,xerC_7 / Tyrosine recombinase XerC,Lower mutant abundance
E745S_00407,7920.77033314334,-0.809849890932457,0.239294811633235,-3.38431863777183,0.000713551419860117,0.0293983184982368,CDS,NA,hypothetical protein,hypothetical protein,E745S_00407,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02813,97.5549185743108,-7.40854481927619,2.18602285961457,-3.38905185126126,0.000701347470917524,0.0293983184982368,CDS,NA,hypothetical protein,hypothetical protein,E745S_02813,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_00566,50.9892749842642,-7.99464311610843,2.38287843633957,-3.35503607493688,0.000793546353668762,0.032053048795248,CDS,pycA,Pyruvate carboxylase,Pyruvate carboxylase,pycA,pycA / Pyruvate carboxylase,,6.4.1.1,annotated,pycA / Pyruvate carboxylase,Lower mutant abundance
E745S_02618,1536.82972259371,1.56825126165092,0.474199342078663,3.30715613137811,0.000942483457520383,0.0373368446633075,CDS,NA,hypothetical protein,hypothetical protein,E745S_02618,hypothetical protein,,,annotated,hypothetical protein,Higher mutant abundance
E745S_01274,321.25625817489,-5.21671338838085,1.58182821230001,-3.29790134466982,0.000974103530753353,0.0378613825160737,CDS,msr(C),ABC-F type ribosomal protection protein Msr(C),ABC-F type ribosomal protection protein Msr(C),msr(C),msr(C) / ABC-F type ribosomal protection protein Msr(C),,,annotated,msr(C) / ABC-F type ribosomal protection protein Msr(C),Lower mutant abundance
E745S_00569,83.5564970677367,7.64916868694287,2.33713444964871,3.27288346123716,0.0010645636066106,0.0406111301781081,CDS,recQ_1,ATP-dependent DNA helicase RecQ,ATP-dependent DNA helicase RecQ,recQ_1,recQ_1 / ATP-dependent DNA helicase RecQ,COG0514,3.6.4.12,annotated,recQ_1 / ATP-dependent DNA helicase RecQ,Higher mutant abundance
E745S_02053,3146.52292935275,1.38881236131533,0.427711854965365,3.24707474247538,0.00116597765237807,0.0421324606294753,CDS,murA1_1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA1_1,murA1_1 / UDP-N-acetylglucosamine 1-carboxyvinyltransferase,,2.5.1.7,annotated,murA1_1 / UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Higher mutant abundance
E745S_02956,1016.29516568598,1.52104901686834,0.467041407724703,3.25677550579182,0.00112685516062812,0.0421324606294753,CDS,topB_4,DNA topoisomerase 3,DNA topoisomerase 3,topB_4,topB_4 / DNA topoisomerase 3,COG0550,5.6.2.1,annotated,topB_4 / DNA topoisomerase 3,Higher mutant abundance
E745S_02970,2175.39607982119,-1.37682991708252,0.424663757736881,-3.24216487043755,0.00118625374587843,0.0421324606294753,CDS,pemK,Endoribonuclease PemK,Endoribonuclease PemK,pemK,pemK / Endoribonuclease PemK,,3.1.-.-,annotated,pemK / Endoribonuclease PemK,Lower mutant abundance
E745S_03161,617.840621024723,-1.79175143355964,0.551559501665273,-3.24851884184747,0.00116007525496392,0.0421324606294753,CDS,NA,hypothetical protein,hypothetical protein,E745S_03161,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_01734,67.6257960636669,-9.98969102716239,3.13541104299179,-3.18608657371772,0.00144211436176391,0.0503517895802313,CDS,npr_1,NADH peroxidase,NADH peroxidase,npr_1,npr_1 / NADH peroxidase,COG0446,1.11.1.1,annotated,npr_1 / NADH peroxidase,Not significant
E745S_00738,88.1254662667707,6.31681399572124,1.9873443361212,3.17852013911695,0.00148028934217898,0.0506307219173249,CDS,mhqA,Putative ring-cleaving dioxygenase MhqA,Putative ring-cleaving dioxygenase MhqA,mhqA,mhqA / Putative ring-cleaving dioxygenase MhqA,COG0346,1.13.11.-,annotated,mhqA / Putative ring-cleaving dioxygenase MhqA,Not significant
E745S_00756,47.6321310880165,9.33422493351499,2.94007368333956,3.17482687131585,0.00149925924124117,0.0506307219173249,CDS,NA,Deacetylase,Deacetylase,E745S_00756,Deacetylase,COG3964,3.1.1.-,annotated,Deacetylase,Not significant
E745S_00857,5718.13817988997,0.940381801521246,0.297139135553732,3.16478608503994,0.00155197006419528,0.0515654569716496,CDS,yhhT,Putative transport protein YhhT,Putative transport protein YhhT,yhhT,yhhT / Putative transport protein YhhT,COG0628,,annotated,yhhT / Putative transport protein YhhT,Not significant
E745S_01624,89.4775632797998,-10.7461568655104,3.44974248692084,-3.11506058966801,0.00183907129243732,0.0601347121019187,CDS,NA,hypothetical protein,hypothetical protein,E745S_01624,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00807,68.5932460640988,4.02641016687678,1.29609158982476,3.10657842276499,0.00189266099250212,0.0609200256961619,CDS,pyk,Pyruvate kinase,Pyruvate kinase,pyk,pyk / Pyruvate kinase,COG0469,2.7.1.40,annotated,pyk / Pyruvate kinase,Not significant
E745S_00772,88.0147967029031,6.45548787376699,2.08282968086964,3.09938346522489,0.00193923849321782,0.0614589430158262,CDS,ulaA_2,Ascorbate-specific PTS system EIIC component,Ascorbate-specific PTS system EIIC component,ulaA_2,ulaA_2 / Ascorbate-specific PTS system EIIC component,COG3037,,annotated,ulaA_2 / Ascorbate-specific PTS system EIIC component,Not significant
E745S_02520,9633.42861002261,-0.531629963483789,0.17179341891412,-3.09458864515382,0.00197086030176729,0.0615147306309185,CDS,bglK,Beta-glucoside kinase,Beta-glucoside kinase,bglK,bglK / Beta-glucoside kinase,COG1940,2.7.1.85,annotated,bglK / Beta-glucoside kinase,Not significant
E745S_01562,1119.30853978189,-1.80409000143686,0.585446973010701,-3.08156004660714,0.00205918939592818,0.0629843917469703,CDS,bioY2,Biotin transporter BioY2,Biotin transporter BioY2,bioY2,bioY2 / Biotin transporter BioY2,COG1268,,annotated,bioY2 / Biotin transporter BioY2,Not significant
E745S_02348,153.415170101777,3.3097681616283,1.0750556687689,3.07869467394044,0.00207909642659902,0.0629843917469703,CDS,NA,hypothetical protein,hypothetical protein,E745S_02348,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01672,85.7119643505461,10.3504722559729,3.42294642925511,3.02384874256571,0.00249581187469158,0.07451264437485,CDS,NA,hypothetical protein,hypothetical protein,E745S_01672,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01316,2485.89459924161,-0.87541221917967,0.29018802459535,-3.01670691063279,0.0025553675401642,0.075200816181975,CDS,NA,hypothetical protein,hypothetical protein,E745S_01316,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01696,43.6224876374224,8.23808540584485,2.77729244446107,2.96622900561825,0.00301475914962888,0.0874704767357111,CDS,NA,hypothetical protein,hypothetical protein,E745S_01696,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02733,5138.77323792148,-1.01795580977557,0.344552667855428,-2.95442730457305,0.00313249943938745,0.0896242895158075,CDS,NA,hypothetical protein,hypothetical protein,E745S_02733,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00273,1536.10378837552,-1.4713162026635,0.504424270985485,-2.91682277656668,0.00353616631985432,0.0958487186697355,CDS,fabG_1,3-oxoacyl-[acyl-carrier-protein] reductase FabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,fabG_1,fabG_1 / 3-oxoacyl-[acyl-carrier-protein] reductase FabG,,1.1.1.100,annotated,fabG_1 / 3-oxoacyl-[acyl-carrier-protein] reductase FabG,Not significant
E745S_02633,10153.8785658871,0.807313665179793,0.276629811878843,2.91838995839457,0.00351844035989131,0.0958487186697355,CDS,ycaM,Inner membrane transporter YcaM,Inner membrane transporter YcaM,ycaM,ycaM / Inner membrane transporter YcaM,COG0531,,annotated,ycaM / Inner membrane transporter YcaM,Not significant
E745S_02854,472.511686073736,1.60005661247117,0.546229052706305,2.92927775361573,0.00339750678094276,0.0958487186697355,CDS,lacD,Tagatose 1,6-diphosphate aldolase,Tagatose 1,6-diphosphate aldolase,lacD,lacD / Tagatose 1,6-diphosphate aldolase,,4.1.2.40,annotated,lacD / Tagatose 1,6-diphosphate aldolase,Not significant
E745S_02960,2585.12669559391,-0.843372531377417,0.288599336292436,-2.92229546405759,0.0034746175173123,0.0958487186697355,CDS,ssb_3,Single-stranded DNA-binding protein,Single-stranded DNA-binding protein,ssb_3,ssb_3 / Single-stranded DNA-binding protein,COG0629,,annotated,ssb_3 / Single-stranded DNA-binding protein,Not significant
E745S_00491,1909.96284227003,0.996438349744278,0.343543441405042,2.90047263213348,0.00372600373910377,0.0995997248040447,CDS,NA,hypothetical protein,hypothetical protein,E745S_00491,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00953,4468.3118001063,0.658254557638145,0.227243895245194,2.89668753005618,0.0037712517158813,0.0995997248040447,CDS,NA,hypothetical protein,hypothetical protein,E745S_00953,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02489,997.458403566251,-1.56780907508381,0.543108119375838,-2.88673473872126,0.00389262256383945,0.101503828879864,CDS,rpoN1,RNA polymerase sigma-54 factor 1,RNA polymerase sigma-54 factor 1,rpoN1,rpoN1 / RNA polymerase sigma-54 factor 1,COG1508,,annotated,rpoN1 / RNA polymerase sigma-54 factor 1,Not significant
E745S_02295,1711.41091171182,-0.937782962490098,0.325772225078095,-2.8786461530454,0.00399386172419126,0.102841939397925,CDS,dppE,Dipeptide-binding protein DppE,Dipeptide-binding protein DppE,dppE,dppE / Dipeptide-binding protein DppE,COG4166,,annotated,dppE / Dipeptide-binding protein DppE,Not significant
E745S_01304,8850.71697294455,0.408512665031462,0.142961678910041,2.85749767452381,0.00426995763063948,0.108593984186634,CDS,NA,hypothetical protein,hypothetical protein,E745S_01304,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01346,1943.31588098012,-0.948612247374413,0.332655176698133,-2.85163831445566,0.0043494559060914,0.109266819104247,CDS,ndvA,Beta-(1-->2)glucan export ATP-binding/permease protein NdvA,Beta-(1-->2)glucan export ATP-binding/permease protein ,ndvA,ndvA / Beta-(1-->2)glucan export ATP-binding/permease protein ,COG1132,7.5.2.3,annotated,ndvA / Beta-(1-->2)glucan export ATP-binding/permease protein ,Not significant
E745S_00028,57.3571500098754,6.56320293562426,2.31652111729888,2.83321524099772,0.00460823451845866,0.114373049494275,CDS,NA,hypothetical protein,hypothetical protein,E745S_00028,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01165,55.2257023714619,8.39058200047079,2.9704187148732,2.82471355248951,0.00473229014043831,0.116053782015511,CDS,NA,hypothetical protein,hypothetical protein,E745S_01165,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00613,11858.9442043196,0.670614163848718,0.242060642951147,2.77043866228209,0.00559808429672665,0.134620304191179,CDS,yqiK,Inner membrane protein YqiK,Inner membrane protein YqiK,yqiK,yqiK / Inner membrane protein YqiK,COG2268,,annotated,yqiK / Inner membrane protein YqiK,Not significant
E745S_02354,3370.31678413252,0.992947787578681,0.358573403084161,2.76916184814083,0.00562007095167058,0.134620304191179,CDS,NA,Putative peptidyl-prolyl cis-trans isomerase,Putative peptidyl-prolyl cis-trans isomerase,E745S_02354,Putative peptidyl-prolyl cis-trans isomerase,,5.2.1.8,annotated,Putative peptidyl-prolyl cis-trans isomerase,Not significant
E745S_00768,41.987035163529,-9.17440840168806,3.32605072550493,-2.75834891252156,0.00580941534132021,0.137556271300226,CDS,araD,L-ribulose-5-phosphate 4-epimerase AraD,L-ribulose-5-phosphate 4-epimerase AraD,araD,araD / L-ribulose-5-phosphate 4-epimerase AraD,COG0235,5.1.3.4,annotated,araD / L-ribulose-5-phosphate 4-epimerase AraD,Not significant
E745S_00081,6040.86153724825,0.890552653535226,0.32378841107021,2.75041546604989,0.0059519746522594,0.139330315723345,CDS,NA,hypothetical protein,hypothetical protein,E745S_00081,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02983,1183.5150927046,-1.1575488819433,0.421836902246672,-2.74406737717417,0.00606830814557235,0.140457469436843,CDS,NA,hypothetical protein,hypothetical protein,E745S_02983,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00565,52.0406140658329,-6.36137803768392,2.33771934897816,-2.72118979571459,0.00650474029195462,0.147409502939478,CDS,NA,hypothetical protein,hypothetical protein,E745S_00565,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01251,4269.87654975868,-0.813998403301526,0.299172576022507,-2.72083228390656,0.00651177901334587,0.147409502939478,CDS,NA,hypothetical protein,hypothetical protein,E745S_01251,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00563,667.215294265175,1.17440503053964,0.436038609514059,2.69335101276571,0.00707377526181524,0.158391054775428,CDS,NA,hypothetical protein,hypothetical protein,E745S_00563,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00089,1137.04280703942,-0.868746641834217,0.324005653765326,-2.68127000790993,0.00733433111458821,0.162219557416214,CDS,NA,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,E745S_00089,IS3 family transposase ISEnfa3,,,annotated,IS3 family transposase ISEnfa3,Not significant
E745S_02855,161.652568330383,3.25237340520084,1.21439500192697,2.6781841164037,0.00740225164908936,0.162219557416214,CDS,NA,hypothetical protein,hypothetical protein,E745S_02855,hypothetical protein,,,annotated,hypothetical protein,Not significant
