,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_00153,1501.36249386242,1925.00090896848,1097.03043585756,1946.36968033524,888.838160691653,1333.51228724725,1727.02866445161,1485.12633017686,1184.9194327989
E745S_00154,6368.91956137038,3763.51166992478,6764.47847392287,6460.32470113723,4758.96869864691,2461.99917836118,2877.69126173753,2175.85889424668,4728.85654916092
E745S_00156,658.734665219682,943.456752169631,1870.16019406578,1176.41224242575,1516.57442566324,1389.42830437451,1134.10630092209,659.942108019157,1373.20800020256
E745S_00157,10.3601782210173,25.3916030861465,3.25528319245567,10.3403374925861,0.909762702857372,1.69442476143233,23.7996760230001,69.7917003814972,1.08211820346932
E745S_00160,1088.6820613919,837.922901842834,1420.9311135069,937.789069519921,519.47450333156,1039.52959113874,1210.67917160479,1987.01076380263,2245.39527219883
E745S_00161,1014.43411747461,358.656393591819,664.077771260956,113.743712418447,455.791114131543,470.202871297473,442.880927732349,282.245847131055,577.851120652615
E745S_00162,118.278701356614,25.3916030861465,3.25528319245567,108.175838383977,0.909762702857372,55.916017127267,191.43217670674,7.18443974515412,507.51343742711
E745S_00163,70.7945511769515,80.935734837092,336.921810419161,0.795410576352774,1137.20337857172,548.993622704076,258.692130684783,286.351241271143,1.08211820346932
E745S_00164,590.530158597985,650.659829082504,0,701.552128343147,188.320879491476,1130.18131587537,693.294910235219,714.338580375324,401.465853487117
E745S_00165,1823.39136689904,1611.57330837386,509.451819619312,2155.56266191602,1619.37761108612,1391.96994151666,1848.09658161209,2240.51885195306,2414.20571194005
E745S_00166,0,0.793487596442078,3.25528319245567,0,5.45857621714423,3.38884952286467,1.03476852273913,9.23713681519816,8.65694562775454
E745S_00167,3.4533927403391,10.315338753747,11.3934911735948,3.1816423054111,0.909762702857372,3.38884952286467,0,7.18443974515412,1.08211820346932
E745S_00169,12.0868745911868,16.6632395252836,35.8081151170123,6.36328461082219,0,0,15.521527841087,6.15809121013211,2.16423640693863
E745S_00170,2.59004455525432,5.55441317509455,8.13820798113916,1.59082115270555,7.27810162285898,0.847212380716167,2.06953704547827,7.18443974515412,3.24635461040795
E745S_00172,10793.5790099298,13097.3062668729,12868.1344597772,11558.1110849822,17372.8285737644,7692.6884169028,13101.2042664002,10676.077461299,13872.7553684766
E745S_00173,284.904901077975,619.713812821263,732.438718302525,469.292240048137,39.119796222867,405.814730363044,470.819677846305,495.726342415635,534.566392513843
E745S_00174,1326.9661604753,1188.64441947023,1041.69062158581,1361.74290671595,1123.55693802885,968.363751158579,995.447318875046,987.347290691181,1071.29702143462
E745S_00175,0,0,0,0,0,1.69442476143233,0,0,127.689948009379
E745S_00176,1250.99152018784,594.322209735116,1097.03043585756,1133.4600713027,1533.85991701753,959.044414970701,867.136022055393,885.738785724001,1169.76977795033
E745S_00177,8551.46377326468,11970.5538799252,9664.93579840087,8600.77456210255,10784.3270796713,8231.51549103828,13332.9924154937,12635.3768146561,12178.1582618437
