feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ftype,gene_name,product_name,product_short,gene_only_label,gene_product_label,COG,EC_number,annotation_status,plot_label,tnseq_change
E745S_02224,3775.52364833957,-0.70236462570531,0.320369530706478,-2.19235775685802,0.0283536843411037,0.319971932844777,CDS,abfA_1,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,abfA_1,abfA_1 / Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,,3.2.1.55,annotated,abfA_1 / Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,Not significant
E745S_02765,3543.9471441578,1.35917254559107,0.618441356687556,2.19773876842739,0.0279677271436869,0.319971932844777,CDS,licT_4,Transcription antiterminator LicT,Transcription antiterminator LicT,licT_4,licT_4 / Transcription antiterminator LicT,COG3711,,annotated,licT_4 / Transcription antiterminator LicT,Not significant
E745S_03064,5048.54572859505,0.804009635223358,0.366153992095509,2.19582375880156,0.0281045604167845,0.319971932844777,CDS,NA,hypothetical protein,hypothetical protein,E745S_03064,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02935,6645.62779614948,0.709174282560125,0.32613524753741,2.17447910924984,0.0296691726366558,0.328847142520252,CDS,NA,hypothetical protein,hypothetical protein,E745S_02935,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00974,2226.01456667724,-1.04372340778309,0.481161555525846,-2.16917456475183,0.0300694334166571,0.329600861318495,CDS,NA,hypothetical protein,hypothetical protein,E745S_00974,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02922,5032.86278010181,0.78896532057737,0.363499797424394,2.17046976688198,0.0299712765540445,0.329600861318495,CDS,NA,hypothetical protein,hypothetical protein,E745S_02922,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02750,1794.02412501141,0.719413339985539,0.332126289446458,2.16608369420126,0.0303047919816931,0.330355534569665,CDS,alsS_1,Acetolactate synthase,Acetolactate synthase,alsS_1,alsS_1 / Acetolactate synthase,COG0028,2.2.1.6,annotated,alsS_1 / Acetolactate synthase,Not significant
E745S_01599,22.1262584176789,-8.44271616959578,3.90815369625342,-2.16028253384442,0.0307508042469833,0.333385768448168,CDS,ctc,General stress protein CTC,General stress protein CTC,ctc,ctc / General stress protein CTC,COG1825,,annotated,ctc / General stress protein CTC,Not significant
E745S_00486,38.0537641626914,6.64156799787699,3.07781585819352,2.15788348097445,0.0309368921408836,0.333580402214745,CDS,NA,Autolysin,Autolysin,E745S_00486,Autolysin,COG1388,3.2.1.-,annotated,Autolysin,Not significant
E745S_00687,107.314810533917,-4.07706848935615,1.8914476296672,-2.15552808621696,0.0311205332190737,0.333746691387256,CDS,NA,hypothetical protein,hypothetical protein,E745S_00687,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00619,4125.23847480553,-0.757021738800282,0.351725318881674,-2.15230948174918,0.0313729875346047,0.334645200369117,CDS,NA,hypothetical protein,hypothetical protein,E745S_00619,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01118,4578.12189493591,-0.630652535243047,0.293862721214182,-2.1460787289974,0.0318666980190939,0.336559825952497,CDS,yteP_1,putative multiple-sugar transport system permease YteP,putative multiple-sugar transport system permease YteP,yteP_1,yteP_1 / putative multiple-sugar transport system permease YteP,COG4209,,annotated,yteP_1 / putative multiple-sugar transport system permease YteP,Not significant
E745S_01253,10444.162203739,-0.40749738179425,0.189907768148615,-2.14576468233441,0.0318917577011439,0.336559825952497,CDS,mscL,Large-conductance mechanosensitive channel,Large-conductance mechanosensitive channel,mscL,mscL / Large-conductance mechanosensitive channel,COG1970,,annotated,mscL / Large-conductance mechanosensitive channel,Not significant
E745S_00365,2626.96069626112,1.26780884767482,0.59201952754283,2.14149836059774,0.0322338705462178,0.338370365945482,CDS,malG,Maltose/maltodextrin transport system permease protein MalG,Maltose/maltodextrin transport system permease protein ,malG,malG / Maltose/maltodextrin transport system permease protein ,COG3833,,annotated,malG / Maltose/maltodextrin transport system permease protein ,Not significant
E745S_01080,238.726542982112,-2.28695555357338,1.07297899250153,-2.13140757606224,0.033055579277744,0.344043647553517,CDS,NA,hypothetical protein,hypothetical protein,E745S_01080,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01292,4538.71560680636,-0.816767845881667,0.383569105106895,-2.12938903318098,0.033222087045934,0.344043647553517,CDS,NA,hypothetical protein,hypothetical protein,E745S_01292,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02983,1183.5150927046,-0.898022596225947,0.421901327383527,-2.12851332275995,0.0332945465374372,0.344043647553517,CDS,NA,hypothetical protein,hypothetical protein,E745S_02983,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01234,8134.72558275103,-0.384680904718173,0.181427216059181,-2.12030429102043,0.0339803920355408,0.345763828803601,CDS,NA,hypothetical protein,hypothetical protein,E745S_01234,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02362,1001.2997801006,-1.37090688622968,0.646573878378946,-2.12026333273275,0.0339838440608378,0.345763828803601,CDS,menH_2,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate s,menH_2,menH_2 / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate s,,4.2.99.20,annotated,menH_2 / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate s,Not significant
E745S_02742,520.460203576832,1.41181338494622,0.665376853731642,2.12182521382933,0.0338524184751242,0.345763828803601,CDS,yjhB,Putative metabolite transport protein YjhB,Putative metabolite transport protein YjhB,yjhB,yjhB / Putative metabolite transport protein YjhB,,,annotated,yjhB / Putative metabolite transport protein YjhB,Not significant
E745S_01059,1418.558971447,-0.857640374688144,0.405391364060657,-2.11558619822947,0.0343800167040928,0.348009965004695,CDS,NA,hypothetical protein,hypothetical protein,E745S_01059,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00468,331.838112259166,-1.77178000396807,0.839312908361589,-2.11098862690762,0.0347732894281132,0.350204092514602,CDS,NA,hypothetical protein,hypothetical protein,E745S_00468,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01889,641.570529284642,-1.50093647897035,0.712099186269849,-2.10776322724455,0.0350514751318708,0.351222861927432,CDS,yhdG,putative amino acid permease YhdG,putative amino acid permease YhdG,yhdG,yhdG / putative amino acid permease YhdG,COG0531,,annotated,yhdG / putative amino acid permease YhdG,Not significant
E745S_02956,1016.29516568598,0.981216846809913,0.46740812578688,2.09927211932407,0.035792919700279,0.356850013494239,CDS,topB_4,DNA topoisomerase 3,DNA topoisomerase 3,topB_4,topB_4 / DNA topoisomerase 3,COG0550,5.6.2.1,annotated,topB_4 / DNA topoisomerase 3,Not significant
E745S_00860,384.899324884368,2.03816194626336,0.97352206804976,2.09359603973475,0.0362959806525484,0.36005612807328,CDS,mutY,Adenine DNA glycosylase,Adenine DNA glycosylase,mutY,mutY / Adenine DNA glycosylase,,3.2.2.31,annotated,mutY / Adenine DNA glycosylase,Not significant
E745S_01024,198.646845946749,2.6108106385185,1.2487919688981,2.09066898534125,0.036557747051182,0.36084860770918,CDS,NA,putative transporter,putative transporter,E745S_01024,putative transporter,,,annotated,putative transporter,Not significant
E745S_00417,471.268320546861,-1.22508175943762,0.587562027901191,-2.08502541223381,0.0370669938739196,0.362550202664944,CDS,ulaA_1,Ascorbate-specific PTS system EIIC component,Ascorbate-specific PTS system EIIC component,ulaA_1,ulaA_1 / Ascorbate-specific PTS system EIIC component,COG3037,,annotated,ulaA_1 / Ascorbate-specific PTS system EIIC component,Not significant
E745S_00429,1497.2712209569,0.982155806040721,0.471552303134422,2.08281414280516,0.0372681679413761,0.362550202664944,CDS,aroE,Shikimate dehydrogenase (NADP(+)),Shikimate dehydrogenase (NADP(+)),aroE,aroE / Shikimate dehydrogenase (NADP(+)),COG0169,1.1.1.25,annotated,aroE / Shikimate dehydrogenase (NADP(+)),Not significant
E745S_03127,389.158778417625,-1.7354819143261,0.83328362844501,-2.08270252178683,0.0372783474514358,0.362550202664944,CDS,NA,hypothetical protein,hypothetical protein,E745S_03127,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00028,57.3571500098754,4.80644137276423,2.31975282716658,2.07196271795688,0.0382689181856608,0.369624549347292,CDS,NA,hypothetical protein,hypothetical protein,E745S_00028,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01541,75.1205736169962,3.26751346556417,1.57790615596562,2.0707907458315,0.0383783554261806,0.369624549347292,CDS,yclN,Petrobactin import system permease protein YclN,Petrobactin import system permease protein YclN,yclN,yclN / Petrobactin import system permease protein YclN,COG4606,,annotated,yclN / Petrobactin import system permease protein YclN,Not significant
E745S_02018,11105.4005512183,-0.389054055502642,0.188435413354812,-2.0646546664245,0.0389556868398277,0.373372380145982,CDS,NA,hypothetical protein,hypothetical protein,E745S_02018,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00585,1759.40296232554,0.855776478371234,0.415451046643209,2.05987320355984,0.0394106640338212,0.373976494949936,CDS,ydhF,Oxidoreductase YdhF,Oxidoreductase YdhF,ydhF,ydhF / Oxidoreductase YdhF,COG4989,1.-.-.-,annotated,ydhF / Oxidoreductase YdhF,Not significant
E745S_01014,10194.4256989961,-0.589538651582378,0.286673037596023,-2.05648447627346,0.0397358410910154,0.373976494949936,CDS,feoB,Fe(2+) transporter FeoB,Fe(2+) transporter FeoB,feoB,feoB / Fe(2+) transporter FeoB,COG0370,,annotated,feoB / Fe(2+) transporter FeoB,Not significant
E745S_01101,2227.74562158573,1.05596223554204,0.51357487249536,2.05610183070547,0.0397727018318732,0.373976494949936,CDS,hit,Protein hit,Protein hit,hit,hit / Protein hit,COG0537,,annotated,hit / Protein hit,Not significant
E745S_02290,8469.67009313182,0.329937342287197,0.160043736099393,2.06154486472556,0.0392510878763312,0.373976494949936,CDS,bglC,Aryl-phospho-beta-D-glucosidase BglC,Aryl-phospho-beta-D-glucosidase BglC,bglC,bglC / Aryl-phospho-beta-D-glucosidase BglC,COG2723,3.2.1.86,annotated,bglC / Aryl-phospho-beta-D-glucosidase BglC,Not significant
E745S_00349,2497.96148012001,-0.893703747020711,0.438704416497711,-2.03714326414896,0.041635687436041,0.375102057043763,CDS,ahpF,NADH dehydrogenase,NADH dehydrogenase,ahpF,ahpF / NADH dehydrogenase,,1.6.99.3,annotated,ahpF / NADH dehydrogenase,Not significant
E745S_00737,640.799191192858,1.14494193748953,0.562147642280788,2.03672816778914,0.0416772901664557,0.375102057043763,CDS,gmuR,HTH-type transcriptional regulator GmuR,HTH-type transcriptional regulator GmuR,gmuR,gmuR / HTH-type transcriptional regulator GmuR,COG2188,,annotated,gmuR / HTH-type transcriptional regulator GmuR,Not significant
E745S_01048,482.521209997905,-2.45865481264037,1.19984564214525,-2.04914259491284,0.0404481734258557,0.375102057043763,CDS,trmL,tRNA (cytidine(34)-2'-O)-methyltransferase,tRNA (cytidine(34)-2'-O)-methyltransferase,trmL,trmL / tRNA (cytidine(34)-2'-O)-methyltransferase,COG0219,2.1.1.207,annotated,trmL / tRNA (cytidine(34)-2'-O)-methyltransferase,Not significant
E745S_01250,234.091139410055,-2.99454697770088,1.46619112491493,-2.04239878881727,0.0411119898014033,0.375102057043763,CDS,NA,hypothetical protein,hypothetical protein,E745S_01250,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01280,23.0961686021878,7.02853431130322,3.4418551298139,2.04207732348202,0.0411438618765118,0.375102057043763,CDS,NA,Putative acetyltransferase,Putative acetyltransferase,E745S_01280,Putative acetyltransferase,,2.3.1.-,annotated,Putative acetyltransferase,Not significant
E745S_01752,768.37861404412,1.21263991732966,0.590947952702065,2.05202490639819,0.0401672419594424,0.375102057043763,CDS,dhaK,PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK,PTS-dependent dihydroxyacetone kinase, dihydroxyacetone,dhaK,dhaK / PTS-dependent dihydroxyacetone kinase, dihydroxyacetone,COG2376,2.7.1.121,annotated,dhaK / PTS-dependent dihydroxyacetone kinase, dihydroxyacetone,Not significant
E745S_02317,6928.72569441104,0.766776138534465,0.376669306517142,2.03567459643694,0.0417830416364273,0.375102057043763,CDS,dgaR_4,Transcriptional regulatory protein DagR,Transcriptional regulatory protein DagR,dgaR_4,dgaR_4 / Transcriptional regulatory protein DagR,,,annotated,dgaR_4 / Transcriptional regulatory protein DagR,Not significant
E745S_02479,27.8024336800062,-6.82170577459691,3.35035909048494,-2.03611182872028,0.0417391272190336,0.375102057043763,CDS,NA,hypothetical protein,hypothetical protein,E745S_02479,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02687,6527.01585948217,0.488182537029231,0.238794915355421,2.04435901117335,0.0409180934618537,0.375102057043763,CDS,NA,hypothetical protein,hypothetical protein,E745S_02687,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02926,352.705541184971,1.51790295348606,0.742888725405447,2.04324403046719,0.0410282870667808,0.375102057043763,CDS,NA,hypothetical protein,hypothetical protein,E745S_02926,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00630,3360.47545962642,0.797117033294807,0.392890838324732,2.02885116052509,0.0424734525445476,0.377880402907545,CDS,NA,hypothetical protein,hypothetical protein,E745S_00630,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_03078,2288.93237606554,-0.656736166965423,0.323650735974971,-2.0291508529621,0.0424429276411552,0.377880402907545,CDS,NA,hypothetical protein,hypothetical protein,E745S_03078,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00355,647.70665178298,-1.11525200075047,0.554811224581463,-2.01014678748035,0.0444156553903529,0.389914426081682,CDS,NA,hypothetical protein,hypothetical protein,E745S_00355,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01217,53.4512332237036,6.59224842359396,3.27847413203585,2.01076725272203,0.0443500466077747,0.389914426081682,CDS,NA,hypothetical protein,hypothetical protein,E745S_01217,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02933,827.525832424838,-1.12425293867997,0.558522262669885,-2.01290622383742,0.0441244956967975,0.389914426081682,CDS,NA,hypothetical protein,hypothetical protein,E745S_02933,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01667,30100.491530031,0.60357059077041,0.300661622836023,2.00747466562964,0.0446991455519652,0.390674470374885,CDS,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,nnrD,nnrD / ADP-dependent (S)-NAD(P)H-hydrate dehydratase,COG0063,4.2.1.136,annotated,nnrD / ADP-dependent (S)-NAD(P)H-hydrate dehydratase,Not significant
E745S_03045,6973.63794761164,0.839254934215973,0.418684981688843,2.00450212193111,0.0450162998411339,0.391720784582499,CDS,NA,hypothetical protein,hypothetical protein,E745S_03045,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00772,88.0147967029031,4.17235652203181,2.08625889191511,1.99992270288264,0.0455086112337087,0.394275478985494,CDS,ulaA_2,Ascorbate-specific PTS system EIIC component,Ascorbate-specific PTS system EIIC component,ulaA_2,ulaA_2 / Ascorbate-specific PTS system EIIC component,COG3037,,annotated,ulaA_2 / Ascorbate-specific PTS system EIIC component,Not significant
E745S_01346,1943.31588098012,-0.664669018618988,0.332690479857924,-1.99786004968593,0.0457318348882316,0.39448678442718,CDS,ndvA,Beta-(1-->2)glucan export ATP-binding/permease protein NdvA,Beta-(1-->2)glucan export ATP-binding/permease protein ,ndvA,ndvA / Beta-(1-->2)glucan export ATP-binding/permease protein ,COG1132,7.5.2.3,annotated,ndvA / Beta-(1-->2)glucan export ATP-binding/permease protein ,Not significant
E745S_00546,1719.94062949122,0.892871721737462,0.450529032058249,1.98182948978529,0.0474983277124831,0.397892945735182,CDS,dinG_1,3'-5' exonuclease DinG,3'-5' exonuclease DinG,dinG_1,dinG_1 / 3'-5' exonuclease DinG,,3.1.-.-,annotated,dinG_1 / 3'-5' exonuclease DinG,Not significant
E745S_01364,3929.74780493299,-0.671367328392439,0.337731510900872,-1.98787293078345,0.0468257452076058,0.397892945735182,CDS,xylB_2,Xylulose kinase,Xylulose kinase,xylB_2,xylB_2 / Xylulose kinase,COG1070,2.7.1.17,annotated,xylB_2 / Xylulose kinase,Not significant
E745S_01696,43.6224876374224,5.52223171872005,2.78426138704581,1.98337402673939,0.047325666129485,0.397892945735182,CDS,NA,hypothetical protein,hypothetical protein,E745S_01696,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02638,5904.43607578587,0.74513427843735,0.37534152982933,1.98521671389832,0.0471203655385736,0.397892945735182,CDS,copA,putative copper-importing P-type ATPase A,putative copper-importing P-type ATPase A,copA,copA / putative copper-importing P-type ATPase A,,7.2.2.8,annotated,copA / putative copper-importing P-type ATPase A,Not significant
E745S_02710,14576.4784360505,0.642357506906367,0.323225354421351,1.98733638348494,0.046885132321537,0.397892945735182,CDS,NA,IS3 family transposase ISEfa8,IS3 family transposase ISEfa8,E745S_02710,IS3 family transposase ISEfa8,,,annotated,IS3 family transposase ISEfa8,Not significant
E745S_03119,186.184437755271,-3.43835481176706,1.73519175668736,-1.98154169331187,0.0475305585379225,0.397892945735182,CDS,NA,hypothetical protein,hypothetical protein,E745S_03119,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_03153,26.718695556886,-7.74827080163604,3.90791669282695,-1.9827113550957,0.047399680491313,0.397892945735182,CDS,NA,hypothetical protein,hypothetical protein,E745S_03153,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01379,41.2646316719458,5.32788996662492,2.6978587734758,1.97485873575239,0.0482841813105595,0.402503427395588,CDS,rpoB,DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase subunit beta,rpoB,rpoB / DNA-directed RNA polymerase subunit beta,COG0085,2.7.7.6,annotated,rpoB / DNA-directed RNA polymerase subunit beta,Not significant
E745S_00664,3316.09601222428,-0.825555027798434,0.418771925809063,-1.97137147196166,0.0486814016748219,0.404116740262956,CDS,dprA,DNA processing protein DprA,DNA processing protein DprA,dprA,dprA / DNA processing protein DprA,COG0758,,annotated,dprA / DNA processing protein DprA,Not significant
E745S_00603,1413.99920723031,1.02611217048517,0.521422967122391,1.9679075053944,0.0490786810891107,0.405717097003315,CDS,araQ_1,L-arabinose transport system permease protein AraQ,L-arabinose transport system permease protein AraQ,araQ_1,araQ_1 / L-arabinose transport system permease protein AraQ,COG0395,,annotated,araQ_1 / L-arabinose transport system permease protein AraQ,Not significant
E745S_02738,34.9486024057559,-4.71176289950563,2.41547649647666,-1.95065566002337,0.0510980212522246,0.420657569146944,CDS,NA,hypothetical protein,hypothetical protein,E745S_02738,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01344,7694.99128209319,-0.491037348846744,0.252589845529962,-1.94401064625735,0.0518941672811905,0.425446396222653,CDS,rpmF_2,50S ribosomal protein L32,50S ribosomal protein L32,rpmF_2,rpmF_2 / 50S ribosomal protein L32,COG0333,,annotated,rpmF_2 / 50S ribosomal protein L32,Not significant
E745S_00582,492.51959892754,1.45446141023714,0.748902797378551,1.94212308370101,0.0521222016279989,0.425557399300205,CDS,ytfQ,ABC transporter periplasmic-binding protein YtfQ,ABC transporter periplasmic-binding protein YtfQ,ytfQ,ytfQ / ABC transporter periplasmic-binding protein YtfQ,,,annotated,ytfQ / ABC transporter periplasmic-binding protein YtfQ,Not significant
E745S_01514,3649.49723691122,-0.582485756429768,0.301578746816105,-1.93145492704416,0.0534268181681933,0.428330306210532,CDS,NA,hypothetical protein,hypothetical protein,E745S_01514,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02051,6920.45777951074,-0.604596332631869,0.313306394229274,-1.92972867380879,0.0536404651884141,0.428330306210532,CDS,pyrG,CTP synthase,CTP synthase,pyrG,pyrG / CTP synthase,COG0504,6.3.4.2,annotated,pyrG / CTP synthase,Not significant
E745S_02194,310.065286840792,2.86921821818863,1.4842802038214,1.93307046122531,0.053227518347338,0.428330306210532,CDS,NA,hypothetical protein,hypothetical protein,E745S_02194,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02592,3723.91229122177,0.657361268014571,0.340645793028751,1.92975014360177,0.0536378036387746,0.428330306210532,CDS,NA,hypothetical protein,hypothetical protein,E745S_02592,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02955,547.887497513074,1.67073948988963,0.86279026803411,1.93643756981225,0.052814131817873,0.428330306210532,CDS,NA,hypothetical protein,hypothetical protein,E745S_02955,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_03143,2174.7827025405,-0.604456171370507,0.313386519012292,-1.92878804511307,0.0537571805677533,0.428330306210532,CDS,NA,hypothetical protein,hypothetical protein,E745S_03143,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01034,11.786928226744,7.51925364537964,3.90948961950755,1.92333383054916,0.0544381385071542,0.432021067192776,CDS,nusG,Transcription termination/antitermination protein NusG,Transcription termination/antitermination protein NusG,nusG,nusG / Transcription termination/antitermination protein NusG,,,annotated,nusG / Transcription termination/antitermination protein NusG,Not significant
E745S_00696,19.3668988102987,6.86234583908371,3.57447639734309,1.91981847864054,0.0548808319333308,0.433799085879395,CDS,NA,hypothetical protein,hypothetical protein,E745S_00696,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00237,8991.37437416549,0.626132185317353,0.327343649502504,1.91276716768126,0.0557778660732502,0.435682229485545,CDS,pphA,Serine/threonine-protein phosphatase 1,Serine/threonine-protein phosphatase 1,pphA,pphA / Serine/threonine-protein phosphatase 1,COG0639,3.1.3.16,annotated,pphA / Serine/threonine-protein phosphatase 1,Not significant
E745S_01055,2306.12984263761,-0.674048023232506,0.351928549871581,-1.91529793044203,0.055454519386412,0.435682229485545,CDS,yjbK,Putative triphosphatase YjbK,Putative triphosphatase YjbK,yjbK,yjbK / Putative triphosphatase YjbK,COG4116,3.6.1.-,annotated,yjbK / Putative triphosphatase YjbK,Not significant
E745S_03029,1150.82543723539,0.934406650755176,0.488136251974649,1.91423326371528,0.055590357281097,0.435682229485545,CDS,bin3_2,Putative transposon Tn552 DNA-invertase bin3,Putative transposon Tn552 DNA-invertase bin3,bin3_2,bin3_2 / Putative transposon Tn552 DNA-invertase bin3,,,annotated,bin3_2 / Putative transposon Tn552 DNA-invertase bin3,Not significant
E745S_02890,4153.69497004682,-0.570577669649385,0.299761682472612,-1.90343764067149,0.0569834633992296,0.443353691702241,CDS,manR_3,Transcriptional regulator ManR,Transcriptional regulator ManR,manR_3,manR_3 / Transcriptional regulator ManR,COG1762,,annotated,manR_3 / Transcriptional regulator ManR,Not significant
E745S_01385,3607.41988258526,-0.510638065720929,0.26863486321564,-1.90086297663839,0.0573199626101598,0.444229710228738,CDS,NA,hypothetical protein,hypothetical protein,E745S_01385,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01054,11.0234480208763,7.42235319327046,3.90968039363701,1.89845523059898,0.0576361399499436,0.444413637347974,CDS,yjbM,GTP pyrophosphokinase YjbM,GTP pyrophosphokinase YjbM,yjbM,yjbM / GTP pyrophosphokinase YjbM,COG2357,2.7.6.5,annotated,yjbM / GTP pyrophosphokinase YjbM,Not significant
E745S_01607,2385.83504975923,-0.73811553797036,0.389387836820558,-1.89557933806368,0.0580156915691155,0.444413637347974,CDS,NA,hypothetical protein,hypothetical protein,E745S_01607,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02859,5348.29408833718,-0.589768760464708,0.310863273524166,-1.89719664783386,0.0578019891179099,0.444413637347974,CDS,NA,hypothetical protein,hypothetical protein,E745S_02859,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00945,6232.55949877974,0.697677903890858,0.368430732073406,1.89364741633945,0.058271825281999,0.444658851382639,CDS,NA,hypothetical protein,hypothetical protein,E745S_00945,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02140,729.311459964923,1.13276485333933,0.599221343327953,1.89039470297934,0.0587051913296659,0.444897901857836,CDS,yfmL,putative ATP-dependent RNA helicase YfmL,putative ATP-dependent RNA helicase YfmL,yfmL,yfmL / putative ATP-dependent RNA helicase YfmL,COG0513,3.6.4.13,annotated,yfmL / putative ATP-dependent RNA helicase YfmL,Not significant
E745S_02348,153.415170101777,2.03550274003632,1.07695864086108,1.89004727090433,0.0587516382493715,0.444897901857836,CDS,NA,hypothetical protein,hypothetical protein,E745S_02348,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00154,4484.51210983428,0.788408209054496,0.420289908825102,1.87586756783775,0.0606734670472603,0.457704025177812,CDS,ydeA,putative protease YdeA,putative protease YdeA,ydeA,ydeA / putative protease YdeA,COG0693,3.2.-.-,annotated,ydeA / putative protease YdeA,Not significant
E745S_02386,12.4461475527003,4.63540189817949,2.47587970648578,1.87222419814527,0.0611755926650623,0.459743847907135,CDS,NA,putative ABC transporter ATP-binding protein,putative ABC transporter ATP-binding protein,E745S_02386,putative ABC transporter ATP-binding protein,COG1132,,annotated,putative ABC transporter ATP-binding protein,Not significant
E745S_02505,58.0040859704256,6.6721048733015,3.57061257117282,1.86861630611185,0.0616762155030466,0.461757024747338,CDS,rnr,Ribonuclease R,Ribonuclease R,rnr,rnr / Ribonuclease R,COG0557,3.1.13.1,annotated,rnr / Ribonuclease R,Not significant
E745S_02611,584.194554262245,-1.26112555805212,0.675972333491407,-1.86564670707511,0.0620908103403274,0.463113412463194,CDS,lacD2,Tagatose 1,6-diphosphate aldolase 2,Tagatose 1,6-diphosphate aldolase 2,lacD2,lacD2 / Tagatose 1,6-diphosphate aldolase 2,COG3684,4.1.2.40,annotated,lacD2 / Tagatose 1,6-diphosphate aldolase 2,Not significant
E745S_00554,51.8864519543937,3.89357523280845,2.08938234341393,1.86350537759718,0.0623911966599121,0.46361098941298,CDS,yqeN,putative protein YqeN,putative protein YqeN,yqeN,yqeN / putative protein YqeN,COG1466,,annotated,yqeN / putative protein YqeN,Not significant
E745S_01082,7996.48993518716,0.477073589893427,0.257336527521965,1.8538899024069,0.0637549128214822,0.469363592431452,CDS,NA,putative AAA domain-containing protein,putative AAA domain-containing protein,E745S_01082,putative AAA domain-containing protein,COG2256,,annotated,putative AAA domain-containing protein,Not significant
E745S_01373,3231.72254718216,-0.965438068213322,0.520509903643786,-1.85479288953938,0.0636258078214053,0.469363592431452,CDS,ycjP,Inner membrane ABC transporter permease protein YcjP,Inner membrane ABC transporter permease protein YcjP,ycjP,ycjP / Inner membrane ABC transporter permease protein YcjP,COG0395,,annotated,ycjP / Inner membrane ABC transporter permease protein YcjP,Not significant
E745S_03112,9.64861377303065,-7.24536382302129,3.90996514428266,-1.8530507448681,0.0638750856635544,0.469363592431452,CDS,NA,hypothetical protein,hypothetical protein,E745S_03112,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01071,3458.19823281824,-0.897375780050105,0.485761728639497,-1.84735792703028,0.0646952826247971,0.473636312647961,CDS,NA,hypothetical protein,hypothetical protein,E745S_01071,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_00445,246.290322041994,-4.08292926810994,2.21461708791725,-1.84362763675311,0.0652374254978644,0.475849456572658,CDS,carA,Carbamoyl-phosphate synthase small chain,Carbamoyl-phosphate synthase small chain,carA,carA / Carbamoyl-phosphate synthase small chain,,6.3.5.5,annotated,carA / Carbamoyl-phosphate synthase small chain,Not significant
E745S_01459,13212.1075055871,0.667791567245953,0.36266061989018,1.84136774334134,0.0655676864864095,0.476506556736398,CDS,NA,hypothetical protein,hypothetical protein,E745S_01459,hypothetical protein,,,annotated,hypothetical protein,Not significant
