gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ftype,gene_name,product_name,product_short,plot_label,COG,EC_number,expression_change
E745S_00597,9688.70825335528,3.48257393859392,0.0585979500693012,59.4316684197184,0,0,gene,purK,,,purK,,,Up in Serum
E745S_00598,3107.17082126812,5.65588680763547,0.102897031396565,54.9664721214131,0,0,gene,purE,,,purE,,,Up in Serum
E745S_00667,1713.18786408476,5.11255769758151,0.104471053393669,48.9375528579798,0,0,gene,,,,E745S_00667,,,Up in Serum
E745S_00668,4258.12344638716,4.93610385928927,0.0799736787029986,61.7216056500374,0,0,gene,folT_1,,,folT_1,,,Up in Serum
E745S_00717,21258.0538395639,2.91359658265088,0.0723497110156117,40.2710189405205,0,0,gene,tuf_1,,,tuf_1,,,Up in Serum
E745S_00813,14171.787757361,4.30764960083769,0.0708438812571477,60.8048221582026,0,0,gene,pbuO,,,pbuO,,,Up in Serum
E745S_00853,22393.9602288223,4.3616463248884,0.075454630281876,57.8048863084292,0,0,gene,,,,E745S_00853,,,Up in Serum
E745S_00936,945.503752656586,4.54785535347828,0.117454989968427,38.7199841803297,0,0,gene,,,,E745S_00936,,,Up in Serum
E745S_00972,2793.39519662315,4.59383773861809,0.0838061891688919,54.8150176517426,0,0,gene,,,,E745S_00972,,,Up in Serum
E745S_00973,1367.16705871518,4.51925601343973,0.101395104691911,44.570751489152,0,0,gene,,,,E745S_00973,,,Up in Serum
E745S_00983,3232.74512686779,5.20003523825021,0.0860744531908058,60.4132241969986,0,0,gene,,,,E745S_00983,,,Up in Serum
E745S_00985,1331.26896413315,5.45847914701111,0.126098161896637,43.2875393654463,0,0,gene,,,,E745S_00985,,,Up in Serum
E745S_00986,1810.00063880079,3.89630532572614,0.0885740935501685,43.9892204318102,0,0,gene,,,,E745S_00986,,,Up in Serum
E745S_01096,2522.10783318769,2.86741254899327,0.0735760870849005,38.9720718048586,0,0,gene,adeC,,,adeC,,,Up in Serum
E745S_01162,24420.4465424229,2.4487640585475,0.0519024386171736,47.1801349568427,0,0,gene,,,,E745S_01162,,,Up in Serum
E745S_01217,162879.659751573,2.0057197540062,0.0498339107937223,40.2480905483916,0,0,gene,,,,E745S_01217,,,Up in Serum
E745S_01534,31935.0318578041,2.14009830059438,0.053018300222909,40.3652756047742,0,0,gene,,,,E745S_01534,,,Up in Serum
E745S_01541,2513.3155563513,5.94376400713876,0.109632949521971,54.2151244954655,0,0,gene,yclN,,,yclN,,,Up in Serum
E745S_01542,4828.22277495355,5.82593356774139,0.0953042152440637,61.1298624391566,0,0,gene,yclO,,,yclO,,,Up in Serum
E745S_01543,3052.00676323821,5.53656489943636,0.101298139440277,54.6561361346682,0,0,gene,yclP,,,yclP,,,Up in Serum
E745S_01544,9911.70017402592,5.95948020614702,0.0845481055189314,70.4862654174151,0,0,gene,yclQ,,,yclQ,,,Up in Serum
E745S_01562,15383.8153219676,5.92124757925623,0.0716476941259688,82.6439378334447,0,0,gene,bioY2,,,bioY2,,,Up in Serum
E745S_01581,8096.39036194336,2.5431320220875,0.0577566192806061,44.0318712169057,0,0,gene,brnQ_1,,,brnQ_1,,,Up in Serum
E745S_01637,53404.1385718774,5.09385721346668,0.0630286990613574,80.8180604919022,0,0,gene,adhE,,,adhE,,,Up in Serum
E745S_01820,1455.47181028591,3.52890225693822,0.0890783135609134,39.6157281819788,0,0,gene,spxA_4,,,spxA_4,,,Up in Serum
E745S_01822,1029.53612831823,3.661994793223,0.0974008329850734,37.5971609378761,0,0,gene,bsaA,,,bsaA,,,Up in Serum
E745S_01827,3728.51680803407,3.52673204313775,0.0756775923654369,46.6020645332853,0,0,gene,lysA,,,lysA,,,Up in Serum
E745S_01828,2759.46632836401,3.21284509078751,0.0753196702791739,42.6561226155005,0,0,gene,dapF,,,dapF,,,Up in Serum
E745S_01863,5676.39886162434,3.17591783549505,0.0835328882134853,38.0199691812205,0,0,gene,ohrB_1,,,ohrB_1,,,Up in Serum
E745S_01864,1979.65377577587,4.21548357495017,0.0953123944335422,44.2280733791602,0,0,gene,rclA,,,rclA,,,Up in Serum
E745S_01865,1518.43502965258,4.34109623564472,0.10325371131039,42.0430043680949,0,0,gene,,,,E745S_01865,,,Up in Serum
E745S_01905,1444.34073032784,4.83504732502291,0.107166733390416,45.1170542579524,0,0,gene,arcD1_1,,,arcD1_1,,,Up in Serum
E745S_01906,1834.65075866099,4.96266791303671,0.104430368115078,47.5213101572911,0,0,gene,vioD,,,vioD,,,Up in Serum
