sample,PC1,PC2,condition
ERR1797972_pass,-29.9916204085412,3.32518507394249,BH
ERR1797973_pass,-30.3684450087739,-1.5423010132601,BH
ERR1797974_pass,-30.5522741729096,-1.75039848753573,BH
ERR1797969_pass,30.4738492387712,1.05515398080596,Serum
ERR1797970_pass,29.883662881124,-0.729755575153174,Serum
ERR1797971_pass,30.5548274703295,-0.357883978799437,Serum
