gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
E745S_00641,57.4059386635418,-1.69716337908782,0.276059298746762,-6.14782181506836,7.85542073594896e-10,1.43008941603173e-09
E745S_02885,659.458776945014,-0.5736368157486,0.0933512039513711,-6.14493216442523,7.99976958504751e-10,1.45545807887958e-09
E745S_00513,696.821658885555,-0.547937189974681,0.0893212424298237,-6.13445553452947,8.54513396721268e-10,1.55370924288295e-09
E745S_01425,8766.03864939623,-0.324757094763672,0.0529482352634004,-6.13348288471014,8.59756720657829e-10,1.56226704983454e-09
E745S_01323,85.8264890093999,-1.29002161920068,0.210461344010333,-6.12949435093099,8.81588050689772e-10,1.60093750190763e-09
E745S_02007,612.426946011022,0.542001622555976,0.0889635938859191,6.09239801228131,1.11231709251583e-09,2.01867522214064e-09
E745S_00618,94.1896877410848,1.20706251503431,0.198302123128016,6.0869873503829,1.15055056808598e-09,2.08676180915782e-09
E745S_02814,92.4754495925191,1.25902205813349,0.206896327978957,6.08527986181341,1.16288002592179e-09,2.10781055757056e-09
E745S_01846,512.84976778975,-0.579240987230631,0.0954843181347893,-6.06634679438096,1.30852428118609e-09,2.37032618701475e-09
E745S_00968,22.4061004471136,3.10097984573907,0.511573287303555,6.06165318381651,1.34729485357872e-09,2.43903937734307e-09
E745S_02191,20.6278683075059,5.42904785700549,0.896776973806569,6.05395546003004,1.41331702976777e-09,2.55697071078556e-09
E745S_01982,1842.70921936724,0.401277543400988,0.0662907675577877,6.05329457154319,1.41913014760642e-09,2.56589308054801e-09
E745S_02306,1711.68672551405,-0.453864743603402,0.0749870494165087,-6.05257503975722,1.42548558542978e-09,2.57578431979272e-09
E745S_02114,2547.27777164417,0.400594080413283,0.0665112664585659,6.02295072313558,1.71265598662907e-09,3.09276772771539e-09
E745S_00991,897.340764300092,-0.500905817286493,0.08318056744218,-6.02190911518703,1.72371682324514e-09,3.11081194821241e-09
E745S_00358,894.553417336353,-0.471946622808885,0.0784199773136639,-6.01819381968442,1.7637393768618e-09,3.18106897524454e-09
E745S_02290,1887.19189700318,0.443374718025825,0.0739161997740889,5.99834298003574,1.99341142756708e-09,3.59307781154661e-09
E745S_01953,184.764123510828,-0.921912815643646,0.153825240484953,-5.99324800492562,2.05690795851302e-09,3.70523457130657e-09
E745S_00816,8033.78667504475,0.318822508272043,0.0532214659392983,5.99048715861521,2.09213395255988e-09,3.76635864928992e-09
E745S_00267,53.5687956693746,-1.60004596099111,0.267331440410914,-5.98525171050473,2.16055473036486e-09,3.88712906062553e-09
E745S_00236,1388.08028713807,0.502175418573719,0.0839707767178572,5.98035933692782,2.22645916922007e-09,4.00322584410106e-09
E745S_00506,4632.15836397854,-0.35239614130683,0.059024995887465,-5.97028658805324,2.36837194104193e-09,4.25575970393399e-09
E745S_01650,483.603150679315,-0.59301021272987,0.0993412424554319,-5.96942617257798,2.38089464178083e-09,4.27562264171745e-09
E745S_01558,1441.00727371297,-0.417354851404979,0.06993034010094,-5.96815131747613,2.39956785062254e-09,4.30649939159199e-09
E745S_01914,113.563139086012,-1.11950275245624,0.187922315079234,-5.95726352128123,2.56496471308666e-09,4.60050048046535e-09
E745S_00699,1078.6459663923,0.595170729483813,0.10016558080761,5.94186870065643,2.81791091032079e-09,5.05107060341369e-09
E745S_00681,2093.46084758141,0.405456895331699,0.0683386596453485,5.93305308350889,2.97352657827056e-09,5.32672976575113e-09
E745S_00727,13732.3234712325,-0.31012368606539,0.0522807000973278,-5.93189619664718,2.99455934140322e-09,5.36110839042114e-09
E745S_00713,923.881911505227,0.5384678657206,0.0909468727066396,5.92068588721566,3.20601688249277e-09,5.73614944372247e-09
E745S_02603,689.300249625641,-0.511773270475944,0.086645058835762,-5.90654882520219,3.49348791411469e-09,6.24664822972228e-09
E745S_01705,339.581740050607,-0.661349889073108,0.112031904200001,-5.90322813662488,3.56456807190776e-09,6.36983281603652e-09
E745S_02041,393.03320084244,-0.695909823568156,0.118098173800179,-5.89263831247409,3.800777245562e-09,6.78776844284109e-09
E745S_03071,88.4381710917729,-1.19362715150405,0.202626704180759,-5.89076921687104,3.84402076771563e-09,6.86078752594739e-09
E745S_00402,20.3742639720727,-3.23565612803888,0.549306277116378,-5.89044083935228,3.85166743173216e-09,6.8702229741252e-09
E745S_01747,333.46748783652,0.714886196931953,0.121407240020694,5.88833249821097,3.90111656375398e-09,6.95416430930057e-09
E745S_01867,283.532519886762,0.696505095612019,0.118333595769434,5.88594550079523,3.95784728812454e-09,7.05097518710559e-09
E745S_01593,22804.0183679476,0.314757962758046,0.0534949198446712,5.88388511791368,4.00746054950151e-09,7.13499551045805e-09
E745S_02616,5290.30220145997,0.32759861894096,0.0558854368138336,5.86196758257899,4.57414339413062e-09,8.1389556358889e-09
E745S_00817,1002.78838959077,0.45656759290524,0.0780125479869071,5.85248917881604,4.84269764127268e-09,8.61154113240365e-09
E745S_00263,755.872137007263,0.504806317104322,0.0863813513591434,5.8439270648304,5.09843574818756e-09,9.0607731764188e-09
E745S_00557,234.684794919394,-0.738239360793756,0.126349063235615,-5.84285583041555,5.13134243574353e-09,9.11368995146395e-09
E745S_02512,11005.8858490151,-0.391913034432947,0.0671970635244276,-5.83229405985097,5.46704600352837e-09,9.70400665626286e-09
E745S_02526,585.981521658993,0.555581925063735,0.0954738539574403,5.81920496591033,5.91281919160882e-09,1.04888584197278e-08
E745S_02972,964.583935338765,0.530464369600954,0.0912683517273843,5.81213925266706,6.16794982021907e-09,1.0934775838403e-08
E745S_01462,1356.42564601197,-0.452925550339398,0.0781187448141155,-5.79791126210668,6.71459632059614e-09,1.18966463111719e-08
E745S_00334,148.753333854863,0.924418932832765,0.15948053768958,5.79643727206448,6.77385046544154e-09,1.19943301124698e-08
E745S_00170,2511.92207669501,0.374659910691903,0.0646629398276354,5.79404387877493,6.87114937124892e-09,1.21592193432861e-08
E745S_01359,486.062399070131,0.551641811050355,0.0954607865483918,5.7787268573438,7.52680054323894e-09,1.33113708270769e-08
E745S_03054,1827.04668010046,0.380671085191344,0.0659490197850597,5.77220232282486,7.82420882214868e-09,1.3828944675941e-08
E745S_02945,57.4531663202173,1.44827109556493,0.251635330034107,5.75543623134568,8.6418339899434e-09,1.52647929276245e-08
E745S_02318,16.7898197957164,3.83970945598047,0.668820063581534,5.74102014137975,9.41078958898488e-09,1.66129827128775e-08
E745S_01413,728.778610718864,-0.558068623105556,0.0973142742256372,-5.73470467252927,9.76824013951993e-09,1.72335436643288e-08
